seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9216,399.271,3399,1327,60282,56883,56882,114,43,204,125,114,115,6918,7053,0.0157,0.0328,0.9514,0.0143,0.1447,0.8409,11,111,206,203,204,115
43,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9274,396.4547,3156,1205,60062,56906,56907,108,48,217,108,108,109,6778,6902,0.0079,0.0329,0.9593,0.0196,0.141,0.8394,15,108,228,187,217,109
44,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9165,396.3917,3777,1185,59410,55633,55637,116,45,206,116,116,108,6875,7003,0.0157,0.0288,0.9556,0.0183,0.1778,0.8039,14,136,210,226,206,108
45,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9176,395.2137,3528,1379,59520,55992,55995,103,44,195,103,103,104,6881,6996,0.0105,0.0276,0.9619,0.0196,0.1838,0.7966,15,141,203,223,195,104
46,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9265,396.3676,3192,1141,58938,55746,55745,105,44,200,105,105,112,6943,7060,0.0105,0.0316,0.9578,0.013,0.1956,0.7914,10,150,202,230,200,112
47,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9259,397.1766,3101,1301,59402,56301,56299,100,43,219,100,100,107,7061,7173,0.0132,0.0448,0.942,0.0131,0.1723,0.8146,10,132,219,203,219,107
48,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9184,396.7229,3551,1319,59646,56095,56096,82,45,218,82,82,81,7028,7117,0.0106,0.0317,0.9578,0.0185,0.1768,0.8047,14,134,224,192,218,81
49,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9139,395.5912,3375,1719,59136,55761,55762,105,46,195,105,105,103,6917,7040,0.0131,0.0327,0.9542,0.0131,0.1775,0.8094,10,136,197,225,195,103
50,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9221,396.2195,3385,1241,59402,56017,56016,101,44,216,101,101,96,6943,7055,0.0143,0.0261,0.9596,0.013,0.1825,0.8044,10,140,217,224,216,96
51,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9271,397.932,3246,1115,59852,56606,56608,102,42,208,102,102,115,7084,7199,0.0119,0.0264,0.9618,0.0326,0.1654,0.8021,25,127,225,215,208,115
