seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,5,18,0.9484,400.9625,2232,880,60282,58050,58048,204,42,231,204,204,198,7417,7621,0.0157,0.0328,0.9514,0.0013,0.0156,0.9831,1,12,221,188,231,198
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,5,18,0.9509,398.4577,2013,935,60062,58049,58050,197,42,215,197,197,202,7469,7676,0.0079,0.0329,0.9593,0.0039,0.0183,0.9778,3,14,215,186,215,202
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,5,18,0.9513,399.0364,2111,783,59410,57299,57303,242,42,230,242,242,238,7212,7450,0.0157,0.0288,0.9556,0.0026,0.0144,0.983,2,11,221,231,230,238
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,5,18,0.9498,396.8214,2170,816,59520,57350,57351,198,42,243,198,198,201,7662,7860,0.0105,0.0276,0.9619,0.0026,0.0235,0.9739,2,18,237,193,243,201
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,5,18,0.9498,397.8055,2114,844,58938,56824,56822,214,42,215,214,214,214,7278,7492,0.0105,0.0316,0.9578,0.0013,0.0183,0.9804,1,14,208,200,215,214
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,5,18,0.9517,398.6682,1918,951,59402,57484,57483,240,41,225,240,240,230,7309,7554,0.0132,0.0448,0.942,0.0052,0.0366,0.9582,4,28,220,229,225,230
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,5,18,0.9518,398.782,2112,765,59646,57534,57535,211,42,230,211,211,208,7390,7593,0.0106,0.0317,0.9578,0.004,0.0303,0.9657,3,23,225,207,230,208
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,5,18,0.9544,397.3656,1846,848,59136,57290,57290,219,42,187,219,219,206,7521,7744,0.0131,0.0327,0.9542,0.0039,0.0183,0.9778,3,14,181,207,187,206
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,5,18,0.9535,397.9442,1981,779,59402,57421,57422,226,42,218,226,226,217,7529,7758,0.0143,0.0261,0.9596,0.0039,0.013,0.9831,3,10,213,218,218,217
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,5,18,0.9542,399.8084,1983,757,59852,57869,57870,227,42,256,227,227,223,7389,7603,0.0119,0.0264,0.9618,0.0039,0.0208,0.9753,3,16,250,223,256,223
