episode,service_level,squared_starvation_penalty,squared_congestion_penalty,projected_starvation_risk,projected_congestion_risk
0,0.8925462459194777,-0.7064510662987376,-0.5142433451024314,-0.1749637493215957,-0.12215798829245265
1,0.9377870563674322,-2.2799626481026927,-1.6497793974907569,-0.5291858550677435,-0.3659702463922945
2,0.9377686300623524,-3.7182228966776334,-2.680225688591819,-0.8308456153414812,-0.573500624160457
3,0.9389544585697381,-5.03087264242714,-3.622611754614623,-1.0936118021989014,-0.7525276890594403
4,0.9347695631301008,-6.271910680054539,-4.514773058513907,-1.337876379316777,-0.9149907662536608
5,0.933948140607222,-7.443772409474879,-5.358073970482317,-1.5631284966919745,-1.0619621469704723
6,0.9384960990862451,-8.564781255090413,-6.1578889560564605,-1.7742782529653311,-1.1997619310591172
7,0.9401388516432764,-9.640653908270776,-6.92175776557111,-1.976521822347747,-1.3292618486742909
8,0.9288469652221084,-10.701084200718709,-7.675080662123356,-2.1733472928481734,-1.4560828042535598
9,0.9420485175202157,-11.752477894556728,-8.419511355067582,-2.3691760043900416,-1.580607695286126
10,0.9364030497832262,-12.7542305537465,-9.126965672718237,-2.5526711149104,-1.6961283025506233
11,0.9339504857029751,-13.711224334749273,-9.802634727894581,-2.7277928934537394,-1.8053449702211823
12,0.9417437452615618,-14.626902740922912,-10.447503012932156,-2.8960181182096587,-1.9093854855864854
13,0.9427785419532324,-15.536957552533696,-11.088159152884906,-3.060254107138044,-2.0135228834063934
14,0.9423513390830686,-16.389546559444828,-11.687214061777327,-3.2136789231993923,-2.1090418384879217
15,0.9383968032935763,-17.2378018045314,-12.284767621906683,-3.3688376493695724,-2.204989337151842
16,0.9350891746163418,-18.043078541502766,-12.850622435086807,-3.514192429555059,-2.2944118507326463
17,0.9364035752158764,-18.854672793825085,-13.420080236894373,-3.659924873703146,-2.38449135088598
18,0.9334459153825276,-19.63268365754234,-13.965090883726308,-3.79999863450911,-2.4700526262628997
19,0.9376850117803419,-20.393690519992496,-14.497747434473679,-3.933126300883833,-2.552945864062533
20,0.9462462462462462,-21.13998184113693,-15.021049003590768,-4.066447725839393,-2.635806511579054
21,0.9383462282398453,-21.86142515757623,-15.524424719806275,-4.195197828637047,-2.714340945547074
22,0.9358951337762614,-22.581621294774422,-16.029445168692092,-4.324137216241782,-2.793484793155885
23,0.9362637362637363,-23.288076980560035,-16.523984144900112,-4.449011218003259,-2.8707310206551524
24,0.9440219687367977,-23.97196568394811,-17.001152495246867,-4.570681786486355,-2.944598302007697
25,0.945054945054945,-24.622808950537834,-17.456510618457145,-4.684946585257289,-3.014059206702156
26,0.9378868858894224,-25.277782328860653,-17.914991854930157,-4.80168463285502,-3.084955032035956
27,0.9372236165889805,-25.910029194721425,-18.356624624819382,-4.912326791146278,-3.1520947394095824
28,0.9402051312900412,-26.52765488062123,-18.788557699802098,-5.02141510005718,-3.217447809300793
29,0.9373211650251498,-27.141438003068863,-19.218761902812105,-5.129951459579934,-3.2834190734467317
30,0.9423542221146867,-27.75045671619194,-19.646420196452087,-5.2370377567137085,-3.3491512166706303
31,0.9349615558570783,-28.33709946712467,-20.057966338190926,-5.3403310094597405,-3.411402469934597
32,0.941580552512362,-28.91789420665846,-20.464847730131417,-5.4404880506499,-3.4723499022840794
33,0.9446750902527076,-29.49676103722217,-20.869505088689245,-5.542139209177148,-3.533988883055531
34,0.9421093656313707,-30.052344428362474,-21.259018658074083,-5.637346410619128,-3.592893825390524
35,0.935989002779189,-30.583466965559403,-21.63190460119753,-5.729110129317561,-3.6491112549106166
36,0.9359438178335816,-31.132265448473163,-22.016361422278273,-5.825634320876196,-3.707464917897283
37,0.9414785330132782,-31.661686418840713,-22.388189192283615,-5.917384609751537,-3.7636426341434364
38,0.9438671957832238,-32.175300352905424,-22.748684571503578,-6.005414220436426,-3.819028344111697
39,0.9305656712794368,-32.68778344642925,-23.107570221911654,-6.0941883427989545,-3.873855263661017
40,0.93907016163206,-33.189047067441344,-23.458228526433842,-6.181142382798805,-3.9278256040178285
41,0.9413019956720365,-33.67976249549393,-23.80163631388713,-6.265773241003242,-3.980039629388079
42,0.9407898667622633,-34.166278211541666,-24.142050434185272,-6.349092600730258,-4.030951974447511
43,0.936320123673336,-34.65345027239443,-24.483139202359855,-6.432925096435523,-4.083167495570429
44,0.9432951109248227,-35.12307020761403,-24.812614967722954,-6.514420823893536,-4.133652680913477
45,0.9497912975586319,-35.58436813171968,-25.134535877124847,-6.593092658508543,-4.181469591509277
46,0.9405163076182452,-36.03626566635484,-25.450750185610865,-6.670833967370498,-4.229382325917397
47,0.9325779205329526,-36.47900315841546,-25.761541113876493,-6.746905818602945,-4.275922781952676
48,0.9435271815569009,-36.92468202746451,-26.073638599724323,-6.8230675028713605,-4.3232137325248585
49,0.9393090569561158,-37.35852766771632,-26.376809812592363,-6.898173844574449,-4.36916318970589
50,0.9419393756597798,-37.787409790896454,-26.67672829422501,-6.972105750682481,-4.415066033261524
51,0.9392230576441103,-38.20145157237995,-26.966140639380264,-7.043012610628121,-4.458923242785265
52,0.9351756666868235,-38.62300042903192,-27.26101439380366,-7.114942882922376,-4.5037370960875505
53,0.9368306077247489,-39.02203663599669,-27.5407129692522,-7.182277218618865,-4.545774834545168
54,0.9371664967923736,-39.42564623421333,-27.8233833798326,-7.25128118374884,-4.588380264664444
55,0.9372095830064571,-39.82087219199718,-28.099845846365042,-7.319371952339145,-4.630635059902041
56,0.9383222691611346,-40.211559720613664,-28.372893861823474,-7.38565820095287,-4.671755610079737
57,0.9360439101512394,-40.6040535321393,-28.647116064907234,-7.452835073132989,-4.714106901421423
58,0.944219765734999,-40.98888628693776,-28.916062037423586,-7.518167789168536,-4.754387074964299
59,0.9448366638745962,-41.3559913668578,-29.172338555369127,-7.580448358209125,-4.792799882284964
60,0.9381096737401327,-41.73302164275277,-29.43507178260697,-7.64482024136811,-4.832687745861014
61,0.9374869764534278,-42.10529175984765,-29.694640125678408,-7.708167566876742,-4.871604633199207
62,0.9415373511367737,-42.46517010618398,-29.94605627959669,-7.769555699270901,-4.9089603921118545
63,0.9444746212807049,-42.824829482634385,-30.197472855765568,-7.830291563859399,-4.946888084004842
64,0.9406232158418222,-43.178215751162256,-30.443794941230955,-7.891179829870828,-4.983616390437794
65,0.9391418697819505,-43.53322290085056,-30.69025108017261,-7.951645749879235,-5.020348782293115
66,0.9312562267910516,-43.8728955872599,-30.926556808140226,-8.00873323108682,-5.055773477405532
67,0.9409276279749224,-44.21664762060588,-31.166140726670903,-8.06737137061794,-5.092162321986668
68,0.9395028451632226,-44.55935326291096,-31.40431966335613,-8.12542191477927,-5.128126777041805
69,0.9355564893744748,-44.88373904323297,-31.629168445332233,-8.180155543133958,-5.161853448638816
70,0.9403519417475729,-45.21904153836634,-31.86257691108061,-8.235914118951223,-5.196698311113601
71,0.9432647644326476,-45.53952638145276,-32.0852998484081,-8.289461081528483,-5.229488263499913
72,0.9435767042014772,-45.861130479042565,-32.30800219971309,-8.342573087185082,-5.262184167688135
73,0.9387927906132817,-46.18346210716906,-32.53217903070666,-8.397348246360078,-5.295059162255061
74,0.9415081255464769,-46.4898184414789,-32.745536569673384,-8.44879874753239,-5.326793378460928
75,0.9372511735694338,-46.79420243097033,-32.95606917274165,-8.499142292529259,-5.358025517350595
76,0.9369957856712824,-47.107378321928884,-33.173001065368865,-8.551285753504066,-5.3905712500594625
77,0.9393912103746398,-47.41205364484658,-33.38413788700846,-8.601560826024324,-5.421602202246581
78,0.9460014496255134,-47.718462227815756,-33.596406508455374,-8.652859468296086,-5.4529976761160075
79,0.9415623136553369,-48.01527362128463,-33.80178811579481,-8.702855587865962,-5.483514548283692
80,0.9383602813007152,-48.302788491773185,-34.00093422863409,-8.750791915809858,-5.512769133608828
81,0.941763577508692,-48.60011279982614,-34.20697139962238,-8.800661748211105,-5.5432220006230315
