Seed,Day,Hour,Time (minutes),Starvations,Bike Starvations,Long Congestions,Short Congestions,Maintenance Violations,Maintenance Starvations,Bike Pickups,Bike Deliveries,Maintenance Time (minutes),Avg Bike Criticality,Bikes Critical (>0.83),Bikes High (0.60-0.83),Bikes Medium (0.30-0.60),Bikes Low (<=0.30)
1,0,7,420,0,0,0,0,0,0,0,0,0.0,0.4443,35,153,376,204
1,0,8,480,0,0,0,0,0,0,0,0,43.65,0.4395,35,150,366,217
1,0,9,540,2,2,0,0,1,0,12,1,29.5,0.4375,34,151,359,224
1,0,10,600,2,0,0,0,0,2,22,15,1.12,0.4394,33,154,361,220
1,0,11,660,2,2,0,0,0,0,19,29,4.5,0.4413,33,158,361,216
1,0,12,720,3,3,0,0,1,0,17,23,5.84,0.4434,33,159,362,214
1,0,13,780,4,4,3,1,0,0,26,28,6.68,0.4452,33,160,363,212
1,0,14,840,8,7,16,6,0,1,28,18,3.5,0.4487,34,165,364,205
1,0,15,900,44,37,33,9,2,7,22,21,0.0,0.4556,38,164,374,192
1,0,16,960,22,22,3,1,1,0,22,27,0.0,0.4609,39,166,377,186
1,0,17,1020,25,25,8,3,3,0,20,14,15.98,0.4622,38,168,375,187
1,0,18,1080,18,18,5,4,1,0,7,10,31.5,0.4607,40,164,368,196
1,0,19,1140,23,23,15,7,1,0,12,9,24.25,0.4584,39,164,368,197
1,0,20,1200,8,7,12,4,0,1,13,24,9.41,0.4594,40,166,367,195
1,0,21,1260,12,12,7,0,0,0,12,12,31.24,0.4564,39,165,358,206
1,0,22,1320,7,6,6,6,3,1,12,13,20.5,0.4556,40,164,358,206
1,0,23,1380,0,0,2,0,1,0,17,4,24.82,0.4529,40,161,354,213
1,1,24,1440,0,0,0,0,1,0,0,0,0.0,0.4535,41,161,353,213
1,1,1,1500,0,0,0,0,0,0,0,0,0.0,0.4535,41,161,353,213
1,1,2,1560,0,0,0,0,0,0,0,0,0.0,0.4535,41,161,353,213
