seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Imbalance_squared_temporal,0.0,504,40620,0.9192,399.0762,3419,1439,60092,56673,56670,179,40,190,179,179,170,6057,6235,0.025,0.0329,0.9421,0.0208,0.0964,0.8828,16,74,191,219,190,170
43,Imbalance_squared_temporal,0.0,504,40620,0.9201,396.8739,3319,1480,60072,56753,56754,141,42,195,141,141,145,6244,6392,0.0235,0.047,0.9295,0.0352,0.1084,0.8564,27,83,206,192,195,145
44,Imbalance_squared_temporal,0.0,504,40620,0.9152,397.1716,3590,1491,59914,56324,56325,163,41,205,163,163,155,6244,6408,0.0172,0.0385,0.9443,0.0497,0.1152,0.8351,38,88,231,218,205,155
45,Imbalance_squared_temporal,0.0,504,40620,0.918,395.7123,3343,1535,59498,56155,56158,175,45,207,175,175,174,6299,6473,0.0303,0.0421,0.9276,0.043,0.1068,0.8503,33,82,219,218,207,174
46,Imbalance_squared_temporal,0.0,504,40620,0.9226,396.3386,3228,1354,59172,55944,55941,150,44,163,148,150,152,6348,6509,0.0185,0.0278,0.9536,0.0522,0.1213,0.8266,40,93,190,212,163,152
47,Imbalance_squared_temporal,0.0,504,40620,0.9195,396.6225,3332,1450,59398,56066,56070,151,43,187,151,151,156,6404,6577,0.0105,0.0553,0.9342,0.0443,0.1159,0.8398,34,89,214,199,187,156
48,Imbalance_squared_temporal,0.0,504,40620,0.9188,396.5447,3355,1492,59704,56349,56354,161,41,202,161,161,170,6278,6452,0.0119,0.045,0.943,0.0485,0.0931,0.8585,37,71,230,199,202,170
49,Imbalance_squared_temporal,0.0,504,40620,0.9248,396.4258,3115,1332,59148,56033,56031,171,44,175,171,171,164,6093,6269,0.013,0.0417,0.9452,0.0495,0.1056,0.8449,38,81,204,224,175,164
50,Imbalance_squared_temporal,0.0,504,40620,0.9234,395.8351,3436,1117,59412,55976,55972,173,41,183,173,173,174,6144,6323,0.0225,0.0436,0.9339,0.0261,0.1229,0.851,20,94,188,228,183,174
51,Imbalance_squared_temporal,0.0,504,40620,0.9266,397.5772,3216,1154,59574,56358,56358,181,42,207,178,181,176,6244,6418,0.0224,0.0342,0.9434,0.0299,0.1315,0.8385,23,101,213,243,207,176
