episode,service_level,squared_starvation_penalty,squared_congestion_penalty,imbalance_hotspot_distance,projected_starvation_risk,projected_congestion_risk
0,0.9056285911976174,-148.70757553517205,-101.5917763734901,-15.141914779153533,-13.837084505933884,-8.818368527861097
1,0.9284679901043866,-353.401377487581,-237.81780322480387,-10.676674039592779,-30.861821882229894,-20.088886399380414
2,0.9385311499630633,-436.8704666763149,-287.32943126635433,-4.417728518906872,-36.20941935907681,-23.288293931094472
3,0.9370366980873067,-479.91159059047277,-307.03847421594037,-3.237316765862898,-38.06577951393727,-24.050665363016773
4,0.9286252978973725,-493.9997402825188,-308.6642222754851,-1.860243013324935,-38.71575803661585,-24.60444686638013
5,0.9368071947174997,-505.3552203144635,-307.6483452775942,-0.5435996521368718,-38.8429314419009,-25.257793610258837
6,0.9456064412628266,-512.6155677813078,-305.9140770543549,-1.7641364526820702,-38.313637990510514,-25.77344629558461
7,0.9276065534489472,-511.9897639114058,-297.28631914072696,-0.9771866683008473,-38.22221392388347,-25.847624279898707
8,0.9396978924114873,-518.4787343076318,-297.05345958155937,-1.2388990388560353,-37.943582455468075,-26.760470312940903
9,0.9412552912872674,-508.7758522861678,-285.0074679219999,0.0,-36.47638900938809,-26.867500879036687
10,0.9395879900924303,-507.4266146596272,-280.187673891725,-2.689350963832152,-35.775455063488394,-27.43341135460331
11,0.9380961004466981,-499.7860540045326,-272.07989606376486,-2.9203226538842735,-34.88555756588867,-28.092474061984223
12,0.938025944041073,-504.22750181162087,-271.23293710721447,-6.0856065580321514,-34.0578182507461,-28.92262243891282
13,0.9402367578667633,-502.05108919689195,-267.13843065645426,-4.337894926332504,-32.9687268571989,-29.939792778876658
14,0.9454208784870838,-501.9505774861445,-264.36768588020226,-1.3182973921546974,-32.24717817632449,-31.279951489914847
15,0.9410262572853452,-497.67926533308446,-260.4665159660315,-1.7548894255245868,-31.277587562569018,-32.29334152319017
16,0.93739510908655,-507.59757491269437,-267.04151012174714,-2.7122094847749563,-30.91628068139218,-33.98137918388962
17,0.9365405536081228,-507.33967502633624,-265.75902920327104,-4.052620470833833,-30.111033289851168,-35.65215087749157
18,0.9327589829796176,-511.08346848668015,-266.3534249903164,-4.790009510994884,-29.749978691755775,-36.69186816018172
19,0.9398912030775703,-512.6681289483051,-266.0224822839196,-4.117023390857415,-28.867556082682647,-38.048615044422654
20,0.9337952963762899,-511.2566456812239,-263.4891009175392,-2.9863767262334506,-27.55719427742922,-39.076804800283675
21,0.9428882240957303,-507.222609349388,-260.76547024081026,-2.3482848902977382,-26.629911297557044,-40.22855807347446
22,0.9388394722703122,-503.8328334140247,-257.5535315857652,-2.2438324765652387,-25.358136349635533,-41.07448934871023
23,0.938491052426486,-510.11576028150864,-260.7686552346962,-2.3386867050466438,-24.33170362762747,-42.38054467116111
24,0.9406908021739776,-512.1125963470046,-260.80217227631545,-3.6532140460304476,-23.68572171227677,-43.42939771618468
25,0.9377435460301997,-515.7109699954202,-261.40916409449653,-3.2897984692431925,-23.22122784426024,-44.230881455710616
26,0.9375995671646278,-517.652734657227,-262.14166609962376,-1.9454504349699557,-22.67700999541699,-45.391991388576514
27,0.9376850162963849,-517.2829544459141,-260.5650361432926,-1.495288046229492,-21.461898142527694,-45.962626143307155
28,0.939137505270132,-520.2335444748838,-262.5460891821643,-3.6957693640545126,-20.468329999833472,-47.00458630506507
29,0.9379852041282308,-519.6143690800573,-260.6609846212775,-1.9473764821163164,-19.631656004762696,-47.44231090299479
30,0.9367378968972595,-516.9835021763045,-257.7989554581157,-4.108593549845262,-18.490041973787008,-48.028631701425226
31,0.9393437688139675,-514.1372641738948,-254.70798631593112,-2.531622752494594,-17.245304159628617,-48.500323763911375
32,0.9370344889473842,-511.4848000249019,-251.1960707020863,-1.3882227109960366,-16.23807763059375,-49.02316291012396
33,0.9427189715246906,-517.3233805033681,-254.13338003265815,-5.285918266076796,-15.270714192973085,-49.556242816005756
34,0.9380658745676042,-519.4996120254222,-254.7181279036335,-3.299395434564639,-14.117929094729517,-50.40986323542158
35,0.9434643867782527,-519.6033066402791,-253.57234866034324,-4.049815824077825,-13.387871320683573,-51.32857418653217
36,0.9426825981493128,-520.1530549368327,-254.40772403881417,-3.2808112107679173,-12.250086338155898,-52.21834666503773
37,0.9407572921070113,-527.7496066381005,-259.6051388771072,-6.222879604572602,-11.136052795108986,-52.953651505596675
38,0.9386663461249511,-525.8831932405154,-257.3681458385031,-4.440981531437602,-10.290789981279387,-53.36736644757475
39,0.9333767811120657,-527.6868642070662,-257.5849703389565,-3.4960163385386864,-8.95666499812518,-54.04303833427387
40,0.9458658766496095,-514.8568319225404,-246.9712738797952,-2.9503496686662825,-7.910644634745434,-54.56146249422731
41,0.9398248792270532,-522.0257695401273,-251.8979654705644,-5.3274793039333845,-7.354946314043289,-55.370125156597375
42,0.9386029411764706,-528.9437728014876,-256.6352711086145,-5.417267436026055,-6.743989235015099,-56.380668880542004
43,0.9433645601293826,-534.3147911189953,-260.03930665678973,-6.452069267557757,-6.575933518699909,-57.423443724149756
44,0.9505576321147476,-536.2481411349274,-260.34920240020665,-4.14460410143398,-6.012867395561361,-58.219515150287826
45,0.9419053361471209,-532.0717429528181,-257.04897816337945,-4.104692664129649,-4.6799263952915835,-58.66149127120979
46,0.9408871454435728,-536.5830899589203,-259.65165065494995,-5.64324695497269,-3.8983647676733173,-59.27607327222616
47,0.9388444712626339,-535.0955154170553,-257.10145907941956,-5.5116170099974795,-2.978283189683826,-59.90450302394947
48,0.9357412724799758,-535.2092659506473,-256.44045357268897,-6.864048116664975,-1.9139675727763312,-60.65640040506672
49,0.9347099546431129,-542.0870567918379,-260.87434565536086,-5.880656999183124,-1.3704533202270481,-61.44069586605609
50,0.9427097557275073,-539.2645586024466,-257.0250385474035,-4.06925732538843,-0.698020328972177,-62.102346461473836
51,0.9350762658323054,-539.3831596877358,-256.0533400691987,-4.328618715961439,-0.03981232430534879,-62.791861617984644
52,0.9399180156189222,-541.3323654015811,-256.7744327551944,-5.501399024285025,-0.033657102341271436,-63.66620398748888
53,0.9366201437979578,-543.6193081233762,-257.05990877639954,-3.9159772035930485,-0.1541575138745158,-64.55864121045798
54,0.9294615705682427,-545.1595671858875,-258.2329308803905,-7.294400569619137,0.0,-65.2070283180969
55,0.9437346362781099,-544.9453541543631,-257.4756217777224,-5.425672003843515,-0.19312476282024024,-65.90873920262973
56,0.9438226431338786,-540.8579904525006,-254.16395701096948,-5.974327421971243,0.0,-66.4924900827016
57,0.932519436345967,-547.0487981524693,-257.64589090198547,-4.9712790938463485,-0.006964311621616216,-67.33757274508675
58,0.9403335540971762,-546.9956996098992,-257.15866290904063,-3.0379147746977186,-0.040887239945478146,-68.06304604502685
59,0.9399123596854553,-550.861092404081,-259.70195781122163,-8.772723085128241,-0.002221119941680168,-68.80043224106763
60,0.9382066869300911,-550.9648868217864,-259.6770769637699,-4.523170181909958,0.0,-69.4858384665742
61,0.9391414598804564,-549.885870916168,-257.74280265642653,-3.9594744332055423,-0.07718958763302411,-70.15634154132695
62,0.9415693825971838,-549.4228400575948,-256.6522445113098,-5.896668596632938,0.0,-70.66029006031813
63,0.9355506238003839,-545.2575001101811,-253.3784585456493,-4.890280428187723,-0.001874146158321075,-71.24808584979542
64,0.9380434782608695,-546.7143900329372,-254.73224487843075,-5.535138913692883,0.0,-71.85529221432589
65,0.941335029377915,-550.220097423329,-257.5583640657377,-5.820812081438116,-0.027404415665476002,-72.72181795680844
66,0.9422372757231783,-551.7570805816703,-258.4641971735705,-5.672494737900064,0.0,-73.20716254760693
67,0.9401948806579457,-549.2711440568652,-256.50228172302036,-4.483532920616287,0.0,-73.74121176465873
68,0.9371550541241043,-550.5371561017316,-256.42989964971724,-4.779371747697012,0.0,-74.40877360966223
69,0.9383717060478626,-550.3764827258397,-255.56812992255857,-5.096852162976086,-0.0031008106346491074,-75.00361114695363
70,0.9420316191168454,-550.0505508254187,-253.92957164771227,-5.760903052178166,-0.02455573698569646,-75.41388761347898
71,0.9385270302452965,-551.5953648715997,-254.45291379478059,-6.798924548419152,-0.022690456181063367,-76.04265509037351
72,0.9392876745746173,-553.2673053005516,-255.44362615003095,-5.869628523962615,-0.015607912210252817,-76.71538578027713
73,0.9433167485729984,-553.9148764526437,-256.2529700022417,-5.048601406647103,-0.008358159529361538,-77.67792170584882
74,0.9350389523780654,-552.8330241042747,-254.62933173572026,-6.262007833338685,0.0,-77.97001287261612
75,0.9400244069410959,-554.1639960124749,-255.02395477304566,-6.802592743859585,-0.09898324613833857,-78.73054693681014
76,0.9271810089020771,-555.699390440045,-255.27843222670685,-7.521037876721972,-0.02258439846232431,-79.30194593773852
77,0.9423788439376478,-561.0718689619765,-259.69274536692427,-8.3789617134983,-0.015967773383019863,-79.91524704002288
78,0.9430239520958084,-554.070174131257,-253.6112604642267,-1.9393649114519709,0.0,-80.32457423272828
79,0.9362140532146803,-559.1080770455204,-257.3949303705871,-5.371289703889594,-0.0018224646709056002,-81.1328055541628
80,0.9383127609093912,-567.4615253412817,-263.7497411612497,-8.292122782477499,-0.19587550331572454,-81.93721163729342
81,0.9390133718829057,-567.8922206888701,-263.759489318731,-7.046022481074514,0.0,-82.48006649159214
82,0.9416850625459897,-568.4836841064784,-263.63812793357556,-6.41104748788026,-0.05944920273328834,-83.0433714255235
83,0.9406679764243615,-569.5475379176286,-263.4774898158707,-5.5438427076293495,-0.05495789338387407,-83.49939477510098
84,0.9414110892884121,-567.6824916574002,-261.97530725484796,-6.071856571527827,-0.0063419222910048294,-83.98879447403375
85,0.9429769901820724,-566.934738170981,-259.41659838228327,-6.882495726475998,-0.14398332899765695,-84.56121889666241
86,0.9421132683188691,-568.177057721374,-259.89749640162654,-5.9701371678854604,0.0,-85.2005209736925
87,0.9395989369412902,-573.0741043866105,-263.4800461275864,-10.076813353992199,-0.0567849337968717,-85.84509133923649
88,0.9391532030110982,-575.6037645107829,-264.7728695091153,-7.495422589614668,-0.013984322196135488,-86.51560045599241
89,0.9395447647951441,-576.8697633511309,-265.4953534888111,-7.85085669486279,-0.006027035274184056,-86.91762064882167
90,0.9366872415652904,-579.467029871456,-267.42161627273316,-6.750546552613688,-0.05260571224667186,-87.57220250005454
91,0.9334149472992744,-580.1599879404305,-267.914708940888,-7.4869616444829274,0.0,-88.00516089669742
92,0.943750189113135,-584.6979517622638,-271.1166615086537,-10.07483141030896,-0.013589990558523533,-88.71764437481194
93,0.9366395307075303,-582.7818365598863,-268.8170024725131,-6.076548213776856,-0.01255511321951362,-89.01851455800545
94,0.9406457884025394,-587.7336635533301,-272.25762556907097,-8.385653516006839,-0.010874015197097981,-89.70619530601178
95,0.9437090114160797,-588.5264070449521,-272.3161159708549,-5.0340074780528985,0.0,-90.20566335920684
96,0.9422522823086955,-591.168845721528,-274.38875446435407,-5.6916897131803434,-0.16803598567646238,-90.73981681411604
97,0.9440348120391635,-591.3001273503056,-274.0775821976988,-7.934398449142357,-0.04592329430621062,-91.11909807905649
98,0.936649119622436,-591.756044802512,-274.02844859235495,-6.930603979306236,0.0,-91.54203473833755
99,0.9426791839682254,-592.3229701825576,-274.22813959663443,-8.60438798065216,0.0,-92.01495991565501
100,0.940713348443278,-593.4141991411993,-275.1128131824001,-6.056521604066901,-0.0024731851834720042,-92.57995521827178
101,0.944260401787071,-599.6821812370708,-280.479802321655,-11.197575731156356,-0.05514121029790495,-93.2506980849279
102,0.9425563188049315,-600.7084673732408,-280.9351951596745,-6.059518517653144,0.0,-93.7961050452119
103,0.9443901246638964,-601.0832907310032,-281.07896752849365,-7.269099153847821,-0.006333322057936082,-94.33489179357419
104,0.939234695418441,-600.9850495378429,-280.9485955283852,-6.456002801055616,-0.0029988492629863753,-94.71974477896978
105,0.9392215298473765,-599.5207107279572,-280.0313222567579,-6.0658470457988,-0.03731274816385263,-95.0683868770593
106,0.945544256573801,-601.4535374300815,-281.58075751236134,-8.24127005076345,-0.0034980183922668903,-95.41014557673567
107,0.9377019056933701,-596.883318093832,-277.6082654554215,-3.6085926576901906,-0.023082844363320167,-95.72381144192535
108,0.9416578907777945,-597.4554262453634,-278.2449307145059,-6.794248105767791,-0.03777611956660608,-96.25758398747783
109,0.9389963028062307,-602.9443085818436,-282.63092682002406,-10.19051800618428,-0.02707393766861334,-96.85042637840301
110,0.9426994906621392,-601.8654208523249,-281.872378372467,-8.69201968084298,-0.00948583466010567,-97.3235054450733
111,0.944750378214826,-601.3877120615937,-280.75504917439446,-5.586839098718863,-0.011127890269755124,-97.7211661937732
112,0.9454920895205126,-604.3303439036512,-282.72328498720765,-8.231905212784364,-0.07788656277118307,-98.332252064079
113,0.9372518112097972,-605.7071192626394,-283.7098643273766,-7.855968539578408,0.0,-98.91743678001754
114,0.9437700066437157,-606.6020580897178,-283.79675130197637,-6.334572320986125,-0.022632970986473586,-99.37836861278126
115,0.9409163382569719,-607.9828128338173,-283.5382980277035,-7.424189948378628,-0.05598681585841772,-99.87417882339551
116,0.9444277470545804,-610.5455274655544,-284.8153446539222,-8.270305549363275,-0.13806066258906555,-100.48835717306179
117,0.943003789800364,-615.331709683714,-288.56136560842754,-9.480465653986034,-0.014239129952495365,-101.05542791403036
