episode,service_level,squared_starvation_penalty,squared_congestion_penalty,alpha,alpha_initial,epsilon
106,0.8197630195568026,-1.5217905094402966,-0.46128222983316985,0.011931,0.05,0.06915
107,0.8229894808279606,-1.5304093561540815,-0.4639991169265175,0.011846,0.05,0.068461
108,0.8224078264341808,-1.5390210860807545,-0.46634068870306833,0.011762,0.05,0.067779
109,0.8302358767732729,-1.5451494412777902,-0.46820793001333494,0.01168,0.05,0.067103
110,0.8289542428583467,-1.5511643172312262,-0.46963078209628756,0.011598,0.05,0.066434
111,0.8186132438433247,-1.5576140330697903,-0.4714660045467223,0.011518,0.05,0.065772
112,0.8247090781045642,-1.5641708988523597,-0.47345552779963535,0.011438,0.05,0.065116
113,0.8197069296083265,-1.5706964632499718,-0.4751285695296621,0.01136,0.05,0.064467
114,0.8191237468303414,-1.5769422407456297,-0.4768890580085882,0.011283,0.05,0.063824
115,0.8084700560394301,-1.583939687618953,-0.4791911056038147,0.011207,0.05,0.063188
116,0.820766567083107,-1.5895981110467268,-0.48108958988513606,0.011132,0.05,0.062558
117,0.8242594209713172,-1.5954166939759622,-0.4825680189209817,0.011058,0.05,0.061934
118,0.8085192084990686,-1.6028403310496597,-0.484898297301476,0.010985,0.05,0.061317
119,0.8262023551546305,-1.6084673671685237,-0.48649836993302265,0.010912,0.05,0.060706
120,0.8222788545369191,-1.6152184564633776,-0.4889173584860699,0.010841,0.05,0.0601
121,0.8213965904675014,-1.6207190630461297,-0.4904744155151265,0.010771,0.05,0.059501
122,0.8086502635024,-1.6281392131661034,-0.4925537640207823,0.010702,0.05,0.058908
123,0.8354356361206249,-1.6337626927957707,-0.494294179638682,0.010633,0.05,0.058321
124,0.8302630695926447,-1.6391103461938015,-0.4957324672306576,0.010565,0.05,0.057739
125,0.8208658405996634,-1.6459361158935815,-0.497739497567667,0.010499,0.05,0.057164
126,0.8185636992976443,-1.6519241694890976,-0.4994075823080477,0.010433,0.05,0.056594
127,0.8255204382638011,-1.6581525847007228,-0.501097160135321,0.010368,0.05,0.05603
128,0.8185641333733854,-1.6640192093862352,-0.5029444303659233,0.010303,0.05,0.055471
129,0.8210600611703022,-1.6718984515274926,-0.5052563224713391,0.01024,0.05,0.054918
130,0.809440997943247,-1.6778233770342006,-0.5072616499637881,0.010177,0.05,0.054371
131,0.8136899365367181,-1.6841860501465733,-0.5092663895801262,0.010115,0.05,0.053829
132,0.8241144710228507,-1.6894579799269276,-0.510762543343456,0.010054,0.05,0.053292
133,0.8262600364347885,-1.6963105014537037,-0.5129618740272912,0.009993,0.05,0.052761
134,0.8124310095949733,-1.702293890639439,-0.5144063834724967,0.009934,0.05,0.052235
135,0.8172273156262639,-1.7086793380779717,-0.5162763926090848,0.009875,0.05,0.051714
136,0.8132257198469696,-1.7140898847488677,-0.5177942587743956,0.009816,0.05,0.051198
137,0.8190451919809718,-1.719489495750716,-0.51968124710806,0.009758,0.05,0.050688
138,0.8266572850178419,-1.7271057100245515,-0.5219449717850283,0.009701,0.05,0.050183
139,0.8225645793213361,-1.7325944437542455,-0.5235173342137537,0.009645,0.05,0.049682
140,0.8246994535519125,-1.737984245153413,-0.5251515332767325,0.009589,0.05,0.049187
141,0.8147307161839406,-1.744526890179634,-0.5267987910471645,0.009534,0.05,0.048697
142,0.8185604603315324,-1.7509338999922046,-0.5283429469869755,0.00948,0.05,0.048211
143,0.8207106903563453,-1.7560116457570916,-0.5298348729155734,0.009426,0.05,0.047731
144,0.8274567884612148,-1.7605990921179913,-0.5312041138996871,0.009373,0.05,0.047255
145,0.820151624670107,-1.7658518112184391,-0.5326601794089324,0.00932,0.05,0.046784
146,0.8187937443488162,-1.7708362303543406,-0.5340543406461536,0.009268,0.05,0.046317
147,0.8231845368837225,-1.7765938157622578,-0.5360253675872606,0.009217,0.05,0.045856
148,0.8231476289990995,-1.782123292180518,-0.5378558855865598,0.009166,0.05,0.045399
149,0.8181222156846264,-1.7896845705450752,-0.5401322434008091,0.009116,0.05,0.044946
150,0.8316453537936914,-1.7956585277174832,-0.5420168317447062,0.009066,0.05,0.044498
151,0.8307898035938153,-1.8001110918604712,-0.5431933456750943,0.009017,0.05,0.044054
152,0.8164147950237957,-1.805667190665974,-0.5447000548031872,0.008968,0.05,0.043615
153,0.8224695548013575,-1.8103157909608543,-0.5461394766742622,0.00892,0.05,0.04318
154,0.8274763035142179,-1.8149405933845508,-0.5476614132952953,0.008872,0.05,0.04275
155,0.8161826002867718,-1.8203554725126765,-0.549333944443137,0.008825,0.05,0.042324
156,0.8145324101109536,-1.8251942977434639,-0.5504924021362394,0.008779,0.05,0.041902
157,0.8184619010741102,-1.8297533582164727,-0.5517950035349998,0.008732,0.05,0.041484
158,0.819634088921773,-1.8340684316991887,-0.5528598174266025,0.008687,0.05,0.04107
159,0.8153266970781258,-1.8387048685821168,-0.5542566290523873,0.008642,0.05,0.040661
160,0.8140033141958054,-1.8450924130086672,-0.5560246894798333,0.008597,0.05,0.040256
161,0.8110049456649733,-1.8496065654286251,-0.557360977837069,0.008553,0.05,0.039854
162,0.82048,-1.853968229804024,-0.5587179443594134,0.008509,0.05,0.039457
163,0.8047725628123791,-1.8596007947342552,-0.560193133888347,0.008465,0.05,0.039064
164,0.8019045064377682,-1.8654996106178126,-0.5615184050738689,0.008423,0.05,0.038674
165,0.8148023718734777,-1.870394164213302,-0.5629662154220825,0.00838,0.05,0.038289
166,0.8275681075498214,-1.87440969400833,-0.5642426407612561,0.008338,0.05,0.037907
167,0.824579708193797,-1.8792192320290388,-0.5659637749725404,0.008296,0.05,0.037529
168,0.8208105147864184,-1.884121363993837,-0.5673682853655395,0.008255,0.05,0.037155
169,0.8021538821719427,-1.8925635638247802,-0.5694882529845504,0.008214,0.05,0.036785
170,0.8319530595138307,-1.8963610889340692,-0.5707856061931171,0.008174,0.05,0.036418
171,0.8201438848920863,-1.9007395556638056,-0.572121358176091,0.008134,0.05,0.036055
172,0.8061592991372969,-1.9070339986595641,-0.5740310874429384,0.008094,0.05,0.035695
173,0.8167249801954053,-1.9122465040296828,-0.5755222455248388,0.008055,0.05,0.035339
174,0.8157952161141419,-1.9167405379646911,-0.5768603113752503,0.008016,0.05,0.034987
175,0.8154621848739496,-1.9225312192159771,-0.5784306715924087,0.007978,0.05,0.034638
176,0.8172679285882393,-1.9268336897953595,-0.5797637388056548,0.007939,0.05,0.034293
177,0.8202432522492502,-1.931292051929539,-0.5811267529826403,0.007902,0.05,0.033951
178,0.8171247177850582,-1.9352556079107108,-0.5823350079306016,0.007864,0.05,0.033613
179,0.8314140715887441,-1.940168169135472,-0.583824410725154,0.007827,0.05,0.033278
180,0.8172670934350313,-1.945922529350762,-0.5855568324810332,0.007791,0.05,0.032946
181,0.8177548301132578,-1.9507410905065954,-0.5869447771553244,0.007754,0.05,0.032617
182,0.825278312547083,-1.9552692299572454,-0.5885074046278055,0.007718,0.05,0.032292
183,0.8218530524041059,-1.9608556781926767,-0.5903122468982175,0.007682,0.05,0.03197
184,0.8145140740992407,-1.9650399227756183,-0.5915693464006709,0.007647,0.05,0.031652
185,0.823678810508965,-1.969276150279099,-0.5928708388112496,0.007612,0.05,0.031336
186,0.8185910045677325,-1.9737844971797702,-0.5941682126328555,0.007577,0.05,0.031024
187,0.8223781886894318,-1.9781847199229587,-0.595298850016117,0.007543,0.05,0.030714
188,0.814530678311892,-1.9819594361744381,-0.5963143647847843,0.007509,0.05,0.030408
189,0.8217558083049967,-1.986562078651244,-0.5977178206254306,0.007475,0.05,0.030105
190,0.816610038997774,-1.9906303673503614,-0.5987302078087202,0.007442,0.05,0.029805
191,0.8106618878542239,-1.9955105432306852,-0.6002343664983807,0.007408,0.05,0.029508
192,0.8161190686307787,-1.9998799847302657,-0.6014748680919846,0.007375,0.05,0.029214
193,0.8121973695233309,-2.0037688760932975,-0.6027678552391605,0.007343,0.05,0.028922
194,0.8210559807090109,-2.008434876562795,-0.604157526720583,0.007311,0.05,0.028634
195,0.8292508917954815,-2.011548707143457,-0.6050502191759737,0.007278,0.05,0.028349
196,0.8131290954536243,-2.0156099189893144,-0.6061542880398951,0.007247,0.05,0.028066
197,0.8186646051459591,-2.0193125605589612,-0.6070330369146941,0.007215,0.05,0.027786
198,0.8248665577800602,-2.02284471005397,-0.6079782377870521,0.007184,0.05,0.027509
199,0.8197768475124668,-2.027990142982668,-0.6096706175512775,0.007153,0.05,0.027235
200,0.8205393487109904,-2.0325435807528245,-0.610855669316991,0.007122,0.05,0.026963
201,0.8196401218670571,-2.037172886146921,-0.6122942288250683,0.007092,0.05,0.026695
202,0.8275693284048138,-2.041421686456167,-0.6134514290745865,0.007062,0.05,0.026429
203,0.8197686116700201,-2.045806107960675,-0.6146321514997731,0.007032,0.05,0.026165
204,0.8262119276541384,-2.049757354682914,-0.6157295054779777,0.007002,0.05,0.025904
205,0.8214737267991705,-2.053363581490104,-0.6167672087658813,0.006973,0.05,0.025646
206,0.8168256954710389,-2.058636399344438,-0.6180800110107644,0.006944,0.05,0.02539
207,0.8299878959047811,-2.062584885717495,-0.6194524378395737,0.006915,0.05,0.025137
208,0.8078288820450683,-2.067983371942742,-0.6211148620574299,0.006886,0.05,0.024887
209,0.806127582506037,-2.0726191640508316,-0.622524800103972,0.006858,0.05,0.024639
210,0.8277942085651745,-2.0759615655676646,-0.6235453421010253,0.00683,0.05,0.024393
211,0.8189755918394604,-2.0794573198621524,-0.6245227533253442,0.006802,0.05,0.02415
212,0.8193231164354629,-2.082835605148179,-0.6255685026155581,0.006774,0.05,0.023909
213,0.8228242385466301,-2.0866724929975136,-0.6269181634108768,0.006746,0.05,0.023671
214,0.8214436257566305,-2.0900686720645925,-0.6279131691344843,0.006719,0.05,0.023435
215,0.8125958249793608,-2.093778798290097,-0.6291954560279052,0.006692,0.05,0.023201
216,0.8162408357460931,-2.097604935875173,-0.6303458471906722,0.006665,0.05,0.02297
217,0.8158623778636718,-2.101012079868822,-0.6311927414517516,0.006639,0.05,0.022741
218,0.8215885263775895,-2.1042132652404435,-0.63223687991751,0.006612,0.05,0.022514
219,0.8245602222035182,-2.1085754824287863,-0.6334288008258523,0.006586,0.05,0.02229
220,0.8166944683145462,-2.113072782939693,-0.6346788347633734,0.00656,0.05,0.022067
221,0.8179711896846983,-2.1170871622594016,-0.6358822585771112,0.006534,0.05,0.021847
222,0.8120999695214873,-2.122051635402056,-0.6376418539711134,0.006508,0.05,0.02163
223,0.818547565695661,-2.125443798576951,-0.6385037958202452,0.006483,0.05,0.021414
224,0.8163248093920787,-2.1294339577449293,-0.6394591229308707,0.006458,0.05,0.0212
225,0.8108863701433215,-2.133162909277262,-0.6404338594413429,0.006433,0.05,0.020989
226,0.8190310666956333,-2.1362602854545254,-0.6412749325828587,0.006408,0.05,0.02078
227,0.8142765186163905,-2.1397570822700516,-0.642198333859667,0.006383,0.05,0.020573
228,0.8193732771887102,-2.14387086723304,-0.6435350152562201,0.006359,0.05,0.020368
229,0.8275639501307878,-2.1472187336327138,-0.6444769343016897,0.006335,0.05,0.020165
230,0.8146415348367553,-2.1505481979010184,-0.6454273010720502,0.006311,0.05,0.019964
231,0.8095623304177831,-2.1539894831791293,-0.6465089897484171,0.006287,0.05,0.019765
232,0.8209752839011356,-2.158336275556349,-0.6476281762278695,0.006263,0.05,0.019567
233,0.8140013382402141,-2.1640140542590762,-0.6491438253629498,0.00624,0.05,0.019372
234,0.8240584503239741,-2.1670708157925707,-0.6500284772955228,0.006216,0.05,0.019179
235,0.8215571098736928,-2.1700772580819536,-0.6509361416023174,0.006193,0.05,0.018988
236,0.8249928940460466,-2.173505383479599,-0.65184211657805,0.00617,0.05,0.018799
237,0.814317673378076,-2.1769668622674607,-0.6528299524725195,0.006147,0.05,0.018611
238,0.8230075086703256,-2.1801483351901068,-0.6537312100463161,0.006125,0.05,0.018426
239,0.8257284314053457,-2.183222085304293,-0.6545351024607812,0.006102,0.05,0.018242
240,0.8224467155247764,-2.1872556506383627,-0.6556821068059147,0.00608,0.05,0.01806
241,0.8143665461363332,-2.190609523710844,-0.6565153815311643,0.006058,0.05,0.01788
242,0.8364194897175528,-2.193220466414808,-0.6571948642711863,0.006036,0.05,0.017702
243,0.8147253155786877,-2.1976893906405404,-0.6583157507035944,0.006014,0.05,0.017526
244,0.8230924709449217,-2.201111635606712,-0.6592816161739793,0.005992,0.05,0.017351
245,0.8257833844908422,-2.2042658730797746,-0.660261623950874,0.00597,0.05,0.017178
246,0.8216069765472864,-2.2072512026809665,-0.661031404940809,0.005949,0.05,0.017007
247,0.827998386066373,-2.210632262053339,-0.6619696127137306,0.005928,0.05,0.016837
248,0.8125496157419136,-2.213874151737602,-0.6628211314157615,0.005907,0.05,0.016669
249,0.8223885334357929,-2.2168478897596735,-0.6635326161852098,0.005886,0.05,0.016503
250,0.8197011006765627,-2.2200279086385386,-0.6642503686542154,0.005865,0.05,0.016339
251,0.8300595487712824,-2.2229484013439693,-0.6650475833970491,0.005844,0.05,0.016176
252,0.8317568019252624,-2.2258915336842025,-0.6659212467384253,0.005824,0.05,0.016014
253,0.821871400501389,-2.2297077686397873,-0.6668741288311212,0.005804,0.05,0.015855
254,0.8192714845378011,-2.232596158354954,-0.667691944879191,0.005783,0.05,0.015697
255,0.8135618578980617,-2.2360690267727095,-0.6687644710123004,0.005763,0.05,0.01554
256,0.8177224235618397,-2.2406426213741195,-0.6699550919082441,0.005743,0.05,0.015385
257,0.8248480051198275,-2.2437371464781948,-0.6708701142714335,0.005724,0.05,0.015232
258,0.8149398960092288,-2.247359661409098,-0.671749804936265,0.005704,0.05,0.01508
259,0.817827831019956,-2.2504360887453623,-0.6724147610966789,0.005684,0.05,0.01493
260,0.8122492645092271,-2.2538352039810836,-0.6735113117072382,0.005665,0.05,0.014781
261,0.8206163302599884,-2.257586303470663,-0.6745962176473204,0.005646,0.05,0.014634
262,0.8122802590629994,-2.26089222138975,-0.6754366023905413,0.005627,0.05,0.014488
263,0.8153700702323069,-2.2640515714330207,-0.676306169167431,0.005608,0.05,0.014343
264,0.8264345713996559,-2.2677351629569995,-0.6773364150137278,0.005589,0.05,0.0142
265,0.8165170072611486,-2.270678330321713,-0.6782253177641372,0.00557,0.05,0.014059
266,0.8210642264023047,-2.2735923290654383,-0.6789445190324601,0.005551,0.05,0.013918
267,0.8222722537719681,-2.276623997405225,-0.6798697652045089,0.005533,0.05,0.01378
268,0.8240975168089066,-2.2794256434832016,-0.6806578460808944,0.005515,0.05,0.013642
269,0.8237759637648092,-2.2826943051634103,-0.6815709086378205,0.005496,0.05,0.013506
270,0.827155729315234,-2.285526348967679,-0.682401159215575,0.005478,0.05,0.013372
271,0.8165530442959331,-2.2890316082283984,-0.6831641418827541,0.00546,0.05,0.013238
272,0.8133175994605529,-2.291867391611493,-0.6839863075102401,0.005442,0.05,0.013106
273,0.8185967106708811,-2.2946631512285225,-0.6848641466580088,0.005425,0.05,0.012976
274,0.8165443290599737,-2.2978819930285828,-0.6857794748857683,0.005407,0.05,0.012846
275,0.8192714453584019,-2.3008996640266366,-0.6866784416654281,0.005389,0.05,0.012718
276,0.8218941073708258,-2.3037026596542014,-0.6874658337435366,0.005372,0.05,0.012592
277,0.8178708057367241,-2.306483068023884,-0.6882007929172823,0.005355,0.05,0.012466
278,0.8082497774642683,-2.3103335904363527,-0.6890098475221709,0.005337,0.05,0.012342
279,0.826903305186159,-2.3129008371395723,-0.6897906159462008,0.00532,0.05,0.012219
280,0.8324918920726203,-2.3154623520480286,-0.6904768490939743,0.005303,0.05,0.012097
281,0.821866576819407,-2.3182057139214622,-0.6912879795802461,0.005286,0.05,0.011976
282,0.8234243343444556,-2.321052452858555,-0.6921558065465286,0.00527,0.05,0.011857
283,0.8177905552531302,-2.3241687570136893,-0.6929764690611848,0.005253,0.05,0.011739
284,0.8176586761100517,-2.327480742294404,-0.6939131751615367,0.005236,0.05,0.011622
285,0.8210750595577626,-2.33020397215181,-0.6947437658413159,0.00522,0.05,0.011506
286,0.8289672037787679,-2.332985547455917,-0.6955768082343081,0.005204,0.05,0.011391
287,0.8144148374222326,-2.336585589908681,-0.6964282867750066,0.005187,0.05,0.011278
288,0.8264167630451051,-2.3399150689888786,-0.6974278866920343,0.005171,0.05,0.011165
289,0.8231848544862542,-2.3426804610306187,-0.6981469550482347,0.005155,0.05,0.011054
290,0.8217815103376168,-2.3457448063482356,-0.6991254499587781,0.005139,0.05,0.010944
291,0.8205444082555647,-2.348357011979641,-0.6998638591529359,0.005123,0.05,0.010835
292,0.8256197235209041,-2.351378210532768,-0.7008330424116845,0.005108,0.05,0.010727
293,0.8060586872844218,-2.354099082529364,-0.7015517248790828,0.005092,0.05,0.01062
294,0.8169106844318355,-2.3570973784111837,-0.7023428078660339,0.005076,0.05,0.010514
295,0.8200542736267256,-2.3597010084876464,-0.7030508087966317,0.005061,0.05,0.010409
296,0.8218304765429192,-2.3625218330321576,-0.7037927117618225,0.005046,0.05,0.010305
297,0.8096883502762615,-2.3659810882319796,-0.7045451991259771,0.00503,0.05,0.010202
298,0.8111423331258097,-2.368589493194754,-0.7052552063279879,0.005015,0.05,0.010101
299,0.820405217128565,-2.371076726025686,-0.705871003796645,0.005,0.05,0.01
