episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,net_starvation_shortfall,net_congestion_shortfall,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
290,0.9322099587159828,-4.917931389730416,-1.2060027158703268,-0.5320445562919274,-0.2159000053151383,-0.1235776102228585,-0.06997687768089249,0.001028,0.01,0.0,0.97,100,13,1,14
291,0.929433235323938,-4.92121384155836,-1.207615048496968,-0.5327765482638519,-0.216169252647303,-0.12374924890425364,-0.0700689089304729,0.001025,0.01,0.0,0.97,100,13,1,14
292,0.9335322615794679,-4.924277588124859,-1.2091388332516613,-0.5334306739070713,-0.21645623676930553,-0.12390207745808893,-0.07015442710645341,0.001022,0.01,0.0,0.97,100,13,1,14
293,0.9336836626764938,-4.927335670957818,-1.2106642511917096,-0.5340989219778041,-0.2167349422937888,-0.1240600893276762,-0.070245829434068,0.001018,0.01,0.0,0.97,100,13,1,14
294,0.9387831027835086,-4.930073144321025,-1.2119983666855914,-0.5346687962632231,-0.21697682839133786,-0.12418078391350745,-0.07031445554025922,0.001015,0.01,0.0,0.97,100,13,1,14
295,0.933362347466564,-4.9331307534659095,-1.2135154892786737,-0.5353370807370728,-0.21724653611692563,-0.124336032077074,-0.07039708116834166,0.001012,0.01,0.0,0.97,100,13,1,14
296,0.9316378947368421,-4.936267468057937,-1.2150818520883706,-0.536040210190551,-0.21751248421612235,-0.12450269672239306,-0.07048603551064123,0.001009,0.01,0.0,0.97,100,13,1,14
297,0.9312970725271789,-4.939430890855896,-1.2166549138845253,-0.5367384751526165,-0.2177864935087871,-0.12467677855504679,-0.07056695338166617,0.001006,0.01,0.0,0.97,100,13,1,14
298,0.9285064978789307,-4.9376833801070665,-1.2161246578427987,-0.5369599925034781,-0.21776603504375225,-0.1248455182255367,-0.07064995876784191,0.001003,0.01,0.0,0.97,100,14,1,15
299,0.9284369747899159,-4.940973656394207,-1.217773779310434,-0.537688384438626,-0.21805131167105582,-0.12501778416244716,-0.07074937408842337,0.001,0.01,0.0,0.97,100,13,1,14
