episode,service_level,squared_starvation_penalty,squared_congestion_penalty,net_starvation_shortfall,net_congestion_shortfall
47,0.9398353199964329,-6.891459539562346,-5.031441981135635,-1.3867246511360316,-0.9821204170194581
48,0.9399765321779944,-6.931295807122731,-5.051979825551914,-1.39476574410829,-0.989733454806064
49,0.9348287088199277,-6.9977341511601745,-5.102018684966334,-1.4037424648587304,-1.0019039502967586
50,0.9303457028889157,-7.076000560931963,-5.159373630309365,-1.4226031456660104,-1.0157062298413544
51,0.9285067609006746,-7.132919410914958,-5.2057812777298755,-1.435521936438976,-1.023728626625876
52,0.9362477780121117,-7.18156681338479,-5.2370310104241025,-1.4461666577037886,-1.033620656063477
53,0.9331625662715196,-7.242888151613942,-5.270019900194033,-1.4575819840191944,-1.0423584165930373
54,0.9420498084291188,-7.275395097146502,-5.277152826759913,-1.4686710179228564,-1.0465515112291048
55,0.9379626051544246,-7.327955122964639,-5.297502259774409,-1.480206631448716,-1.0578952833096045
56,0.9374437173560666,-7.3712133012092025,-5.324962236391825,-1.4957043693419831,-1.0640798194721781
57,0.9382558691012568,-7.416440106938638,-5.3528481897646065,-1.49880678852978,-1.0732588377499
58,0.9417973641839108,-7.467714658362756,-5.385292730370977,-1.5065480219650007,-1.0811771971346842
59,0.9366284148067829,-7.516698380282251,-5.417226158490074,-1.5153426722171803,-1.0865557886295076
60,0.9304281578546396,-7.582258964568216,-5.460321577876421,-1.5303943947546295,-1.0957561929565904
61,0.9372036854817067,-7.647751937852878,-5.4936786218406395,-1.5481335296722054,-1.1104648864512525
62,0.937250342812854,-7.689584547638072,-5.5201567056491445,-1.5571510240201247,-1.1190906890972039
63,0.9368695858549899,-7.733219026361741,-5.536796926210967,-1.5705810192573595,-1.1291787425830355
64,0.9322775263951735,-7.781789831764321,-5.565014009956022,-1.5809064174093819,-1.137440471149865
65,0.9370187265917603,-7.829212017492714,-5.579988771914004,-1.5880129009786015,-1.144381687683492
66,0.9400298062593144,-7.873110222309126,-5.6020309913458,-1.597550367816148,-1.1547378350692068
67,0.9414155906264945,-7.8703682363838166,-5.596993765482069,-1.5941409588591828,-1.1564472554637906
68,0.9408671228374219,-7.894247845290855,-5.602563865747066,-1.595322955569652,-1.159730551961592
69,0.9444880463656121,-7.9024940686056535,-5.5954923844834035,-1.5964625127958987,-1.1609578096638686
70,0.9393591293833132,-7.934449287967961,-5.60752737532104,-1.6077335996487025,-1.1639784075891497
71,0.9302805527307532,-7.97636308147486,-5.63007722140858,-1.6179958202016376,-1.169037234756229
72,0.9364984094592161,-8.019040259632991,-5.646362221059098,-1.6257348325233223,-1.1774406612855055
73,0.9404966139954853,-8.042487231022399,-5.65783484764973,-1.6270439476710445,-1.1817434309086863
74,0.9453339706058072,-8.055569465642122,-5.657769302721286,-1.6312529980043207,-1.1842094055803587
75,0.9367636451069968,-8.09500695723896,-5.678546646957723,-1.6429511352175343,-1.1911041307116523
76,0.9469583458195985,-8.099798403223609,-5.671357073035253,-1.6433815115559958,-1.1930009609934065
77,0.9400435288154796,-8.11718180514111,-5.674141701751143,-1.6458104019902928,-1.1952672074314958
78,0.9371221281741233,-8.157284100836222,-5.693424570436878,-1.6530284728830005,-1.2000770222356818
79,0.9392571811916814,-8.182953409763359,-5.7032369114482275,-1.6561754813427767,-1.205684054246397
80,0.9329880027388289,-8.215900445560282,-5.721129114349222,-1.664012265221618,-1.213068723450539
81,0.938726436099154,-8.248513047157791,-5.729237097422868,-1.6708728788252307,-1.2171709336287593
82,0.934640522875817,-8.289178502743285,-5.754915561142469,-1.6800072610507544,-1.2236387826458779
83,0.9362917531042362,-8.328985061570089,-5.770646959278022,-1.6890857964370065,-1.2289495604374394
84,0.9390682076771064,-8.365125599100397,-5.7896030586196785,-1.6966216643008336,-1.2350565788943513
85,0.9485491270928916,-8.37646160633859,-5.790373254221824,-1.6982712411162946,-1.2362490019942785
86,0.9413898718368076,-8.379831982512771,-5.787528983257573,-1.6988569474440085,-1.2371000861043295
87,0.9368576065396406,-8.39107689601933,-5.7944236321954214,-1.7011065221420738,-1.2394507483789108
88,0.9413645412318272,-8.418593580897328,-5.805820350635577,-1.7068546776513442,-1.2443350064117116
89,0.9381446372145711,-8.446717051046104,-5.820080232933499,-1.7112630997061284,-1.2511076078385355
90,0.9347657415696807,-8.494902358176903,-5.842739714764815,-1.7185296054084063,-1.2597665744035726
91,0.935113356184978,-8.547205534010871,-5.873480082376988,-1.724023359178162,-1.2689326002517831
92,0.9378449724022078,-8.570233756083956,-5.892711511688737,-1.7292642043052475,-1.274814356537147
93,0.9363945984703633,-8.602647984699633,-5.912567061476168,-1.739489350550939,-1.2812360874238642
94,0.9375675351182615,-8.637998425866364,-5.929509208882549,-1.7478211483363513,-1.2889988350199881
95,0.93729755430745,-8.665770994951389,-5.941498100082831,-1.7476484950478346,-1.2956871547628082
96,0.9371311035592917,-8.687176731819635,-5.955979854054856,-1.747302432446519,-1.2987833644818296
97,0.9378487702618914,-8.716715409851163,-5.9634293949993635,-1.7577274282100284,-1.304129049502232
98,0.9327827691563058,-8.752946370065995,-5.984725311406555,-1.763144719236276,-1.3100219410748344
99,0.9370804618276202,-8.784156381644767,-5.998058896569283,-1.7665419492693262,-1.3139202747422287
100,0.9396190247993291,-8.801148388413067,-6.001245109282075,-1.7684988503783838,-1.3134675780231615
101,0.9413656531967481,-8.808519633040733,-6.003716840866162,-1.7677073353581858,-1.3163724830616732
102,0.9368083352955027,-8.853125915064815,-6.026739578137792,-1.7826139488509265,-1.3216300257743476
103,0.9387601790919198,-8.885250535906145,-6.03637316416346,-1.7901326166329254,-1.3275844169293924
104,0.9375596658711217,-8.915357072636807,-6.052953576237684,-1.7918336414218907,-1.32819175908092
105,0.9451928783382789,-8.924073544222313,-6.048892095966565,-1.7941533856272158,-1.3294258057458368
106,0.9407056566443839,-8.952042195502528,-6.060724867394671,-1.8020318848531787,-1.3320723651033608
107,0.9335689045936396,-8.984109415067303,-6.076950682923606,-1.8123351668786774,-1.3368813935222719
108,0.9403362863858253,-9.009823889360145,-6.08680605086528,-1.8158802845691244,-1.3418395262098564
109,0.941896208787897,-9.02911024634482,-6.091749049465794,-1.8212564727903493,-1.3466029822676557
110,0.9387681810019752,-9.057530331930819,-6.109920626896445,-1.8313998261581261,-1.351525399831256
111,0.9310189359783589,-9.10094789484282,-6.130536192999231,-1.8445441637507565,-1.3601408197890503
112,0.9370900417412045,-9.120651087505415,-6.13685341704287,-1.8530880272516066,-1.3645283641676016
113,0.9402619400502102,-9.124642007097798,-6.123969356114426,-1.8527878607287778,-1.3655606450386308
114,0.947829215639242,-9.123699395027968,-6.1163297412292055,-1.8519280937803313,-1.3669786856161095
115,0.9367179120486235,-9.146896698187867,-6.126869878423434,-1.8551587055687004,-1.3731856933000954
116,0.9431407942238267,-9.15860863952858,-6.126901633189737,-1.857200411647542,-1.3794800681416843
117,0.9380071797037618,-9.178063723556487,-6.133268847164799,-1.8599477704317362,-1.3829335725522482
118,0.9441593721702385,-9.185411546056896,-6.132990414806846,-1.8632206342162356,-1.3838250120702247
119,0.9360637564790125,-9.208532866252051,-6.151743793169086,-1.864698165527623,-1.389727410983932
120,0.9371498756777807,-9.232828785857256,-6.156373982855528,-1.8661268046300035,-1.3948912747566853
121,0.9367539267015706,-9.238859840578062,-6.152108662068865,-1.8678660626992023,-1.39494398448316
122,0.9405351833498513,-9.255166019840763,-6.158193622572323,-1.8694485881278584,-1.3983427217595263
123,0.9341979154187133,-9.277624950207162,-6.166504771381688,-1.8739087976167057,-1.4033169195056023
124,0.9352633935233547,-9.29657683015144,-6.176590753942354,-1.8825392921045623,-1.4055467317283379
125,0.9461267395329391,-9.302956733217949,-6.171786982458179,-1.8826415297928736,-1.4074537156034532
126,0.9401054002842255,-9.32438764033878,-6.177511751633466,-1.885024222063869,-1.4128420755312365
127,0.9272792298751229,-9.35437498355384,-6.1941192675496834,-1.8896112456582828,-1.4171441325038314
128,0.9382986924422569,-9.381809420908045,-6.2046156589197325,-1.8957315747587105,-1.4212208046907102
129,0.9374703228869896,-9.407010115266827,-6.211414370129316,-1.8998500182863116,-1.4239361490019251
130,0.9438338696945777,-9.418455779966177,-6.213677213572735,-1.9018391690716716,-1.4262731238904298
131,0.9348801283384331,-9.443813431792242,-6.22339639121896,-1.9019398593107029,-1.429058301224977
132,0.9393180734382451,-9.467815330058428,-6.234863760278072,-1.9069534117865474,-1.4346408769045795
133,0.9417507418397626,-9.495460984555711,-6.246051107823319,-1.9093059167828748,-1.4384424552712143
134,0.9382723384030418,-9.510490651793493,-6.251121436915662,-1.9133382058911181,-1.4410792079871448
135,0.9416014267146269,-9.523054918041845,-6.260562915857635,-1.91388513683744,-1.442431020802958
136,0.9401860214732183,-9.534548421436908,-6.262509547492818,-1.9162701035968457,-1.445908643338868
137,0.9405130672761721,-9.556215981820287,-6.27081667897924,-1.9182722345862828,-1.4487305572502702
138,0.9381647737515775,-9.582208570884202,-6.281534368756206,-1.9229644955737213,-1.4531166768871284
139,0.9407036655380538,-9.590450502346853,-6.285236132446697,-1.9220459319928391,-1.4538703791401537
140,0.9419750120134551,-9.609422404628225,-6.293433490751629,-1.925391435772751,-1.4578958009948526
141,0.9463579729244039,-9.618438227919816,-6.291669851164924,-1.9284791555774845,-1.4586504944384309
142,0.9394505755310312,-9.637019947220255,-6.2955476820298815,-1.9329143438463818,-1.4605769724270108
143,0.9383637617291722,-9.650727364301979,-6.308481818230869,-1.9379803645406082,-1.4635859122123376
144,0.9348140282570864,-9.672774182150675,-6.319644625481767,-1.9406780085557518,-1.4667887695612745
145,0.9419762370281245,-9.686603963603352,-6.320577016800983,-1.9425129369503775,-1.469464417355552
146,0.9347499398893965,-9.71152856145167,-6.328453961982693,-1.950798140591,-1.4738581726772129
147,0.9428103114289972,-9.72793221993475,-6.336040015192844,-1.9558557805544718,-1.475445137988972
148,0.9387225307896643,-9.743022098548423,-6.345494353624402,-1.9597442426843106,-1.4780179245828144
149,0.9442855440352759,-9.760559974885123,-6.353677067670216,-1.9653536333618633,-1.483052219645903
150,0.9401368301026226,-9.774446998066622,-6.361440426475176,-1.9673734715181104,-1.4868661034319093
151,0.938296984864736,-9.779842072940415,-6.364801057046184,-1.9677408425280205,-1.4874165124873409
152,0.9451221339727259,-9.794797630992097,-6.36517743707823,-1.968827875158202,-1.4890215941286713
153,0.9331225390764826,-9.811242012894494,-6.373190854345042,-1.9730406820083919,-1.4915325794964298
154,0.9323777251326956,-9.833039614733032,-6.38429488120847,-1.9798158360860594,-1.4950123762338425
155,0.9396138903111164,-9.84977050041303,-6.395586234194493,-1.987612633407518,-1.4995199103916859
156,0.942549479636648,-9.857530885428508,-6.394395306461222,-1.989965146739824,-1.5014735644906327
157,0.9407579411151796,-9.870958608961228,-6.397036012060872,-1.9940058734801522,-1.503551350617845
158,0.9418520745640409,-9.882585104120315,-6.405310585324678,-1.9960761518333172,-1.508123592688197
159,0.9364026531408506,-9.905415658001331,-6.414411905410773,-2.0027082379940047,-1.5118436602542387
160,0.9434476561329939,-9.908757820946294,-6.412163821772095,-2.00183687054249,-1.512258196574141
161,0.9422853222775673,-9.924652092589174,-6.416562552477773,-2.003783756303158,-1.5139431407140524
162,0.9404894830551951,-9.927003334722519,-6.409935909768935,-2.004010768212748,-1.51516984231762
163,0.9348648648648649,-9.952589382472718,-6.4128360153865085,-2.0084522170978016,-1.5176606589977948
164,0.9387996219281664,-9.97394968643129,-6.425394906089083,-2.0148087964543135,-1.5226776007128409
165,0.9478454680534918,-9.982969029538685,-6.4224710008981365,-2.0169227840728357,-1.5232540248908295
166,0.9400603318250377,-9.99383821682493,-6.420941508487692,-2.0184245491008714,-1.5261927680347287
167,0.9451219512195121,-9.992803083046953,-6.415630868218379,-2.016945961733488,-1.527360728721619
168,0.9364265803434944,-10.009378174081707,-6.4252990860024735,-2.020914557968616,-1.5297919245606508
169,0.9383479409292832,-10.026349902375305,-6.437159293289757,-2.0238677898241337,-1.532567800327647
170,0.9445742904841402,-10.034454131819595,-6.433142514385711,-2.0256251001155414,-1.534682930497556
171,0.9416479736802752,-10.039715807293064,-6.439064464318059,-2.032182934746944,-1.536287343675373
172,0.9388498879761016,-10.062299196138456,-6.4469719039023685,-2.0355940022852548,-1.5397338309208184
173,0.9318188584869146,-10.093367127702937,-6.468984210374473,-2.0446695542118003,-1.5438093442449627
174,0.9380169044805962,-10.109317040001237,-6.472602354628948,-2.046431472177123,-1.54561116366454
175,0.9411552020247672,-10.123645233626057,-6.48118191404159,-2.0478599319391217,-1.5491606551367088
176,0.936167686004394,-10.141143253743964,-6.488811623653061,-2.052123458366375,-1.5529651831601912
177,0.9377485423830169,-10.159259595004519,-6.502171540105297,-2.055141698847667,-1.556746906561723
178,0.9393912130754236,-10.175391488981267,-6.514637805211263,-2.056896074630893,-1.559466980587147
179,0.9367431772998374,-10.195228858236534,-6.520779933778772,-2.0564488463990744,-1.5625357069812698
180,0.9432430795323763,-10.207556816604075,-6.5223052493010405,-2.0615603997048115,-1.563981258651764
181,0.9379477802092389,-10.22243098161689,-6.5356430276008135,-2.0644390251909805,-1.5672677187524746
182,0.9382189127012955,-10.231521443481064,-6.550336207024408,-2.06778257036108,-1.5692946201912303
183,0.9444210905596925,-10.241335046249896,-6.554889881299679,-2.0719108138528934,-1.572259020850585
184,0.9417584689447415,-10.254677070344599,-6.564119613609956,-2.075936071609754,-1.57509957179844
185,0.9419155509783728,-10.27243269306571,-6.56987155012013,-2.079443306359777,-1.578276114461045
186,0.9366982124079916,-10.289537912512975,-6.578494340027602,-2.08732373936753,-1.5816120541485312
187,0.945110770433162,-10.304664577283562,-6.5827166239845125,-2.0895229239274684,-1.584998479541376
188,0.9456470588235294,-10.308841668788741,-6.584463903858614,-2.0893369103967907,-1.5844505835022418
189,0.9398141230612915,-10.322294007950322,-6.594661409227981,-2.093415882759489,-1.5887206825524527
190,0.9420316027088036,-10.333555607100024,-6.598581520429514,-2.094295458630045,-1.5915971192658211
191,0.940837114269403,-10.356436454864113,-6.608794014192537,-2.0989398105181665,-1.594714070212338
192,0.9366085111399269,-10.381847417536147,-6.6173627063794145,-2.107654847401014,-1.6005359248080973
193,0.9403387220939184,-10.396489059865669,-6.6257148361761224,-2.11084935200894,-1.6027739732601598
194,0.9398312412415397,-10.407315017695835,-6.636071693756449,-2.116681792333358,-1.6061512764192154
195,0.939655951556051,-10.427892000095474,-6.642656403361183,-2.1225794346332436,-1.6098333159472158
196,0.9373205741626794,-10.44103821025009,-6.6538865270014025,-2.124591588903225,-1.6136994314041049
197,0.9382103554032113,-10.453662389627283,-6.659440715246219,-2.1277616198134575,-1.6167564667134926
198,0.9468944471038775,-10.452214021304071,-6.654215827636942,-2.1285262100205204,-1.6162737295377914
199,0.9358015199455895,-10.468907609256334,-6.665973969312087,-2.1331790810223725,-1.620442958338794
200,0.9408923852625823,-10.480404314505439,-6.668751576495597,-2.1390650898245025,-1.6209339544802164
201,0.9380973782771536,-10.501749657677314,-6.677890383056903,-2.1459028095021915,-1.6270871629804822
202,0.9309806745888849,-10.529275726949772,-6.697780444247918,-2.1507267820138627,-1.6332589696410127
203,0.9408516869013483,-10.54101139917232,-6.705402164833519,-2.151580016406601,-1.635936453092131
204,0.9329179646936656,-10.56578050444135,-6.727198919896164,-2.1568713935402357,-1.640579292963824
205,0.9382766947405619,-10.581087482076299,-6.732384235291558,-2.1604825313875393,-1.6434065301690064
206,0.94215025282928,-10.5834478262381,-6.726641434945393,-2.1620574897635407,-1.6453498559268949
207,0.9411005373600312,-10.594835223982338,-6.7329311530551355,-2.164511475852906,-1.6472690604389095
208,0.934432607134307,-10.614826857101841,-6.743126903517603,-2.1699001382973226,-1.65048047322183
209,0.944363234987023,-10.624486793380497,-6.745808264444441,-2.167577513249538,-1.6516099652345029
210,0.9392711326175714,-10.62681911090047,-6.74960082310795,-2.1666264927597463,-1.6522866297045657
211,0.9431852341730296,-10.637230683592719,-6.753607847820193,-2.1664673950673023,-1.6537566392251146
212,0.9387208991169387,-10.652008040148782,-6.761958383804668,-2.1691623764237584,-1.6551993087192367
213,0.9419831544379238,-10.663369406322273,-6.7673714361825095,-2.1707318852951047,-1.6588581891697254
214,0.9389094380145567,-10.677304634892451,-6.769385306910552,-2.17460831383403,-1.6612721222945421
215,0.9405946583587913,-10.686269540101648,-6.768823681975436,-2.1768343914187636,-1.6646546603153254
216,0.9444327065286288,-10.70038291448597,-6.775002932111906,-2.1783686502462714,-1.6692044789198772
217,0.937241149974304,-10.712183231553121,-6.781024545653151,-2.184841913144569,-1.671384761332333
218,0.9437049773219103,-10.724028063856233,-6.782520146049756,-2.189752310870664,-1.673709192440769
219,0.9321106916743453,-10.743256070569776,-6.793669033949058,-2.1955156677881558,-1.6761477926156594
220,0.9397969269476143,-10.756040540114471,-6.796189899182838,-2.2024849642067337,-1.6800115561481217
221,0.9403536393363207,-10.77179449962635,-6.802023514709281,-2.2038420829005707,-1.6823060460180406
222,0.9357176665483374,-10.794064177840804,-6.816074176159342,-2.2094985481817453,-1.6861606737462567
223,0.9413693638985882,-10.799216787339551,-6.819077474703686,-2.2101003336169973,-1.6883434583807118
224,0.9400054293729074,-10.81162054048608,-6.824457235356488,-2.2133271258128286,-1.6918766726929921
225,0.9332258738545118,-10.831768009505469,-6.8382908686745605,-2.2180641925577507,-1.6966237306052998
226,0.9370553804592526,-10.847055393246752,-6.843475041751652,-2.217870595817865,-1.6993683127406172
227,0.9400307998912945,-10.854053910923,-6.851233327754407,-2.2198529518195755,-1.7017195934964564
228,0.9340085036022204,-10.876896541301333,-6.86578717538486,-2.2273687142589003,-1.7060020104844817
229,0.9436331951204855,-10.882160494282502,-6.867283010343351,-2.2305996679023514,-1.7083150360433186
230,0.9432830502434969,-10.883698086493954,-6.86810135335436,-2.231443121424295,-1.7075685126868687
231,0.941910950085337,-10.89173321831641,-6.88064450698309,-2.233910370831927,-1.7102402680923487
232,0.9366729396301938,-10.902024646298342,-6.888358811826806,-2.2366917231306536,-1.7132097234955364
233,0.9452762003097573,-10.900326309790126,-6.885309915225156,-2.2335876982813923,-1.7148082559252673
234,0.9514488468361916,-10.893631703489733,-6.8838000992508555,-2.2315931557870194,-1.7141200383451785
235,0.9365420080418417,-10.909083477690588,-6.892676833899789,-2.238273801513231,-1.7174942117345589
236,0.9414586188404933,-10.924074757940627,-6.898596709958607,-2.2424516556132614,-1.7233353429367206
237,0.9454885516908504,-10.930137803304595,-6.895931369256138,-2.2435791990938814,-1.72367151940413
238,0.9373301117487164,-10.950271705034439,-6.910077236105299,-2.2489764183089713,-1.7293835517951788
239,0.9356286108097012,-10.973166753577605,-6.917860826494998,-2.253624713915865,-1.7335685021667833
240,0.943522570413228,-10.978412284216258,-6.913988892814961,-2.2558092116882373,-1.7349425126128064
241,0.9346059513607754,-10.996533862505945,-6.923408677784214,-2.2616203335933216,-1.7392705862636806
242,0.9416809605488851,-11.008090785537725,-6.927941121329017,-2.2654956667966926,-1.7418665719293134
243,0.9362605391283696,-11.024970849000294,-6.938787106244175,-2.270015708426747,-1.7452046491010251
244,0.9384831628685926,-11.034305809717468,-6.946125787266757,-2.273317809943258,-1.7469137860785655
245,0.9448597282329086,-11.040878305497294,-6.947979343188676,-2.2743165005021657,-1.7501126868479642
246,0.939459072183414,-11.05155074155152,-6.957159147495226,-2.2763607719760914,-1.7542100024181044
247,0.9417668866986165,-11.067090680888032,-6.964629880161112,-2.280915628640355,-1.7568407331203957
248,0.9412217355274062,-11.080867914254554,-6.972420263466428,-2.281376130459574,-1.759144606438704
249,0.9380865834400978,-11.102533430146265,-6.985014755739413,-2.2844779478612582,-1.7628418068730143
250,0.9361250597800096,-11.118894512650966,-6.998275149353363,-2.28785329636122,-1.7665663718265132
251,0.9386433260393873,-11.137260927787366,-7.0119661496931815,-2.292151009654949,-1.7704904378106063
252,0.9418472063854048,-11.147864634763907,-7.018472528143861,-2.292261599632841,-1.771832425417719
253,0.9419820038173721,-11.156943832678682,-7.023624589000821,-2.2936571656257203,-1.7742202618223408
254,0.9439467169633384,-11.162056477568392,-7.023480889713823,-2.2935108682953684,-1.775587277143243
255,0.9371576476253536,-11.17659889865252,-7.031973342740895,-2.299255370464878,-1.7784592146097957
256,0.9363773357444244,-11.192537260130024,-7.04161132904248,-2.3027473757620602,-1.7813762591288742
257,0.9416163618343995,-11.205517136859104,-7.045923138834365,-2.3067653669525283,-1.7832795753139437
258,0.9510226211632881,-11.201810646704281,-7.042532118021783,-2.306188818945418,-1.783959127098824
259,0.9342194854791439,-11.220982424708382,-7.053308744106542,-2.310006673487268,-1.7876242008925103
260,0.9424976201808662,-11.233596931239143,-7.054648179346338,-2.313753093643956,-1.7905475493943988
261,0.9490980532237899,-11.232722668358607,-7.054047494574368,-2.313235274662304,-1.7918677987177734
262,0.9466662623934993,-11.234693075095375,-7.051489752871673,-2.314118968860261,-1.792985174265539
263,0.935920170719245,-11.258383720476214,-7.062320825103294,-2.320141730791033,-1.7984249463840127
264,0.9387810059543401,-11.272388324850342,-7.071533835395557,-2.322657664399976,-1.8019913006815977
265,0.9461609786737655,-11.279852534624514,-7.0727337126750065,-2.3253232677044675,-1.8043470486259658
266,0.9360088058547034,-11.292708249701267,-7.079046514655873,-2.327831150978843,-1.8070739005195888
267,0.9399568162323642,-11.30566011580311,-7.083440058370039,-2.327550446146562,-1.8092494800630419
268,0.9400308294302484,-11.31661100591345,-7.08908535017723,-2.3317689600608245,-1.8121790844552437
269,0.9410492157923201,-11.320729399979205,-7.092222672679294,-2.332716125721042,-1.814416851729345
270,0.9426306678409816,-11.327360735561985,-7.094618901016682,-2.329577611515577,-1.8152794053252912
271,0.9400790895644037,-11.337556175072597,-7.098246604412841,-2.33203816359818,-1.8171266016462513
272,0.9413110214891952,-11.348440318165839,-7.102134423505722,-2.333586895071834,-1.8185015806841176
273,0.9395433626202857,-11.362404899042186,-7.109075406242522,-2.337897764548987,-1.820905960407837
274,0.9464226985977816,-11.373523352328068,-7.112552146550891,-2.340034465735989,-1.8221748565155063
275,0.9407835349341036,-11.382734849513739,-7.120654874163145,-2.3417093633554136,-1.8246242091319866
276,0.9358032767387232,-11.39972088012243,-7.127237554100239,-2.3467221177516557,-1.8282885283335943
277,0.9424385294819766,-11.409482289744433,-7.133078609244356,-2.3470284802331514,-1.829901018325649
278,0.9388033579543769,-11.419245239173316,-7.139170448168707,-2.3518118264977415,-1.8309429837760294
279,0.9419013555348502,-11.427928423934507,-7.144155344450576,-2.3522109521732255,-1.8315999395098586
280,0.9437583242523307,-11.434359494159109,-7.1450286692249785,-2.354293297449779,-1.8320701724322972
281,0.9450642735871938,-11.439908004338116,-7.1439396135440125,-2.354820071712092,-1.8321363141339981
282,0.9400613829211049,-11.454206350777605,-7.149856666814999,-2.358230963684643,-1.8341031463573272
283,0.9378771742988995,-11.46673749363705,-7.157154210400701,-2.362227525874354,-1.8356161892869594
284,0.942692900320019,-11.47368085591149,-7.15945395015992,-2.3649433290762714,-1.835677082811692
285,0.9422467638272835,-11.485357923031327,-7.167006196374038,-2.369060793540082,-1.836836187633651
