episode,service_level,rebalancing_imbalance,projected_starvation_risk,projected_congestion_risk
0,0.9111847057052537,-29.608946907858982,-1.3613030287482397,-0.8324250566179595
1,0.9428761409659675,-93.49658322960155,-3.9433722812070613,-2.4152631008010963
2,0.9392630625188765,-145.40467673501882,-5.845235827514347,-3.540646744057105
3,0.9421502693162107,-184.68692124938008,-7.242001796823002,-4.352720394371909
4,0.9322033898305084,-216.69776942625032,-8.307820574213423,-5.007327689566144
5,0.9424305744829048,-243.120751825169,-9.122270928268696,-5.548682125948812
6,0.9377312516920856,-264.5221327041143,-9.70959950714107,-5.976667782251226
7,0.9433360416478589,-281.68147174504736,-10.161620430762452,-6.31355977437579
8,0.9419894526277505,-293.5841198023793,-10.456171064527469,-6.51619139651745
9,0.9400820793433653,-304.86682488571466,-10.770519171901682,-6.731125317022114
10,0.9410535876475931,-313.57478772403937,-10.97114433410943,-6.902536870267222
11,0.9367493511980204,-322.3471316794237,-11.13055251500823,-7.068746708979035
12,0.9381120250685469,-329.18814514506425,-11.234106281643006,-7.161299532498558
13,0.9398648240902782,-335.5886807662785,-11.344450920075356,-7.2466632079186395
14,0.9370652735169942,-339.63680756992676,-11.396776616766832,-7.2840705258606215
15,0.942117334620956,-342.5565188255263,-11.478200203217119,-7.315533237829969
16,0.9437711046792089,-348.85986162937974,-11.594153247042101,-7.383670417231575
17,0.9456961643008155,-352.6720461929675,-11.616225754451683,-7.397030981389345
18,0.9433725957954376,-354.03842201500646,-11.577060807409143,-7.379537343197595
19,0.9357704236803276,-357.0944307875188,-11.565222127572792,-7.4269263127359215
20,0.9406559555448176,-358.82540672606234,-11.531102626902221,-7.415420312862098
21,0.9407860687429598,-361.3108490638539,-11.530062677499764,-7.436319886171498
22,0.9447304663840097,-362.6775858598916,-11.467925784403038,-7.401745771703122
23,0.941737576840384,-363.36939327389734,-11.405032413951089,-7.403505309571485
24,0.9383353858168384,-363.1912353413815,-11.334893810274346,-7.35073388175896
25,0.9411782368484266,-366.3889324473967,-11.330112002204629,-7.359320454485793
26,0.9458833438618657,-366.85495614980357,-11.249891215918753,-7.323851523083093
27,0.938643281198204,-367.9038145414803,-11.20088208889665,-7.32364808867563
28,0.9426761155486157,-368.40533909921834,-11.174151134781566,-7.302426993530037
29,0.9419684447783622,-369.2754859228827,-11.13773713520636,-7.31427241992896
30,0.9417099218423721,-369.9943652116754,-11.09580222863911,-7.317877578316444
31,0.9418905892276178,-373.0973441597216,-11.069547617310048,-7.3355693814728316
32,0.9365798074904794,-373.5594681354419,-10.992292379139755,-7.340981817860382
33,0.9391118341769101,-375.0636841955119,-10.968090974188994,-7.367406077872982
34,0.9363441638760672,-376.779972146951,-10.90721760893989,-7.374411881058661
35,0.9389650198341146,-379.1665629096892,-10.8687560442662,-7.393576575078235
36,0.9380440960899872,-379.0010177807951,-10.815131749262546,-7.389028972416398
37,0.9479858614175147,-377.6207314200367,-10.747386295580606,-7.3836292178892915
38,0.9418258384719507,-378.2371410812574,-10.705129573442964,-7.3934841934427675
39,0.9413839891451832,-379.2130965766153,-10.67363292107209,-7.386703235587998
40,0.9427141774071266,-380.8320492718728,-10.624691875126755,-7.390049567438859
41,0.947727680977187,-380.3522436589185,-10.584681530639426,-7.359172846745857
42,0.9376082154158457,-381.6426427500266,-10.5646023601041,-7.36029628510653
43,0.9366909079936027,-381.9729687896849,-10.488277959391251,-7.339216394796726
44,0.9406638627492511,-382.50655623090637,-10.424408453764125,-7.324634023837226
45,0.9424662444736528,-382.4322029946474,-10.332838588427249,-7.300776727371825
46,0.9435488685891695,-383.16755484906804,-10.266261285930078,-7.299996877120593
47,0.9378408508843291,-383.63762606065,-10.221066230488933,-7.289630979555529
48,0.9487194776542143,-383.17314596863093,-10.169049062756645,-7.284180627442825
49,0.9446733548310045,-383.5290015767132,-10.136025430952124,-7.283779520006262
50,0.9425546427830007,-382.1220827110382,-10.073092301674285,-7.254339909507895
51,0.936724979534912,-382.87950848376806,-10.031688399260428,-7.23974571133484
52,0.9411710971042295,-384.25180158976485,-9.988530662838501,-7.2559968272801045
53,0.9404415332362931,-385.90212373247226,-9.931332900491533,-7.262292241646852
54,0.9435391738320005,-387.1326136146358,-9.907470811005028,-7.264175429318836
55,0.948509485094851,-388.65283589381835,-9.888827563169832,-7.2875693019772285
56,0.9493198105186444,-389.8619171339087,-9.817669322818718,-7.276136454630355
57,0.940853476574157,-391.37011991889176,-9.780174979941226,-7.280700544711338
58,0.9470979443772672,-391.02118884329644,-9.707585239199918,-7.260845348483629
59,0.940008449514153,-391.3014542265197,-9.65408587522434,-7.264974092126829
60,0.9385364095169431,-391.5873426488211,-9.614626627850148,-7.237575436740716
61,0.9409248133988712,-393.088923899397,-9.571682588793912,-7.22235751886376
62,0.9465131618396594,-393.56650422098693,-9.531847590794928,-7.1920376176105005
63,0.9340662632556468,-393.74605415629895,-9.49785701687878,-7.170522873226871
64,0.9425869028254714,-393.4804642096089,-9.455617307592307,-7.158839667500411
65,0.9464898309237932,-394.0711169706884,-9.438687705884087,-7.153232042461914
66,0.9474375821287779,-395.3893489198079,-9.407979290956094,-7.150311349226035
67,0.9405833308250309,-395.89913863329167,-9.383699883232781,-7.1560460848969765
68,0.9421233606183246,-397.59171359351524,-9.356459662647822,-7.171109761619139
69,0.9457877244869958,-399.2612500055294,-9.326113328368466,-7.166396601494796
70,0.9373863498605892,-399.5343268633656,-9.286809929747552,-7.141896309249874
71,0.9407571582604528,-400.06167553423217,-9.249566153819535,-7.131049151060832
72,0.937419945105215,-399.15744378447147,-9.196700830718818,-7.105046475945786
73,0.9456276169533392,-399.16644218075027,-9.151495640308312,-7.093982633399818
74,0.9386949738444125,-399.70246154958227,-9.120225227418823,-7.088187608684157
75,0.943281789521093,-401.613893575889,-9.116984867059408,-7.105305553558535
76,0.9341771387143547,-402.2576071218927,-9.069952170163047,-7.088655169822506
77,0.9462086452547693,-402.8562141347591,-9.038605527391335,-7.082737157923994
78,0.9456260514299447,-402.99903999335334,-9.009602148162557,-7.082970735026689
79,0.9367852318775326,-403.5939168002761,-8.994740060701028,-7.085693500942497
80,0.9458672351157414,-404.0918297295933,-8.938401432171004,-7.066560543606446
81,0.9427517833393786,-405.24570294469174,-8.924864904898312,-7.062993461746155
82,0.9403363914373088,-405.87189165905653,-8.926297963816285,-7.06859154056441
83,0.9432668891494543,-407.3675849643716,-8.915459984073212,-7.0764924891941865
84,0.9482867924528302,-407.88926073579864,-8.908337712003663,-7.076412575709854
85,0.93952575139707,-408.26074429357294,-8.900074789572683,-7.083390541915989
86,0.9408340547479029,-409.1556824790117,-8.878521674060067,-7.088002803787865
87,0.9472309934418266,-409.8082887982875,-8.85664214305805,-7.091780908467826
88,0.9436581628053727,-410.3694822779094,-8.8243684900242,-7.099476759975742
89,0.9394902548725638,-410.4063528021047,-8.803473234660888,-7.084938694710149
90,0.9445279615153337,-411.1734853204966,-8.802355099184211,-7.101769158617503
91,0.9445623262903081,-411.47281553298706,-8.77008390904556,-7.104466128083056
92,0.9413706915172648,-412.2990278520397,-8.777583752204524,-7.117593291493994
93,0.9378978050086253,-412.6722101249035,-8.762932873291986,-7.1199850083738525
94,0.9473970122227252,-413.51941380523095,-8.753302047098577,-7.137317876930422
95,0.9374317933794107,-414.7771581979861,-8.747193581257257,-7.139431376398386
96,0.9439351305558077,-414.57227944609195,-8.740691151787006,-7.13106832800876
97,0.9465253522823076,-415.8150747516849,-8.738879538109472,-7.137342357168152
98,0.9443511633485249,-415.7678353723041,-8.731234696859492,-7.126336102457595
99,0.9406947444204463,-416.6698512018206,-8.731250957716297,-7.125940036541279
100,0.939958283671037,-418.5331417642324,-8.755171147642391,-7.142090517422521
101,0.9428294866753381,-420.0566082431624,-8.747658854070208,-7.156515028440256
102,0.9415180299556323,-421.11615135607013,-8.75157701974829,-7.157665128177229
103,0.9414417140781988,-421.26291634881017,-8.745931090754857,-7.152894737182234
104,0.943019770504708,-422.09483982080155,-8.740689006193477,-7.1552460416689945
105,0.9404055316200175,-422.5664373074053,-8.743416446832079,-7.16676700891519
106,0.9337399832555915,-423.56552197841404,-8.745587659588926,-7.172920672393565
107,0.9450106093661277,-425.1897517978679,-8.753084217623307,-7.184844891870661
108,0.9456308924967619,-425.9651045580174,-8.758093086386069,-7.185912723847943
109,0.9415187140115163,-427.3374198293602,-8.765394338789983,-7.199833380643361
110,0.9446416751910464,-428.42483919336917,-8.755553478323941,-7.200117820307729
111,0.9407719340765875,-430.34364095438195,-8.78830993688677,-7.218109324364223
112,0.9453596674858166,-431.0093427541514,-8.774241889108543,-7.21558502578005
113,0.9432872130150525,-431.8059386702067,-8.764726690963865,-7.220021909208096
114,0.9438924257749747,-433.1876912374274,-8.766292194349527,-7.215247319859069
