episode,service_level,bias,squared_starvation_penalty,squared_congestion_penalty,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
126,0.9080459770114943,-4.971628428297017,-0.6005968179971589,-0.20829296440920309,0.002087,0.01,0.0,0.97,100,12,1,13
127,0.9139734160987788,-4.98036814074861,-0.6026660294028228,-0.2090517726144707,0.002074,0.01,0.0,0.97,100,11,1,12
128,0.9076560777633029,-4.989933356339093,-0.6049696772193363,-0.209833495094368,0.002061,0.01,0.0,0.97,100,11,1,12
129,0.9066978402745072,-4.996486105732871,-0.6067825593757272,-0.21038296936326323,0.002048,0.01,0.0,0.97,100,12,1,13
130,0.9113476958101073,-5.005426704124023,-0.6089521926062367,-0.2111427240724084,0.002035,0.01,0.0,0.97,100,12,1,13
131,0.9083688852165995,-5.014404472714641,-0.6111323137695489,-0.21186663537003253,0.002023,0.01,0.0,0.97,100,12,1,13
132,0.9138811435482246,-5.022776144150739,-0.6132209077867553,-0.21257580664192194,0.002011,0.01,0.0,0.97,100,12,1,13
133,0.9122697418407145,-5.029697679358559,-0.6150511913710016,-0.21323227631582092,0.001999,0.01,0.0,0.97,100,12,1,13
134,0.9032263547970354,-5.039253544853917,-0.6174116553443391,-0.21404368153197978,0.001987,0.01,0.0,0.97,100,12,1,13
135,0.9036258415023031,-5.048492615644194,-0.6196869981770622,-0.21486841565237635,0.001975,0.01,0.0,0.97,100,12,1,13
136,0.9088008597672583,-5.057021804759396,-0.6217449266561528,-0.2156383386692376,0.001963,0.01,0.0,0.97,100,12,1,13
137,0.9174646216422337,-5.064794179036228,-0.6235569393178495,-0.2162927584246731,0.001952,0.01,0.0,0.97,100,11,1,12
138,0.9138816186833099,-5.072912164667387,-0.6255350013277723,-0.21698887450989573,0.00194,0.01,0.0,0.97,100,12,1,13
139,0.9094248059696531,-5.081106101014794,-0.6275989213054373,-0.21765736683995116,0.001929,0.01,0.0,0.97,100,12,1,13
140,0.911730388758307,-5.0865545082648955,-0.629260309392738,-0.2182200273002589,0.001918,0.01,0.0,0.97,100,12,1,13
141,0.9143290116181175,-5.094003669633725,-0.6311733236822401,-0.21889592754552056,0.001907,0.01,0.0,0.97,100,12,1,13
142,0.9056100181293225,-5.102988181533074,-0.6333638559385446,-0.21964207072566716,0.001896,0.01,0.0,0.97,100,12,1,13
143,0.9142131979695431,-5.110846965089101,-0.6352933773271714,-0.22031771669395347,0.001885,0.01,0.0,0.97,100,12,1,13
144,0.9098045822102426,-5.118760956935122,-0.6371733075522075,-0.22095799962955565,0.001875,0.01,0.0,0.97,100,12,1,13
145,0.8986624043072264,-5.128265532174107,-0.6396755821764806,-0.2216831521155506,0.001864,0.01,0.0,0.97,100,12,1,13
146,0.9121935614224138,-5.1363247881449325,-0.6416145036621748,-0.222321017132258,0.001854,0.01,0.0,0.97,100,12,1,13
147,0.9106124452116228,-5.14321412077932,-0.6433785519754812,-0.22297167441068794,0.001843,0.01,0.0,0.97,100,12,1,13
148,0.9008791470403184,-5.152032578108068,-0.6455206457721883,-0.22372509657505857,0.001833,0.01,0.0,0.97,100,12,1,13
149,0.9122877794587325,-5.159459755531633,-0.6473729874599992,-0.2243210509903148,0.001823,0.01,0.0,0.97,100,12,1,13
150,0.9079786962514251,-5.166527585634791,-0.6491619869624294,-0.22499622597582394,0.001813,0.01,0.0,0.97,100,12,1,13
151,0.9085252646896482,-5.173904159713165,-0.6510750492152404,-0.22565164525257353,0.001803,0.01,0.0,0.97,100,12,1,13
152,0.9086913654517805,-5.182157850606302,-0.6531211909646,-0.22627708799405422,0.001794,0.01,0.0,0.97,100,12,1,13
153,0.9072719700124948,-5.190013868683183,-0.655080209301502,-0.22694378068038287,0.001784,0.01,0.0,0.97,100,12,1,13
154,0.9041255665155958,-5.198588878585991,-0.6571746546121103,-0.22771148861422238,0.001774,0.01,0.0,0.97,100,11,1,12
155,0.9045895130211374,-5.206613351518813,-0.6592179388773266,-0.22840820787335786,0.001765,0.01,0.0,0.97,100,12,1,13
156,0.900254712175242,-5.215470307979264,-0.6615463323853138,-0.22906257725310872,0.001756,0.01,0.0,0.97,100,12,1,13
157,0.9121680819517455,-5.222608592188042,-0.6633415680614801,-0.22968358095758193,0.001746,0.01,0.0,0.97,100,12,1,13
158,0.9072921223542081,-5.230390585494018,-0.6652803161861671,-0.23035646887516545,0.001737,0.01,0.0,0.97,100,12,1,13
159,0.9065718697503945,-5.238286220274625,-0.667232690382879,-0.23102350042107442,0.001728,0.01,0.0,0.97,100,12,1,13
160,0.9088686562131175,-5.245988721991998,-0.669127934519645,-0.23164961841185863,0.001719,0.01,0.0,0.97,100,12,1,13
161,0.9010065984379209,-5.254088732921753,-0.671096165697928,-0.23233589808145386,0.001711,0.01,0.0,0.97,100,12,1,13
162,0.9134062673836455,-5.259841462047782,-0.6726415751151978,-0.23283322844965068,0.001702,0.01,0.0,0.97,100,12,1,13
163,0.9027838778337106,-5.268005609109571,-0.6746053587488304,-0.23349467674130234,0.001693,0.01,0.0,0.97,100,12,1,13
164,0.9040277801076982,-5.276117540439004,-0.6766019592582082,-0.2341188231976816,0.001685,0.01,0.0,0.97,100,12,1,13
165,0.9033180296991407,-5.284154098215011,-0.6786005705770327,-0.23475098562541946,0.001676,0.01,0.0,0.97,100,12,1,13
166,0.9167832050007582,-5.290902539861893,-0.6802298920406772,-0.2353210940393452,0.001668,0.01,0.0,0.97,100,12,1,13
167,0.9070749028540801,-5.298581789521451,-0.6821044818042467,-0.23595714602761728,0.001659,0.01,0.0,0.97,100,11,1,12
168,0.9042211089296595,-5.306016965091349,-0.6839619696868584,-0.2365966094479521,0.001651,0.01,0.0,0.97,100,12,1,13
169,0.899640137249979,-5.313675754960192,-0.6859755838251124,-0.23731985040220027,0.001643,0.01,0.0,0.97,100,12,1,13
170,0.9096800188026727,-5.320943922861868,-0.687766755147135,-0.23791587929474717,0.001635,0.01,0.0,0.97,100,12,1,13
171,0.9118848969862081,-5.3277226525914125,-0.6894367998637162,-0.2384566894797373,0.001627,0.01,0.0,0.97,100,12,1,13
172,0.9091622949176329,-5.334446043677458,-0.6911187563702886,-0.23902445783045118,0.001619,0.01,0.0,0.97,100,12,1,13
173,0.9014738442219359,-5.3424623819506625,-0.6931986518607923,-0.23965532293841577,0.001611,0.01,0.0,0.97,100,12,1,13
174,0.9092713783415488,-5.348599316360225,-0.6946594131720987,-0.24017245187381087,0.001603,0.01,0.0,0.97,100,12,1,13
175,0.9041969876459638,-5.3558213699873445,-0.6964194617160856,-0.2407808222593185,0.001596,0.01,0.0,0.97,100,12,1,13
176,0.9080049799791379,-5.362817300780511,-0.6981575389186689,-0.24135591023575192,0.001588,0.01,0.0,0.97,100,12,1,13
177,0.9090044863990393,-5.369020277104452,-0.6997730111968792,-0.24195229583057354,0.00158,0.01,0.0,0.97,100,12,1,13
178,0.913144190450426,-5.375611455048139,-0.7012702735317051,-0.24254368104629018,0.001573,0.01,0.0,0.97,100,11,1,12
179,0.9144867339154023,-5.381946708375353,-0.7027997921636261,-0.24306725455472217,0.001565,0.01,0.0,0.97,100,12,1,13
180,0.9061394834319427,-5.389121413160281,-0.7045592795375506,-0.24366929333517814,0.001558,0.01,0.0,0.97,100,12,1,13
181,0.9093288870362651,-5.395696623220985,-0.7061186084327087,-0.24422572797243597,0.001551,0.01,0.0,0.97,100,12,1,13
182,0.9047842401500938,-5.402839705680388,-0.7078606496672748,-0.24483803811421823,0.001544,0.01,0.0,0.97,100,12,1,13
183,0.9077216944453835,-5.409200681233323,-0.7094477996634989,-0.24540653552935046,0.001536,0.01,0.0,0.97,100,12,1,13
184,0.9067734639389147,-5.416051253907339,-0.7111574636979056,-0.24590071171493133,0.001529,0.01,0.0,0.97,100,12,1,13
185,0.9096401763775287,-5.422365502345339,-0.7127640701982924,-0.24646017926326383,0.001522,0.01,0.0,0.97,100,12,1,13
186,0.9059338895483957,-5.429234678664332,-0.7144266912328251,-0.24702189837556637,0.001515,0.01,0.0,0.97,100,12,1,13
187,0.9113564988349712,-5.435284506665936,-0.7159563760208931,-0.24749005960999232,0.001509,0.01,0.0,0.97,100,12,1,13
188,0.9094745370761103,-5.441618951385178,-0.7175024023449456,-0.24801572984027861,0.001502,0.01,0.0,0.97,100,12,1,13
189,0.9000972208253712,-5.448955781736089,-0.7193266354279946,-0.24866769076290116,0.001495,0.01,0.0,0.97,100,12,1,13
190,0.9085498742665549,-5.455444703793621,-0.7209532982094996,-0.24917278156530345,0.001488,0.01,0.0,0.97,100,12,1,13
191,0.9061641080646242,-5.462464178553191,-0.7226980939687726,-0.2497286623500996,0.001482,0.01,0.0,0.97,100,12,1,13
192,0.9094640474300288,-5.468863281750535,-0.7243007762745431,-0.25025195906691305,0.001475,0.01,0.0,0.97,100,12,1,13
193,0.9062605070270997,-5.4755356596938265,-0.7259029946288983,-0.2508518136781692,0.001469,0.01,0.0,0.97,100,12,1,13
194,0.9064862780599843,-5.480959163672688,-0.7273143251428178,-0.2513031378822088,0.001462,0.01,0.0,0.97,100,12,1,13
195,0.9112620545073375,-5.487241488972604,-0.7288153073015226,-0.25182987873657253,0.001456,0.01,0.0,0.97,100,12,1,13
196,0.9050813660712776,-5.4938516755587266,-0.7303960917857221,-0.2523952577626094,0.001449,0.01,0.0,0.97,100,12,1,13
197,0.9125609776540995,-5.499853364919481,-0.7319256500798854,-0.2528718060813529,0.001443,0.01,0.0,0.97,100,12,1,13
198,0.9029300008443807,-5.506672130072864,-0.7336198187250069,-0.2534360110595888,0.001437,0.01,0.0,0.97,100,12,1,13
199,0.9076226742826603,-5.51098542504987,-0.7348317693750326,-0.25382541178302254,0.001431,0.01,0.0,0.97,100,12,1,13
200,0.9077926268063645,-5.517285126225609,-0.7363562584877635,-0.2543892605902093,0.001424,0.01,0.0,0.97,100,12,1,13
201,0.9158012245864484,-5.522847303040261,-0.7376677397201998,-0.2548910957445424,0.001418,0.01,0.0,0.97,100,12,1,13
202,0.8987219799168272,-5.529939245004289,-0.7394356410750988,-0.25545337221051073,0.001412,0.01,0.0,0.97,100,11,1,12
203,0.9070575789632764,-5.5363116013555524,-0.7410187700528661,-0.25596320464102257,0.001406,0.01,0.0,0.97,100,12,1,13
204,0.9109032485994516,-5.542297428504786,-0.7424768214548271,-0.25645554735088144,0.0014,0.01,0.0,0.97,100,12,1,13
205,0.9079819810700005,-5.548556290383238,-0.7440573877765359,-0.25699140454745995,0.001395,0.01,0.0,0.97,100,12,1,13
206,0.9058068418576517,-5.554980258157656,-0.74563291108761,-0.25751565738473525,0.001389,0.01,0.0,0.97,100,11,1,12
207,0.9102754273000033,-5.560293660911407,-0.7469671949308823,-0.25797770405355824,0.001383,0.01,0.0,0.97,100,12,1,13
208,0.9058203019681855,-5.565929299144345,-0.7483649854476757,-0.25845321936964627,0.001377,0.01,0.0,0.97,100,12,1,13
209,0.904788278535824,-5.572158909735397,-0.7499973441026087,-0.2589948221581141,0.001372,0.01,0.0,0.97,100,12,1,13
210,0.9100868023615595,-5.578005302343783,-0.751402723013467,-0.25951069402174687,0.001366,0.01,0.0,0.97,100,12,1,13
211,0.9039600977471295,-5.584241770947443,-0.7529533328664751,-0.260008584968046,0.00136,0.01,0.0,0.97,100,12,1,13
