episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,gross_starvation_risk
67,0.9301943198804186,-2.3595728308700634,-1.8860928598990836,-2.483759585268653,-2.9675204587708954
68,0.9317999226351653,-2.379785820211711,-1.9096996903506511,-2.5486514716259676,-2.9732632448926237
69,0.934452128293788,-2.400446886006766,-1.9302886703728408,-2.603690266004571,-3.0038716497246996
70,0.9307516673676621,-2.4181254292956114,-1.942958181391884,-2.608031654723142,-3.026244657383592
71,0.922521398002853,-2.475813033813731,-1.9968649307812631,-2.8165005428968417,-3.0644247073803497
72,0.935086155674391,-2.481626974947092,-2.0071937258460433,-2.805906089167555,-3.071222024713426
73,0.9364869335097585,-2.4818939018064965,-2.020121427379302,-2.7655769762267104,-3.0820763866410394
74,0.9373542949369359,-2.4755439491261457,-2.032824608076866,-2.6916688608792003,-3.0972045227866882
75,0.9317870132967623,-2.485469090312781,-2.0359861944804165,-2.6841023897425504,-3.124025228152973
76,0.9373171750940242,-2.4831899875552272,-2.0470606706087,-2.6239114233305925,-3.1377327439568523
77,0.9296844623897114,-2.508345295137159,-2.0791220703281263,-2.6934149211108958,-3.1592077895398747
78,0.93357525063042,-2.520832726859857,-2.082617393719942,-2.6643293211579335,-3.1760698649706525
79,0.9314921730849355,-2.553379780938114,-2.1207749853258546,-2.7934535796279523,-3.1988573636413413
80,0.9321212486078083,-2.5495498394996323,-2.1128584858861337,-2.7038581564588244,-3.1963598763039682
81,0.9380684020633927,-2.5345596583211423,-2.108344727268419,-2.5755370428179107,-3.191873193235486
82,0.9300231850892776,-2.569865898709363,-2.1379357338629807,-2.6885782648553023,-3.221775925674951
83,0.9366009749095368,-2.5775771371357434,-2.1430489984965457,-2.6567831596439735,-3.236697004197278
84,0.9325719371106497,-2.602361250108264,-2.1649580011393845,-2.7311635702615056,-3.2593920353865293
85,0.9366552051221247,-2.6140127024986564,-2.179582073129464,-2.7196876811629584,-3.2725461214270553
86,0.9251362377534915,-2.6447789500893126,-2.2095625229252907,-2.8227219815053206,-3.3017812971046943
87,0.9237930417139106,-2.6785328844417657,-2.2323469689877498,-2.9116003521978135,-3.3295566178710314
88,0.9342097400657305,-2.685014658883418,-2.247114849473505,-2.91768742704354,-3.343682031997454
89,0.9338595861739026,-2.675343234727328,-2.2409467885977197,-2.8305679372375803,-3.351574656540143
90,0.9314479773997716,-2.689479328052112,-2.2556160667034435,-2.860098994592877,-3.364844234045608
91,0.9349930425313087,-2.6972067484475555,-2.270386944891242,-2.8626439351176076,-3.3860685904614667
92,0.9355168269230769,-2.6933961228490486,-2.2593099309080786,-2.7999132048024244,-3.39180977569092
93,0.9290242724308658,-2.714780349952737,-2.275365685935429,-2.8357468107976476,-3.4177279829559906
94,0.9367840347280839,-2.7276774136069712,-2.283360961899629,-2.8487388897963375,-3.4273500132250367
95,0.9329602321518462,-2.751916481772776,-2.3068801540326853,-2.945099798479856,-3.4491096533459924
96,0.9346247693864191,-2.747949894116944,-2.3142978043966442,-2.9007027636908003,-3.4648665877090923
97,0.9322878064688269,-2.749358379915234,-2.3124730124097095,-2.8473692372845534,-3.4751850809388283
98,0.9381755037274333,-2.7539708898043553,-2.3287480741975792,-2.8331977371409227,-3.4815887240489563
99,0.9258585195572396,-2.7792251807862507,-2.3407751055573103,-2.8875644317187,-3.5029675873833934
100,0.9371364122046777,-2.7790688382929156,-2.329146454674799,-2.8160505291146483,-3.509571946707581
101,0.9300588569209166,-2.787701060813595,-2.3479181779632654,-2.8229447208607628,-3.524958066158037
102,0.9337113340853767,-2.8074873230131114,-2.3721260562009268,-2.878332256860841,-3.548206377908787
103,0.9436046337593917,-2.80789304007236,-2.369446503012925,-2.8314813867977766,-3.559292797628114
104,0.9348227584152518,-2.818492635357436,-2.383790749843251,-2.8376661712596154,-3.5702257510364297
105,0.9371469775267396,-2.816234066429784,-2.3855024304790033,-2.7664940813765178,-3.582082712881464
106,0.933720756966175,-2.8337449209484813,-2.4065205074714373,-2.8314588833069796,-3.6012875474361987
107,0.9264732010660349,-2.847690503033744,-2.4230957374709226,-2.8652637121881095,-3.6184936888733894
108,0.9389494608758508,-2.855725471832478,-2.4328148690251656,-2.8794102230062304,-3.6327212644319373
109,0.9448327359617682,-2.843256048582138,-2.427562168882918,-2.7819897055744782,-3.6389039797831284
110,0.9325233756178906,-2.863339024341999,-2.443689107607216,-2.8432908975109217,-3.6623754945887605
111,0.9245379260681709,-2.895316898296126,-2.474472446828836,-2.959646767858435,-3.685918668621507
112,0.9364777255694998,-2.8860618072004107,-2.4632971724471413,-2.859231042573739,-3.6790908264742943
113,0.9313734277434197,-2.896699683082003,-2.4784740158972185,-2.8604735652147277,-3.702911332001727
114,0.9369046914748861,-2.896431269140357,-2.4844403276033358,-2.8369156629460797,-3.7150158443537564
115,0.9322573044297833,-2.9137857299273358,-2.4981179821732664,-2.8776614777778864,-3.7288927438063495
116,0.9342625844543186,-2.917552429490497,-2.501350751386192,-2.8734154790132167,-3.7418300623551817
117,0.930705257153151,-2.926861663659527,-2.5128035408340494,-2.877260247606598,-3.7477569753982354
118,0.9402565188456652,-2.92259000819548,-2.510148983655519,-2.8014545761598875,-3.7494823277992158
119,0.9371329063486911,-2.93050480082649,-2.5216352933697026,-2.7985831575130944,-3.7490976206034676
120,0.9303063883314864,-2.94702259900951,-2.5412139478951223,-2.8471064078504433,-3.7593559336934184
121,0.9295236959050375,-2.969388771043925,-2.563337188077844,-2.915979067151611,-3.777003772263243
122,0.9331824354911725,-2.982437746361825,-2.578826254070985,-2.9591820329634415,-3.7892174334742945
123,0.9334108665831693,-2.990061027624301,-2.5917032189662526,-2.9623889493049638,-3.8014510242985615
124,0.9325963871663521,-3.0024381072281923,-2.601014844349259,-2.989748684736527,-3.819815289154728
125,0.9344680346340885,-3.006497189795905,-2.611278077169336,-2.9845495014935177,-3.832547902924761
126,0.9349634559391526,-3.016896473377586,-2.6254599575635535,-2.993205193959963,-3.8479939511755754
127,0.935193301695735,-3.0254451288601136,-2.6294743096518713,-2.993328108084391,-3.85739891040623
128,0.9355571955719557,-3.0333644008392797,-2.633893900046112,-2.9886734939985558,-3.8565673602933535
129,0.9308396764985728,-3.0514136250150385,-2.6494793906279104,-3.0314887954006604,-3.874925636982976
130,0.937368894216362,-3.0615996155643446,-2.6665833656500433,-3.0588154108586036,-3.887004623557228
131,0.9346487671562003,-3.0661862736526606,-2.675553871120343,-3.06193830172323,-3.892093257855724
132,0.9344370463679443,-3.0772787363659044,-2.685320593817263,-3.0555151611468867,-3.8873796994401144
133,0.9336570543374643,-3.081379432244954,-2.6898956345868434,-3.035528434293789,-3.894827985107394
134,0.9381266886820775,-3.0748478753808084,-2.6832636081832715,-2.9581524296415442,-3.901173881956176
135,0.9335247151700009,-3.0838732004554,-2.6924671325618896,-2.9676803740416378,-3.9020725663290436
136,0.9356336896007622,-3.0915918140687495,-2.705316369478532,-2.967532249370324,-3.919052018079761
137,0.9345633090313942,-3.091681907331346,-2.7135411210496776,-2.9586410254628377,-3.9358831359406508
138,0.9296379133168108,-3.1048248358250063,-2.7246145719425843,-2.977051822690752,-3.948419277874081
139,0.9372045312639372,-3.108922763338248,-2.7321578982526695,-2.9830520735187096,-3.9531193212003775
140,0.9331381453154876,-3.118104411072949,-2.745891458949763,-3.0021120722694703,-3.9557058925258644
141,0.9417636252296387,-3.113336035587855,-2.744820290461355,-2.955535083678022,-3.9642130677008445
142,0.940307932880255,-3.108971177923359,-2.7427336560897904,-2.8989350578411908,-3.9647435032019174
143,0.9376473748619527,-3.1148797666095662,-2.7485264355202323,-2.8956509595841715,-3.982033680600016
144,0.9322344864321013,-3.128564554152129,-2.7682368160965294,-2.949463099555779,-4.0000891698943635
145,0.9325051884380545,-3.138938424101711,-2.783475962988662,-2.9700312101238384,-4.011541334780435
146,0.9352691894472962,-3.150009245158217,-2.7980647807733523,-3.008361847240743,-4.026709475821401
147,0.9398393696014548,-3.148713029508422,-2.79920342559374,-2.9708183268598773,-4.036100254580794
148,0.9354508196721312,-3.1577237402868215,-2.8106276725525174,-3.011774561342362,-4.048872593623765
149,0.9379432624113475,-3.160113207543954,-2.8144890065883814,-2.996509205000403,-4.052324124450384
150,0.9318903059697025,-3.1650973190494156,-2.8161779152106203,-2.9907646839274173,-4.067270298671593
151,0.9356108406946698,-3.168883240157132,-2.824073309356776,-2.970069298627277,-4.067760491022771
152,0.9363367490215995,-3.163605132512929,-2.8231891645249947,-2.924366431170719,-4.068216944033379
153,0.9396180660806305,-3.1642210997586666,-2.8283768369757603,-2.91016716699801,-4.0783053581131155
154,0.9325322652425456,-3.1731075481996616,-2.844946306453551,-2.9449441725175887,-4.089910522084892
155,0.9383757721862287,-3.1745245691337187,-2.8504085514946658,-2.9350968319972504,-4.093392521255484
156,0.9371020064880452,-3.174668899949557,-2.853962164617053,-2.9131792306186632,-4.096073086297173
157,0.9377150207915756,-3.1871810692809004,-2.865077973650209,-2.954959399740733,-4.114937438724268
158,0.9350350110718775,-3.190194356993166,-2.8719693500942296,-2.9598188445558318,-4.124138255312225
159,0.9308537565885471,-3.2033407395800415,-2.8890806367181674,-2.9933850594099334,-4.131172787431484
160,0.938719081537583,-3.2021321010606196,-2.8933006327116213,-2.974515079878929,-4.135025210050415
161,0.9359131552977062,-3.2114802482892406,-2.9022189797545024,-2.9926028297262723,-4.153552230699871
162,0.9366609604468871,-3.2156858363892513,-2.91263010004225,-3.0018192984779084,-4.163625491167738
163,0.9384797666788188,-3.219231241478544,-2.9208735675753403,-2.9890146249691956,-4.169084669022816
164,0.9327300150829563,-3.228715420735904,-2.9297466601299718,-2.9990785071513852,-4.183227101556153
165,0.9272268408551069,-3.250207138852067,-2.947248077159202,-3.0701689260277054,-4.202972881711504
166,0.9372705938985498,-3.2535503830528323,-2.955201094561255,-3.0588988885017305,-4.208106782930978
167,0.9270013812984205,-3.268975656862968,-2.9713043199978872,-3.1186308029658587,-4.220618611915174
168,0.9393994265881997,-3.270487446288778,-2.979379268080988,-3.121633052628219,-4.2305621826173985
169,0.9296579089761318,-3.2844184808682595,-2.9889668741083337,-3.1498194016875587,-4.233806828541464
170,0.9365093796405733,-3.286049241018089,-2.9911205484642114,-3.1235454020629465,-4.242745484779898
171,0.9265860576205404,-3.297325588737667,-3.001535627362455,-3.145518194307191,-4.254515202819996
172,0.9395758544752482,-3.29399352119344,-3.0067779052854813,-3.122702137451679,-4.25878235132447
173,0.9304588869806261,-3.3089402367038074,-3.023736766867148,-3.1815216115156733,-4.272134740089308
174,0.9380999372028348,-3.306057878568673,-3.032409262230826,-3.1637706538883643,-4.275794518475268
175,0.9400604482748302,-3.304208735714602,-3.034734261774858,-3.1360662275291977,-4.283144229048307
176,0.9333896974454979,-3.31544448539618,-3.042910473894451,-3.159342703855003,-4.299015786627126
177,0.9304664679133917,-3.323747835797647,-3.051265151336647,-3.1791485194660467,-4.302928235806387
178,0.9400833258400024,-3.3241117522131143,-3.060232329599784,-3.16892466872697,-4.313302198471844
179,0.9383153630785727,-3.3218326824098057,-3.0670640042176114,-3.129071793071172,-4.323045998166616
180,0.9395644064737381,-3.3238276810734253,-3.0673952762006307,-3.1034642441420424,-4.324932475633671
181,0.937249826947964,-3.3297645887570866,-3.0756207266565974,-3.1028823537648185,-4.337147924831029
182,0.9378177902733744,-3.334062425912328,-3.087942795012691,-3.115177162675677,-4.341443520119617
183,0.9337931034482758,-3.3445244787003507,-3.0993965384270714,-3.1465070655615976,-4.347055446680812
184,0.9306505060154641,-3.3555941248970402,-3.1073186100861525,-3.182821690585498,-4.353980702001789
185,0.9334350962257939,-3.36180574214864,-3.116257556632681,-3.1828062628835516,-4.3640567497936456
186,0.938560279627565,-3.3652754217103804,-3.12169959930454,-3.175230335582401,-4.373327191337335
187,0.9359109056524479,-3.367628918234419,-3.1296675597839183,-3.1735025910598225,-4.380105673175617
188,0.9395518811406662,-3.3693245774539133,-3.1359343092813816,-3.1732892785212115,-4.378329638630743
189,0.9408889291210283,-3.3656506565307702,-3.1378585177600566,-3.130091297617107,-4.382745536014734
190,0.9389822499187809,-3.3737265244975583,-3.1465337919916245,-3.136952918075411,-4.39507851877039
191,0.934791108972238,-3.3782745395712706,-3.1522308781030492,-3.1387689407387884,-4.403835727165638
192,0.9329565734681737,-3.388099002901209,-3.16414717555063,-3.1727038225858917,-4.417230641589668
193,0.9300466954022989,-3.4018550477101734,-3.178180010890756,-3.21312864810396,-4.433231733113229
194,0.9386482841300764,-3.4035890250715,-3.1791384354612635,-3.1902147874158135,-4.442782181700907
195,0.9326511683571194,-3.4095986286727022,-3.1892421071936923,-3.203675418616707,-4.452435889821025
196,0.9295120767083384,-3.4254449734655497,-3.2038002117287787,-3.239803107649308,-4.455954199012374
197,0.9379972483101034,-3.433366441581662,-3.214969315250558,-3.2569624523674343,-4.464937497360523
198,0.9355167045862771,-3.4341595448720157,-3.219519342708819,-3.2358074921918942,-4.467844798710675
199,0.9351268164195449,-3.439865846305225,-3.2306193638101615,-3.2337638392962313,-4.471909320851829
200,0.9401469121247846,-3.4425825119432805,-3.237685600692775,-3.2325582412948637,-4.473863472264756
201,0.9348239340997556,-3.447383964631268,-3.249761888841348,-3.2294412304929327,-4.482280052208352
202,0.9361330637750414,-3.451179590058551,-3.258381224729572,-3.230082204729981,-4.492521974198769
203,0.934062312762133,-3.452377739018648,-3.269368792007288,-3.238939053279297,-4.500798022310634
204,0.9331436273775647,-3.4627898441276406,-3.283219661052119,-3.2689445356941524,-4.508399027470734
205,0.9330110497237569,-3.468673805028637,-3.2931381978962757,-3.273518021094009,-4.518580073548198
206,0.9368092263334935,-3.4742530411966666,-3.298202728355242,-3.276971306011074,-4.516522240594036
207,0.9312031981861034,-3.4794435852263716,-3.3080978371128595,-3.302702684423704,-4.525264299032048
208,0.9299717361236395,-3.4872117193117282,-3.3167476444995425,-3.309191988447357,-4.531147829376149
209,0.9291242845704457,-3.5054693462321116,-3.3327743422069944,-3.368139589088608,-4.543101127639896
210,0.9330139242401557,-3.5049767518471295,-3.3379514480157817,-3.355795521202967,-4.552694511949742
211,0.9367994276174577,-3.5107733582295064,-3.3476472527903254,-3.362025478471829,-4.561315386157159
212,0.936238012072188,-3.5128471298272714,-3.3547717394530574,-3.3595108808842666,-4.569726223233551
213,0.9291041450007428,-3.51700087003223,-3.365668285930482,-3.3802446789841194,-4.576877196188332
214,0.9337000059783583,-3.517293777263604,-3.3706789035923985,-3.3640942434403915,-4.580406414623094
215,0.9362554601596627,-3.518296581674135,-3.3758384144999853,-3.3481672870154746,-4.578618512058046
216,0.9429404164538325,-3.518790280812963,-3.380512004586714,-3.3341837253591944,-4.588482397102689
217,0.938266836992365,-3.515298255302998,-3.3805059134521764,-3.3087164540497103,-4.595352682513687
218,0.9378011912957587,-3.517480167584041,-3.386802956457795,-3.2975866851402666,-4.6033361572096325
219,0.9374721653157566,-3.523690230208839,-3.3946496647418254,-3.293449167143038,-4.614918957659993
220,0.9319733977513346,-3.5273159331447443,-3.402934385418351,-3.2831282483453603,-4.617560074364038
221,0.9344493022698689,-3.5363668692510597,-3.4106982784998214,-3.303871567269226,-4.629793652857012
222,0.9412496298489784,-3.5322822581995714,-3.4132144611041753,-3.2670364740041786,-4.630187770932936
223,0.940819061801936,-3.532313159679029,-3.4161030910909544,-3.246599876768295,-4.631796264657519
224,0.9307910025323998,-3.5435830921735922,-3.4285382480153177,-3.2890310633038924,-4.646070102148627
225,0.9292358307163152,-3.5557656854598694,-3.441480667626707,-3.332313147178053,-4.656472587632224
226,0.9311868500898459,-3.5612174454028604,-3.451961082017757,-3.338709832492284,-4.663945486599157
227,0.9350829144972462,-3.5679942038627255,-3.4560096768132635,-3.337069192076986,-4.6786960525144785
228,0.93453168209691,-3.574458104554802,-3.4661570068907213,-3.3559668575742476,-4.690640900392816
229,0.9367994276174577,-3.5768523151900906,-3.47080461068972,-3.350225464429356,-4.696914120529094
230,0.9355401727606201,-3.5803783933140054,-3.4814101989476165,-3.3668203347823438,-4.704169959246807
231,0.9452664932890922,-3.579568341712066,-3.4864345593247554,-3.3378844734857887,-4.701685156306454
232,0.9283357607823322,-3.5948501688086574,-3.5019818807501957,-3.3971354196520327,-4.718906529930558
233,0.936085340424889,-3.595435990825208,-3.507122066115428,-3.391825358504549,-4.725822703421626
234,0.9271480482944555,-3.6097382320356464,-3.5266000087774354,-3.4485626575838952,-4.738918451513934
235,0.939765889291381,-3.6125341477868496,-3.5298212483983655,-3.440374164219616,-4.747536513331096
236,0.9335031465388073,-3.6181606336757683,-3.534675530075469,-3.448070183200264,-4.755746705823157
237,0.9397687550416779,-3.6188712265887446,-3.5389762951946095,-3.441350745965644,-4.762994246035587
238,0.9419783085402714,-3.614715927756074,-3.5395370951984373,-3.414809870019315,-4.762448128566558
239,0.9390438366880284,-3.6195693695584694,-3.5421581089662326,-3.4185308714655562,-4.766761084307774
240,0.9368173566262908,-3.62311511630194,-3.5473225808793423,-3.423049786889419,-4.770714997032745
241,0.9341583420307142,-3.6326372976796293,-3.555593511855097,-3.445788311131054,-4.780601319051957
242,0.9274137775505908,-3.642254136681472,-3.567416222938661,-3.47197437334173,-4.792975192264041
243,0.9405471450709262,-3.6417269577991394,-3.572817552111828,-3.4584583256714376,-4.791815770251969
244,0.9317815095918245,-3.6525846878325994,-3.5841069657993474,-3.495442524680891,-4.805031549535212
245,0.9328222955105921,-3.6607731977894353,-3.5926671919028057,-3.532139492167404,-4.821502490033425
246,0.9340626314840416,-3.663695412087538,-3.598991714965864,-3.5386011679689853,-4.8324557873711385
247,0.9281862818929422,-3.6744482296426604,-3.6067671084250237,-3.5659362548017675,-4.843451928858165
248,0.9395219266714594,-3.675623265613356,-3.609334929914526,-3.5386365032355367,-4.85252786407059
249,0.9384156347903924,-3.6775921710976247,-3.613841408344356,-3.5382511803706254,-4.8498488860499425
250,0.9256200828779052,-3.6890147123804,-3.626055749632386,-3.570777071018037,-4.865391096250477
251,0.9328747133625183,-3.6906627662631495,-3.632696125559803,-3.5605368721242567,-4.869708017483959
252,0.9294588460160076,-3.697858346706448,-3.6435043312243987,-3.5721726505202853,-4.870538422868834
253,0.9389826400460508,-3.7009006497827057,-3.6486742660006697,-3.5755086602040977,-4.875270079277616
254,0.9370459321525068,-3.7036793102821735,-3.654690188596042,-3.5726605974113825,-4.886755529793992
255,0.9329180642069956,-3.710279274641129,-3.657064385233355,-3.591636677108108,-4.897927615564113
256,0.9385580501860967,-3.7085331483426347,-3.662422620900758,-3.5707050817795603,-4.907545101284727
257,0.9342250950115211,-3.70784391705465,-3.6705582866880233,-3.5567256865164687,-4.9150500052150825
258,0.9310489050876826,-3.7178142441766955,-3.6789609842070092,-3.585781282212831,-4.925799729738357
259,0.934731166691628,-3.7174706964017834,-3.6786208928305433,-3.568004135960542,-4.926370876802624
260,0.9226010773693246,-3.7299149009265093,-3.694386264887113,-3.6212153250043477,-4.9428756691142
261,0.9347160523472205,-3.732685690533748,-3.6999323442262146,-3.6242281833929844,-4.952198268038305
262,0.9386410187906314,-3.7326207422201314,-3.702443884142561,-3.6075099110429205,-4.959429807869462
263,0.935007341263896,-3.736263532320249,-3.7119518192189385,-3.6118576250872847,-4.961441428331472
264,0.9355928150871216,-3.7386525346777315,-3.717048226030826,-3.6199458622062943,-4.964462771530242
265,0.9338452804254938,-3.7418981971339242,-3.7243679655112993,-3.6214643299727483,-4.965919897762028
266,0.9332203994293866,-3.7466300854751857,-3.729852899734556,-3.626167583363272,-4.977648175155042
267,0.939562234563868,-3.746738608895494,-3.734506540994717,-3.602541460578116,-4.986417202121872
268,0.9334881505299512,-3.753032819621393,-3.7397496574531224,-3.6149445136687093,-5.005377314814431
269,0.9325718716449958,-3.7540431058859163,-3.741496552632184,-3.6015594593735387,-5.018221717117313
270,0.9283613763832045,-3.7594355666942385,-3.7490562065466153,-3.6191515717740512,-5.024299062537735
271,0.9346736684171043,-3.760895603740872,-3.7538164928380664,-3.607817368418401,-5.030677677534456
272,0.9346286598428946,-3.762219243628238,-3.759809797001577,-3.603126259621165,-5.033589360869473
273,0.9361484863046612,-3.767593397234952,-3.7642976383363993,-3.6154703552455074,-5.044361021304722
274,0.9395189003436426,-3.7679517213382105,-3.771336474570423,-3.604560625575923,-5.046689684397666
275,0.9406381840869927,-3.767474968788341,-3.771277807625944,-3.5767122687547976,-5.046736408917565
276,0.9418739413390389,-3.7663919164780033,-3.7704980560609136,-3.555959133699658,-5.05169938869852
277,0.9331669773314893,-3.769119627164762,-3.7743003975690366,-3.5523752315899086,-5.055308959787314
278,0.9393476502830443,-3.7684127865789816,-3.775276536034218,-3.5330326313306895,-5.061115078644956
279,0.9306258524018791,-3.7743445114065888,-3.78345722088607,-3.54767339801766,-5.069245576696015
280,0.9325556608242539,-3.779053278288345,-3.793067738059739,-3.5571481105963256,-5.074312400195427
281,0.9300253684464846,-3.7844810864594174,-3.79788479690028,-3.5609874970652315,-5.083590397051634
282,0.9361714760717255,-3.785840426501783,-3.802563560815256,-3.546481946450086,-5.088604495210448
