episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,gross_starvation_risk
283,0.9343930463773293,-3.79067055837707,-3.8111258605257956,-3.55221420692821,-5.093324631229061
284,0.9439437955771625,-3.7854897849223934,-3.810315544202089,-3.5015983063208416,-5.090338819183017
285,0.9411147423020418,-3.7867415930119517,-3.8187810867375656,-3.489976051909558,-5.090817739021184
286,0.9365899060257603,-3.7869518180964103,-3.819921904700318,-3.477266792213408,-5.0987308397926565
287,0.9316481354517543,-3.792562981485324,-3.828831602065443,-3.495172072626023,-5.105633877572496
288,0.9349286563614745,-3.7968395452526766,-3.8338297562195756,-3.5022356009372912,-5.111767843081614
289,0.9380488100284624,-3.7951465339614416,-3.8383178601788868,-3.477602363117089,-5.115434705273363
290,0.933447201246554,-3.802245470663244,-3.849305850228214,-3.4917684053660056,-5.124765513580529
291,0.9388017716064161,-3.803594562336519,-3.850425647058937,-3.473731843121815,-5.13348623977285
292,0.9426989250496017,-3.8006182964761863,-3.8508910043977287,-3.440932371315423,-5.130942504212435
293,0.9352503041633283,-3.806354183908439,-3.863828614886164,-3.4540394592606343,-5.139093907272488
294,0.9382343268857066,-3.8091087385509073,-3.867431938124537,-3.442765892554681,-5.141087969451121
295,0.94491295705078,-3.8074598866445055,-3.8671910824551357,-3.423581187778996,-5.1519769442885845
296,0.9372809776260221,-3.810329105255473,-3.8751003932376813,-3.432462815041781,-5.156291868287257
297,0.9327233425128069,-3.8168758285796707,-3.883273718514903,-3.4490342618937353,-5.165507614662559
298,0.9374163817452059,-3.816768763629933,-3.886997316917187,-3.435494211135802,-5.169633026057532
299,0.9354915995328082,-3.822727225456469,-3.8924240953521774,-3.452307746791901,-5.178297182238374
300,0.9313728432108027,-3.8305977494854444,-3.9006622211966677,-3.474464293135529,-5.189550636987348
301,0.932276485634406,-3.8376223550639317,-3.908771302854005,-3.49037818457026,-5.196250266472891
302,0.9326533673316334,-3.842478988903239,-3.912985954123548,-3.5066595645850858,-5.199575501762233
303,0.9288038565833082,-3.8500285658152786,-3.9198554918817496,-3.525198636225382,-5.205289516447409
304,0.9350753828734879,-3.855565131065891,-3.9255704856946068,-3.539187394952907,-5.209077789241025
305,0.9391533589891216,-3.8558388733689326,-3.927942078352755,-3.526487272354824,-5.215048885672531
306,0.9373428393929533,-3.857603821879142,-3.9340800669293032,-3.530052100789712,-5.215653971170053
307,0.942113712779814,-3.857211628229998,-3.936097637924442,-3.509638936932259,-5.215891176487004
308,0.9307839620634101,-3.865605770056976,-3.946047823110961,-3.5366334948356846,-5.226908964998667
309,0.9357049707336306,-3.872743906056812,-3.954027868373024,-3.543791190441866,-5.235539603476654
310,0.9326296274146283,-3.879933756784398,-3.960273327230559,-3.563897875640811,-5.247809942827694
311,0.9344726768544473,-3.881913489725381,-3.964330991489221,-3.559633468823254,-5.24840297426265
312,0.9460952037937451,-3.87848480631559,-3.962100447882105,-3.523187694364647,-5.247575605596076
313,0.9343795007201152,-3.8794981689939747,-3.9677840080177655,-3.516288870885047,-5.252000407790273
314,0.9428554350100122,-3.8753941936673257,-3.9689943893711366,-3.4887080849298107,-5.250867937057661
315,0.9400588305919078,-3.8785971100720027,-3.9750525672684325,-3.482746524022491,-5.256567407263917
316,0.9378868985316546,-3.88161342206985,-3.979138747977144,-3.483632686113862,-5.263839840393516
317,0.9371382299133252,-3.884932124044258,-3.985723074889658,-3.490136300531424,-5.266085863261806
318,0.9387031864732558,-3.888374213798754,-3.9919709461062034,-3.4948285778845047,-5.267304646287365
319,0.9313348552204734,-3.893630338051477,-3.9986757645531443,-3.5179814557184113,-5.273606844729057
320,0.9439869201889306,-3.8930771772376658,-4.001686469978439,-3.5009754816558685,-5.278466531369235
321,0.931884663602173,-3.903475579993971,-4.009100561483642,-3.5294626107645475,-5.286424566846523
322,0.9356044618631293,-3.9053008106465374,-4.015266051853364,-3.5276094784103966,-5.2945626596066475
323,0.9354965763800521,-3.9072474009360456,-4.0224394385854865,-3.5222605023108393,-5.304987919640849
324,0.9342692669172932,-3.9147827876994543,-4.030427675615568,-3.540644661014062,-5.309521518142837
325,0.9456541138675709,-3.9100000800519648,-4.027539390154379,-3.5099316971237178,-5.3126613847714355
326,0.9359423274974253,-3.91288705626559,-4.035609406995751,-3.5154598020781114,-5.318480165143925
327,0.9338944467740969,-3.915393480348523,-4.042106891417855,-3.5300300959690074,-5.324257351259651
328,0.9391755981866763,-3.917958077560085,-4.0414505857887155,-3.530415135653479,-5.3320334523552235
329,0.9350937069636549,-3.9220172640559143,-4.045386883456754,-3.5409916038748888,-5.340629415600501
330,0.944775809371198,-3.9226202711455502,-4.04695309160871,-3.527298685369797,-5.335522867507251
331,0.9275914407309306,-3.931863442942071,-4.05566736603762,-3.5560558402883835,-5.347246868184611
332,0.9312361302704972,-3.938053708071133,-4.060721958703187,-3.5752181702840775,-5.355142164695253
333,0.9372799621312979,-3.941287015295812,-4.063023716963357,-3.5774189523798485,-5.363008720990453
334,0.9355418668395767,-3.9451698483421374,-4.072012254466147,-3.5893792233695567,-5.369336553776013
335,0.9325961190791853,-3.9464774423264144,-4.077837509763064,-3.590871677140625,-5.375946521780188
336,0.9374981318188611,-3.949783743198085,-4.080746358256381,-3.5817281240576917,-5.384571556596342
337,0.9393362350380848,-3.9500575272314555,-4.084219039088401,-3.5726472990894362,-5.392661434068193
338,0.9393875523170034,-3.9507611089128987,-4.087431299685086,-3.5644886883665285,-5.391874161793607
339,0.9439169402786405,-3.9479643156242905,-4.081699728581638,-3.5390661104880112,-5.393050879815045
340,0.9355114557839177,-3.9554247483635563,-4.092608310477113,-3.5652396583307793,-5.404926552665321
341,0.9357551193248843,-3.9569715070480185,-4.096451318806866,-3.5609424303188466,-5.410004718916223
342,0.9406531733237805,-3.9567233756750695,-4.098301697618006,-3.5509136838821282,-5.412424922969327
343,0.9314084756782316,-3.9625594765680177,-4.107164373658877,-3.5732478634984286,-5.41783268720718
344,0.9296730038022814,-3.9678958778018596,-4.113272793654256,-3.5835560347867226,-5.430075400213851
345,0.9372741121299919,-3.9693229763076365,-4.115208026667824,-3.5802464349270076,-5.439293531013847
346,0.9411552563563143,-3.9666366614674518,-4.11817184219185,-3.5495556893825677,-5.434638211479119
347,0.9342728599946369,-3.97081702839742,-4.125352197180814,-3.565058668340282,-5.442472258729787
348,0.9359125011298924,-3.971818062482465,-4.127911322732517,-3.568057161827479,-5.441930273478814
349,0.9323543429048016,-3.9803601514039233,-4.137354091179342,-3.59833748156993,-5.453024975401098
