episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
0,0.9407029782667025,-3.7354664045324415,-0.6431549339458638,-0.2768834513356932,-0.13903348767933393,-0.1421327191413492,-0.04323335428665282,-0.20516638310446486,-0.15183042812283928,-0.3726389810436316,0.5,0.5,0.0,0.97,100,15,1,16
1,0.9423234365340596,-3.8378929165771236,-0.7036013894539881,-0.4254315895692047,-0.1071516672232862,-0.2325844085842658,-0.046208035943048446,-0.3817508771799017,-0.2607240504698523,-0.43885527436359417,0.48539,0.5,0.0,0.97,100,14,1,15
2,0.9374884781042082,-5.159158684642071,-1.3932392911632632,-0.7003749319199815,-0.26023713015832334,-0.3683774218076162,-0.09114979052022898,-0.5769934853647837,-0.41668226766120153,-0.7488161692832462,0.471609,0.5,0.0,0.97,100,13,1,14
3,0.9410140100095409,-6.067512825980405,-1.8852671280199673,-0.9246754796509598,-0.3740143685434045,-0.49163909172535686,-0.13327815818190375,-0.7375785934140277,-0.5419949027790661,-0.9860192003453386,0.458589,0.5,0.0,0.97,100,14,1,15
4,0.9395847487116605,-7.034700060249419,-2.389057613177853,-1.1373151215853106,-0.4805449496629238,-0.5993977805285381,-0.1656476727559555,-0.9063962063863007,-0.661850651572391,-1.2444980077368912,0.446269,0.5,0.0,0.97,100,14,1,15
5,0.9426185615315105,-7.829601203728064,-2.796116579400635,-1.3069863412574083,-0.571519623123911,-0.6825227283412763,-0.19707012829365927,-1.031764875541492,-0.7624845788223227,-1.433260248376301,0.434593,0.5,0.0,0.97,100,13,1,14
6,0.9412109538564609,-8.464367742139434,-3.1302474102192863,-1.4625096324740592,-0.6402104844557895,-0.7629578887143402,-0.22263230310065943,-1.153940832146405,-0.862086580762807,-1.617376347120847,0.423513,0.5,0.0,0.97,100,14,1,15
7,0.9396264176117411,-9.160511805076977,-3.4967088013184067,-1.6227166816355796,-0.7156180940177668,-0.8455008324770505,-0.24531674360621133,-1.2896559633115074,-0.966135831238099,-1.8127545718786613,0.412983,0.5,0.0,0.97,100,13,1,14
8,0.9443294772195271,-9.675841313250688,-3.7748899587662135,-1.755102346435099,-0.7765206359872826,-0.9189326009392731,-0.2641763096141572,-1.4018727331715526,-1.050126260872156,-1.9640959696130447,0.402965,0.5,0.0,0.97,100,13,1,14
9,0.9416934115235327,-10.182351394751107,-4.0399131740405325,-1.8816329782025494,-0.834408947180546,-0.9849863328121907,-0.2893175195335907,-1.5042742063128682,-1.1350187662001632,-2.085354084460558,0.393421,0.5,0.0,0.97,100,13,1,14
