seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Imbalance_squared,0.0,504,40620,0.9031,397.9942,4117,1705,60092,55975,55972,39,42,201,39,39,49,6518,6579,0.025,0.0329,0.9421,0.0273,0.2539,0.7188,21,195,207,212,201,49
43,Imbalance_squared,0.0,504,40620,0.9071,396.221,3874,1705,60072,56198,56197,40,42,185,40,40,47,6352,6395,0.0235,0.047,0.9295,0.0431,0.2154,0.7415,33,165,200,178,185,47
44,Imbalance_squared,0.0,504,40620,0.9065,396.1732,4228,1375,59914,55686,55688,60,41,202,60,60,72,6487,6564,0.0172,0.0385,0.9443,0.034,0.2513,0.7147,26,192,216,225,202,72
45,Imbalance_squared,0.0,504,40620,0.9023,394.5033,4159,1651,59498,55339,55339,40,42,220,40,40,48,6413,6475,0.0303,0.0421,0.9276,0.0495,0.2552,0.6953,38,196,236,203,220,48
46,Imbalance_squared,0.0,504,40620,0.9091,395.124,4018,1363,59172,55154,55152,47,41,205,45,47,53,6313,6368,0.0185,0.0278,0.9536,0.0222,0.2634,0.7145,17,202,208,223,205,53
47,Imbalance_squared,0.0,504,40620,0.9041,395.5996,4081,1614,59398,55317,55319,34,42,165,34,34,50,6514,6582,0.0105,0.0553,0.9342,0.0247,0.2773,0.6979,19,213,179,213,165,50
48,Imbalance_squared,0.0,504,40620,0.9052,395.7709,3975,1685,59704,55729,55734,57,42,207,57,57,61,6250,6331,0.0119,0.045,0.943,0.0301,0.2464,0.7235,23,188,221,207,207,61
49,Imbalance_squared,0.0,504,40620,0.9098,395.1052,3797,1537,59148,55351,55348,45,41,184,45,45,59,6443,6494,0.013,0.0417,0.9452,0.0365,0.2282,0.7353,28,175,202,204,184,59
50,Imbalance_squared,0.0,504,40620,0.9043,394.3772,4227,1457,59412,55185,55182,66,45,201,66,66,72,6304,6375,0.0225,0.0436,0.9339,0.0288,0.2392,0.732,22,183,207,220,201,72
51,Imbalance_squared,0.0,504,40620,0.91,396.2319,3966,1397,59574,55608,55606,64,41,193,61,64,72,6344,6418,0.0224,0.0342,0.9434,0.0352,0.263,0.7018,27,202,204,241,193,72
