seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,M2_DemandWeightedBacklog_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9291,400.0043,2793,1481,60282,57489,57491,197,42,214,197,197,187,6031,6429,0.0302,0.0302,0.9396,0.0234,0.0651,0.9115,18,50,211,218,214,187
43,M2_DemandWeightedBacklog_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9352,397.3245,2620,1274,60062,57442,57443,175,41,190,175,175,162,6049,6399,0.0156,0.0495,0.9349,0.0299,0.0599,0.9102,23,46,202,177,190,162
44,M2_DemandWeightedBacklog_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9298,396.861,2975,1194,59410,56435,56436,205,43,238,205,205,198,5853,6265,0.0301,0.0393,0.9306,0.0156,0.082,0.9023,12,63,229,228,238,198
45,M2_DemandWeightedBacklog_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9293,396.5162,2884,1324,59520,56636,56639,191,40,219,191,191,189,6124,6494,0.0223,0.0446,0.9332,0.0352,0.0561,0.9086,27,43,230,202,219,189
46,M2_DemandWeightedBacklog_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9334,396.0104,2754,1174,58938,56184,56186,192,42,197,192,192,181,6047,6437,0.0237,0.0316,0.9447,0.013,0.0769,0.91,10,59,189,221,197,181
47,M2_DemandWeightedBacklog_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9327,396.6213,2798,1199,59402,56604,56602,180,42,185,180,180,182,6143,6514,0.0237,0.0421,0.9342,0.0221,0.0664,0.9115,17,51,186,203,185,182
48,M2_DemandWeightedBacklog_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9316,396.8427,2813,1267,59646,56833,56834,184,41,207,184,184,179,5926,6309,0.0146,0.0412,0.9441,0.0249,0.0785,0.8966,19,60,215,207,207,179
49,M2_DemandWeightedBacklog_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9315,396.8376,2724,1327,59136,56412,56411,191,42,202,191,191,190,6039,6419,0.0131,0.0458,0.9412,0.034,0.0654,0.9007,26,50,218,207,202,190
50,M2_DemandWeightedBacklog_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9342,396.7003,2896,1013,59402,56506,56503,187,40,207,187,187,187,6115,6498,0.0118,0.0433,0.9449,0.0273,0.0651,0.9076,21,50,221,199,207,187
51,M2_DemandWeightedBacklog_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.933,399.5717,2737,1272,59852,57115,57116,215,42,230,215,215,216,5896,6313,0.0146,0.037,0.9484,0.017,0.0928,0.8902,13,71,234,251,230,216
