episode,service_level,starvation_count,congestion_count,hotspot_imbalance_mass
0,0.9030810826871082,-10.8637898540971,-6.364451596709456,-11.126985787881674
1,0.9258249250068176,-35.05810549374786,-21.490296988350046,-40.6978455435811
2,0.9349058328762114,-54.413237675532926,-33.787269502174205,-68.39898069508338
3,0.9301449537413736,-70.219310567084,-44.39016940378498,-93.02899065782631
4,0.9240293304483712,-84.89689901941124,-54.471076601528594,-117.23254263022469
5,0.9294635853496651,-97.8678764477709,-63.64267853265808,-139.6835448982741
6,0.922004566758803,-109.67691283700346,-71.96984453096663,-160.51308588960498
7,0.9240210052513128,-119.87735669859957,-79.43469064956878,-179.63354201496753
8,0.9252018315459694,-129.7413304982595,-86.62883582483165,-198.69474829986495
9,0.9255918144941575,-138.2756685511225,-93.05446710530906,-216.06731164716447
10,0.9266526725685255,-146.4086158007751,-99.30464769070375,-232.64822235551088
11,0.9280905660377359,-153.93833774307745,-104.73504215064169,-248.34378056014808
12,0.9278751252695192,-160.3914988250222,-109.6776335804796,-262.61454805340946
13,0.9267249226288004,-166.13143186686005,-114.25330807563526,-275.99099437375867
14,0.9272935710622379,-171.2537226363609,-118.2055815449953,-287.704567297476
15,0.9257353831255296,-176.2520414274633,-122.1072490039457,-300.03017574169655
16,0.932997921248456,-180.44951226065575,-125.71555202437459,-311.3376408068091
17,0.9225371120107962,-184.18373644156512,-128.841113303271,-321.77009359376393
18,0.9323604633669325,-187.33331124796288,-131.64025202612618,-330.88231456929753
19,0.9315679315679316,-190.56323383076597,-134.44932856847066,-340.695968085832
20,0.9189932444550726,-193.53346226438032,-137.16317217207435,-349.7949891523918
21,0.9301828258184994,-196.541982027056,-139.81170418742045,-358.8935755817486
22,0.9282783771463303,-199.309131511724,-142.0987019326436,-367.3970736970221
23,0.9298860381497959,-201.58608275341984,-144.04291513606938,-375.013357065097
24,0.9269656094300645,-204.0140637430149,-146.1420478475585,-382.87352651560536
25,0.9278484454784421,-205.6974049594335,-147.61684789322393,-389.90269478889877
26,0.9287859938708014,-207.50339270453264,-149.30096416467208,-396.96516621760884
27,0.9218721763749171,-209.31283001103967,-151.0600695005305,-404.3795961786322
28,0.9314650220690489,-210.83448908707558,-152.62201651970094,-410.846058836736
29,0.9328947368421052,-212.2815908249329,-154.1455222057137,-417.17537564204656
30,0.9369076631464933,-213.952083700301,-155.562703552384,-423.6234711628538
31,0.9332042594385286,-215.0970656897575,-156.62391009064314,-429.0606360099105
32,0.936823268933305,-216.25285686207928,-157.5587064442466,-434.4051121954958
33,0.9321006365565323,-217.23173854598826,-158.56660823339666,-440.01193403520637
34,0.9308103294746215,-218.47857471848351,-159.7121251747272,-446.09771918464395
35,0.9243307910871841,-219.5180040042508,-160.79024715578288,-451.4602173709893
36,0.9263361197452998,-220.59415771414143,-161.7987623100271,-456.3671234891794
37,0.9279422816774388,-221.3959781088506,-162.6130444008805,-461.31858502878583
38,0.9335874860064748,-222.47052812637844,-163.49502866853186,-466.1938799106457
39,0.9366211899573096,-222.9349879212101,-163.99938081527844,-470.216463153158
40,0.9268042171404405,-223.41536167575606,-164.54041346872955,-474.2279214260296
41,0.9285180200388814,-224.01309628353167,-165.1933251274223,-478.5063434312926
42,0.9335862235067437,-224.37064706630753,-165.73668502909842,-482.54252768872135
43,0.934200228764072,-224.63548053901687,-166.21879716593088,-486.4689424416755
44,0.9231864708500223,-225.05516419441037,-166.75316893509736,-490.3987280295931
45,0.9394307584824276,-225.52080583814856,-167.30458588520716,-494.44879772684493
46,0.9271043214146092,-226.06026299086616,-167.84696706648452,-498.38899960144664
47,0.9270608026916607,-226.32926637705015,-168.20876468919298,-501.9085401622052
48,0.9314265198659646,-226.76398700102283,-168.65597921482615,-505.62788976081123
49,0.9349573541142542,-227.0469137331214,-169.02816217139102,-509.10025768927414
50,0.9326857380506788,-227.104359492135,-169.2592530298089,-512.0942384698089
51,0.9328328723824575,-227.34822025036124,-169.51710293651593,-515.4461377288834
52,0.9350250721774807,-227.45993188299107,-169.77005076616524,-518.7838188435187
53,0.9311812268222992,-227.651311296661,-170.14958830535056,-522.0071714010422
54,0.9331411229135054,-228.00623688454,-170.5330815865258,-525.4634838518089
55,0.9278272913404794,-228.1186796707132,-170.77993158880736,-528.5751777316558
56,0.9337595984343721,-228.0992571312604,-170.97732856917435,-531.4181472897982
57,0.9252591216823438,-228.10212785589832,-171.20417887350766,-534.3385276682063
58,0.9281339568562378,-228.34867465799508,-171.53514860234682,-537.505195901348
59,0.9299909392932648,-228.475249724196,-171.81191136101577,-540.6502312253317
60,0.9299955430099539,-228.57617209792875,-172.03872760666778,-543.4651897084353
61,0.9298585834476998,-228.377536583015,-172.05787650134764,-545.8769653334948
62,0.9297411989719682,-228.3487040707969,-172.22195778131044,-548.3995324014205
63,0.9295659295659295,-228.30719317371822,-172.33890524943328,-550.6364959816317
