seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,M4_DegradationHealth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9266,400.1259,2963,1461,60282,57319,57321,153,38,219,153,153,142,6195,6504,0.0302,0.0302,0.9396,0.0286,0.1198,0.8516,22,92,220,215,219,142
43,M4_DegradationHealth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9315,396.9787,2834,1281,60062,57228,57227,149,40,218,149,149,146,6100,6399,0.0156,0.0495,0.9349,0.0182,0.1042,0.8776,14,80,222,188,218,146
44,M4_DegradationHealth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9288,396.4512,3065,1167,59410,56345,56346,170,42,231,170,170,152,5897,6239,0.0301,0.0393,0.9306,0.0273,0.1315,0.8411,21,101,230,230,231,152
45,M4_DegradationHealth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9243,395.9412,3219,1289,59520,56301,56302,156,42,217,156,156,158,6154,6469,0.0223,0.0446,0.9332,0.03,0.1175,0.8525,23,90,223,212,217,158
46,M4_DegradationHealth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.929,396.2905,2783,1403,58938,56155,56158,156,40,217,156,156,154,6032,6339,0.0237,0.0316,0.9447,0.0222,0.0952,0.8827,17,73,216,201,217,154
47,M4_DegradationHealth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9295,397.1392,2776,1409,59402,56626,56624,167,42,190,167,167,163,6086,6436,0.0237,0.0421,0.9342,0.0299,0.1289,0.8411,23,99,198,234,190,163
48,M4_DegradationHealth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.93,396.6059,2941,1234,59646,56705,56705,132,41,217,132,132,137,6165,6447,0.0146,0.0412,0.9441,0.0393,0.1466,0.8141,30,112,237,206,217,137
49,M4_DegradationHealth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9314,396.6689,2741,1318,59136,56395,56395,162,42,184,162,162,147,6048,6376,0.0131,0.0458,0.9412,0.017,0.1425,0.8405,13,109,187,233,184,147
50,M4_DegradationHealth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9304,397.003,2908,1227,59402,56494,56492,168,42,182,168,168,167,5964,6305,0.0118,0.0433,0.9449,0.0169,0.1094,0.8737,13,84,188,214,182,167
51,M4_DegradationHealth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9287,398.832,2945,1321,59852,56907,56907,159,41,218,159,159,147,6145,6451,0.0146,0.037,0.9484,0.0327,0.1425,0.8248,25,109,233,230,218,147
