seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,5,12,0.9512,401.3622,2089,850,60282,58193,58191,240,41,229,240,240,235,7186,7421,0.0157,0.0328,0.9514,0.0078,0.013,0.9791,6,10,223,222,229,235
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,5,12,0.9501,397.9132,2164,834,60062,57898,57897,206,42,216,206,206,191,7406,7617,0.0079,0.0329,0.9593,0.0065,0.0222,0.9713,5,17,216,192,216,191
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,5,12,0.949,398.5433,2270,758,59410,57140,57143,233,42,225,233,233,224,7357,7581,0.0157,0.0288,0.9556,0.0052,0.0288,0.966,4,22,218,225,225,224
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,5,12,0.9536,396.7907,2113,648,59520,57407,57409,229,42,227,229,229,226,7390,7612,0.0105,0.0276,0.9619,0.0104,0.0222,0.9674,8,17,228,222,227,226
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,5,12,0.9526,397.5516,2035,760,58938,56903,56903,246,42,177,246,246,243,7304,7547,0.0105,0.0316,0.9578,0.0065,0.0222,0.9713,5,17,174,233,177,243
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,5,12,0.9517,399.2174,1916,955,59402,57486,57485,221,42,229,221,221,227,7401,7635,0.0132,0.0448,0.942,0.0065,0.03,0.9634,5,23,225,210,229,227
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,5,12,0.9479,398.5439,2320,786,59646,57326,57324,210,42,221,210,210,204,7359,7557,0.0106,0.0317,0.9578,0.0079,0.0422,0.9499,6,32,220,217,221,204
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,5,12,0.9515,397.2903,2094,774,59136,57042,57043,237,42,199,237,237,232,7398,7630,0.0131,0.0327,0.9542,0.0091,0.0209,0.97,7,16,197,223,199,232
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,5,12,0.9533,398.5559,1992,782,59402,57410,57410,230,42,208,230,230,215,7297,7527,0.0143,0.0261,0.9596,0.0052,0.0196,0.9752,4,15,203,224,208,215
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,10,5,12,0.9485,399.4948,2200,884,59852,57652,57654,224,42,234,224,224,219,7444,7666,0.0119,0.0264,0.9618,0.0104,0.0221,0.9674,8,17,234,218,234,219
