episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
0,0.944610276361685,-2.6644363689259913,-0.08845820968154293,-0.03934365394516134,-0.018664853277226938,-0.02046372869980951,-0.006237132408675279,-0.030620046599515265,-0.022977922815814053,-0.04581048389289026,0.1,0.1,0.0,0.9,100,15,1,16
1,0.9427244323403118,-2.8502365825081224,-0.18433628324142948,-0.07957839785393184,-0.03872030056527765,-0.04054641440802803,-0.01186216205350061,-0.05954554569484126,-0.04537927047642334,-0.09930909338770529,0.097078,0.1,0.0,0.9,100,13,1,14
2,0.9352595149910339,-3.0559855379905385,-0.2943721109782941,-0.12593990669968108,-0.0623613798065668,-0.0649332667396378,-0.019187212972991512,-0.09232726765769231,-0.07247052114225054,-0.15206889214410899,0.094322,0.1,0.0,0.9,100,13,1,14
3,0.9448638334198148,-3.199951430164931,-0.37274002315282023,-0.16037811465729607,-0.07954726714384672,-0.08314425780047764,-0.02492525967751723,-0.12042032877489312,-0.09275247407215177,-0.18513540355539707,0.091718,0.1,0.0,0.9,100,13,1,14
4,0.9404298331372517,-3.350486182631422,-0.45114011267109144,-0.19460438745941527,-0.09577152195488987,-0.10068360758156754,-0.029723602615279184,-0.14920071793263764,-0.11355431213079523,-0.2247820395620068,0.089254,0.1,0.0,0.9,100,14,1,15
5,0.9437564844874327,-3.474028908547443,-0.5164090753199949,-0.2243164603880273,-0.10917046449818626,-0.11608710688381882,-0.03387145519951718,-0.17131990983708376,-0.13052004826923583,-0.25934682220497685,0.086919,0.1,0.0,0.9,100,13,1,14
6,0.9428188593920107,-3.5868005137019123,-0.5779693633919274,-0.2528217709352844,-0.12221977740630097,-0.13129272848524282,-0.038501748572642894,-0.1938439647330182,-0.14702010532423135,-0.2878196766178137,0.084703,0.1,0.0,0.9,100,14,1,15
7,0.9409272848565711,-3.69571805436787,-0.6381087925696155,-0.2816192238235194,-0.134399279561847,-0.1469029347315236,-0.043321047434011925,-0.2169650380391808,-0.16565955867535181,-0.3192548057914207,0.082597,0.1,0.0,0.9,100,14,1,15
8,0.9447704990331445,-3.783035631187287,-0.6869155935968032,-0.305178659219435,-0.1454591544276433,-0.16072118008502292,-0.04794856228696713,-0.23728873779753795,-0.18042279524441163,-0.34468819885191293,0.080593,0.1,0.0,0.9,100,13,1,14
9,0.9439786265185758,-3.855017893925035,-0.7259862225655757,-0.3264162097972058,-0.15352879098473582,-0.17381050763341627,-0.05164898198477352,-0.25634196645750595,-0.19460335430575065,-0.3630744949561472,0.078684,0.1,0.0,0.9,100,14,1,15
10,0.9340288277391392,-3.9766895245561495,-0.7931906684415861,-0.35756967394406936,-0.1682374238418691,-0.19078620535923171,-0.05681707253613532,-0.2790514453543728,-0.21347645548319066,-0.39963747568758995,0.076864,0.1,0.0,0.9,100,13,1,14
11,0.9394107650631804,-4.071294969174262,-0.845557559051367,-0.3819744026086037,-0.1795418339059674,-0.20507152265823497,-0.061058398316621104,-0.2975148098436933,-0.22761225486440836,-0.4229026909523884,0.075126,0.1,0.0,0.9,100,13,1,14
