seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,3,18,0.9439,401.0592,2189,1190,60282,58093,58093,230,42,221,230,230,220,7333,7562,0.0157,0.0328,0.9514,0.013,0.0183,0.9687,10,14,220,215,221,220
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,3,18,0.95,398.0384,2140,862,60062,57922,57924,186,42,218,186,186,177,7571,7754,0.0079,0.0329,0.9593,0.0078,0.0222,0.97,6,17,218,177,218,177
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,3,18,0.9463,398.8198,2381,812,59410,57029,57032,265,42,216,265,265,256,7050,7306,0.0157,0.0288,0.9556,0.0013,0.0275,0.9712,1,21,206,258,216,256
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,3,18,0.951,397.5252,1999,919,59520,57521,57523,226,42,225,226,226,216,7277,7500,0.0105,0.0276,0.9619,0.0078,0.0196,0.9726,6,15,223,213,225,216
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,3,18,0.9503,397.9138,2114,818,58938,56824,56823,233,42,205,233,233,232,7341,7573,0.0105,0.0316,0.9578,0.0026,0.0287,0.9687,2,22,201,223,205,232
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,3,18,0.9508,398.2456,2045,879,59402,57357,57358,212,43,224,212,212,214,7325,7539,0.0132,0.0448,0.942,0.0104,0.03,0.9595,8,23,224,200,224,214
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,3,18,0.9461,398.421,2368,844,59646,57278,57279,221,42,213,221,221,221,7377,7594,0.0106,0.0317,0.9578,0.0079,0.0211,0.971,6,16,211,213,213,221
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,3,18,0.9502,397.5926,2000,943,59136,57136,57134,233,42,215,233,233,225,7358,7583,0.0131,0.0327,0.9542,0.0039,0.0183,0.9778,3,14,209,219,215,225
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,3,18,0.9524,398.0447,2042,787,59402,57360,57360,222,42,215,222,222,211,7299,7514,0.0143,0.0261,0.9596,0.0026,0.0261,0.9713,2,20,209,221,215,211
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,3,18,0.9504,399.6971,2120,851,59852,57732,57733,235,42,227,235,235,225,7270,7491,0.0119,0.0264,0.9618,0.0065,0.026,0.9674,5,20,224,230,227,225
