seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,10,18,0.9501,401.2222,1983,1024,60282,58299,58298,218,42,226,218,218,204,7051,7275,0.0157,0.0328,0.9514,0.0013,0.0222,0.9765,1,17,216,202,226,204
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,10,18,0.9516,398.0035,2096,811,60062,57966,57967,222,42,199,222,222,218,7017,7235,0.0079,0.0329,0.9593,0.0039,0.0222,0.9739,3,17,197,208,199,218
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,10,18,0.9438,398.7092,2432,906,59410,56978,56982,262,42,204,262,262,248,6888,7154,0.0157,0.0288,0.9556,0.0052,0.0222,0.9725,4,17,198,253,204,248
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,10,18,0.9482,396.6428,2233,848,59520,57287,57289,242,42,210,242,242,239,6987,7222,0.0105,0.0276,0.9619,0.0065,0.0222,0.9713,5,17,208,238,210,239
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,10,18,0.948,397.7384,2165,900,58938,56773,56770,219,42,227,219,219,218,6956,7174,0.0105,0.0316,0.9578,0.0039,0.0196,0.9765,3,15,223,204,227,218
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,10,18,0.9494,398.1368,2171,833,59402,57231,57231,227,42,208,227,227,222,6959,7199,0.0132,0.0448,0.942,0.0104,0.0196,0.97,8,15,208,209,208,222
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,10,18,0.944,398.1486,2449,894,59646,57197,57197,211,42,221,211,211,191,6888,7087,0.0106,0.0317,0.9578,0.0106,0.0317,0.9578,8,24,221,208,221,191
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,10,18,0.9478,396.7285,2240,849,59136,56896,56898,226,42,227,226,226,216,6956,7190,0.0131,0.0327,0.9542,0.0052,0.0248,0.97,4,19,222,220,227,216
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,10,18,0.9504,398.2639,2109,835,59402,57293,57293,212,42,215,212,212,199,7074,7293,0.0143,0.0261,0.9596,0.0026,0.0183,0.9791,2,14,208,206,215,199
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,10,18,0.9468,399.2224,2359,823,59852,57493,57493,232,42,227,232,232,234,6790,7007,0.0119,0.0264,0.9618,0.0065,0.0169,0.9766,5,13,223,226,227,234
