episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty,projected_starvation_risk
0,0.8944188982057524,-15.391222545196328,-11.000960797558013,-2.0452086886233967
1,0.9304964116613561,-52.65961591094806,-37.799742417828334,-6.426343075296466
2,0.9393012445644024,-85.52398776902278,-61.805087651582696,-9.933815085918502
3,0.9333718525726797,-113.685240755487,-82.40657391742347,-12.768770450236268
4,0.9373258635669133,-139.20897214732722,-101.11709066597938,-15.23050909677197
5,0.9412921683156514,-161.01988061225885,-117.1228842883962,-17.302342028770664
6,0.9295879702837366,-181.3743515087068,-132.04884549469386,-19.048255062116645
7,0.9352107547112554,-201.09926478890767,-146.44805166713454,-20.748173117751758
8,0.9340222336034706,-217.97842106762963,-158.82955754240814,-22.148630313014692
9,0.9405898578400169,-234.65595479733992,-170.89284422730628,-23.531861546902217
10,0.9366421863712978,-249.76594384152048,-181.82540978757166,-24.766519906107725
11,0.9368174489702795,-264.0745650521448,-192.24484121630968,-25.886520935695586
12,0.9377241899020347,-277.6641450064561,-202.093935582928,-26.913293481365358
13,0.9372505140921737,-289.14457739570037,-210.24641337480097,-27.828502345430174
14,0.9346694351659595,-300.2252736618134,-218.18592713912184,-28.68207146224658
15,0.9347392591697383,-311.05774789939363,-225.82974494565545,-29.52845194717677
16,0.9419996983863671,-320.79127869244047,-232.52184320941953,-30.262818572809394
17,0.9424749365865442,-330.5871610200283,-239.46624954250842,-30.96994914055226
18,0.9381794091963022,-339.5658535292354,-245.77516286827378,-31.63417720348311
19,0.933234600737472,-347.45355826638337,-251.23689005546169,-32.27454908233219
20,0.9400808504267106,-354.655901122693,-256.22041836863673,-32.90468172393285
21,0.940642984121245,-361.49790369320715,-261.0504182129641,-33.38221019005352
22,0.9400537634408602,-367.94459754062404,-265.441288120693,-33.852881018613694
23,0.9355997127124731,-374.333039107764,-269.80798696015466,-34.26788523891063
24,0.9379337278817557,-380.847183635075,-274.3020715274103,-34.71989374164452
25,0.9336794057101943,-386.6611458595252,-278.07546737519414,-35.12431321954785
26,0.944461149867693,-391.81056197788183,-281.6617368397805,-35.474938774781236
27,0.9343440444551824,-396.66687895526945,-284.89607984308003,-35.87423116321687
28,0.9416908738804164,-402.1443991834179,-288.6859425274451,-36.251653929638984
29,0.9352738066392052,-406.81869760440367,-291.7842606019858,-36.580797513871715
30,0.9390813664219404,-411.7059246801696,-295.011762907572,-36.9034486889703
31,0.9388768701057314,-416.0607341834054,-297.88534224058463,-37.158340057452584
32,0.9383777931490782,-420.0751655951968,-300.6883017717829,-37.37889962079628
33,0.9385068106665049,-423.7688125350881,-303.0888787751394,-37.5953446443089
34,0.9384886815585658,-426.9899971402824,-305.15626486035654,-37.83262449922294
35,0.937791601866252,-429.8198391160534,-306.84915998860447,-38.020977242699686
36,0.948356514688455,-432.98068951007014,-308.8702309629534,-38.24999979231678
37,0.9375222816399287,-436.1323211686971,-310.9617237845014,-38.435750514797235
38,0.9390560792845056,-439.1407714242953,-312.89367584366744,-38.59938212771598
39,0.9296960486322189,-442.2751073639478,-314.8846357933554,-38.80079054491473
40,0.9361039746108508,-445.22117843258525,-316.81089029199285,-39.00757435537371
41,0.9361414268963651,-447.76422656360603,-318.5038897102668,-39.1472301728315
42,0.9399603341546968,-450.7674638332737,-320.43057811797735,-39.340036278747405
43,0.9407465571394057,-453.0340681881128,-321.9291865809366,-39.48464069444229
44,0.9431673824934971,-455.7936564265568,-323.6920797115779,-39.64121212986104
45,0.9455707162690712,-457.3978355207901,-324.65649203910317,-39.70912166345221
46,0.935711497462691,-459.90015310676597,-326.1199697059916,-39.88172120960751
47,0.9406968347574919,-462.44757970556134,-327.8673727720361,-40.035065735694154
48,0.9352165497217517,-464.732326882744,-329.3959333922351,-40.12291952786091
49,0.9408898113888639,-466.6458263138954,-330.5393027433807,-40.22355591994233
50,0.9328974739970283,-468.68115172059436,-331.70359040517695,-40.349641911642216
51,0.9334797520909802,-470.5568443707665,-332.87446398674956,-40.479010565202714
52,0.939297991677221,-472.23655651458034,-333.905921120969,-40.547871148399864
53,0.9367285836490284,-474.5309885521129,-335.4266007846111,-40.62722905666256
54,0.940555101546657,-476.3557809180044,-336.60583083091655,-40.70687359528534
55,0.9354014598540146,-478.0056823926797,-337.5740464482622,-40.790900821008
56,0.937829929715544,-478.9309863048075,-338.0246218558311,-40.81717695412822
57,0.9431873184898354,-480.74671226908873,-339.0762804716705,-40.92393218562515
58,0.9369530327347606,-481.9513335771087,-339.73950492192705,-40.97169438950565
59,0.9400590581144023,-483.7852691858873,-340.97911650031716,-40.98525434218514
60,0.9319604759502685,-485.00166352905256,-341.75829835470086,-41.00119253184802
61,0.9463259932982289,-486.6624039284267,-342.84746008398065,-41.075762472005515
62,0.9319360738808431,-488.03837235147586,-343.695443106206,-41.135922631739334
63,0.9403768829142412,-489.52658637966215,-344.734837361421,-41.16943618275691
64,0.9388701517706577,-490.89097923486656,-345.5110406642338,-41.17628326416635
65,0.9348080911304139,-492.43094384416133,-346.49056855746505,-41.17215806610429
66,0.9389672780010273,-493.3960237503103,-347.03818707740703,-41.18358602809135
67,0.9418860641153232,-494.2207475044451,-347.4683573377528,-41.180761990234295
68,0.9323633973650405,-495.286483728739,-348.0243581704475,-41.20218528484846
