episode,service_level,squared_starvation_penalty,squared_congestion_penalty,net_starvation_shortfall,net_congestion_shortfall
0,0.9026908357314505,0.746724383556284,0.6268014024943114,0.1776648690014554,0.11120944273206988
1,0.8584372476899614,1.9783432627769957,1.7335870354920428,0.510901881737565,0.3415985388039674
2,0.8457979027072504,3.3465345398803255,2.9477885168648577,0.8987531723864667,0.584612653449679
3,0.8400455471652882,4.828849458254326,4.202063326359642,1.3505345148804533,0.8506194690106129
4,0.8595832717600118,6.107917515616331,5.331137283897643,1.7332455768384993,1.0767300528701265
5,0.843776057176891,7.501013760277272,6.5442166148838,2.156122944458024,1.3344433122192467
6,0.8543561512685496,8.77780089578501,7.626569395028898,2.5888155808768865,1.5667070328404114
7,0.8327032703270327,10.19898930413963,8.869294891999385,3.0375049269964913,1.819010846099001
8,0.8579899377096311,11.4249186047139,10.005942656035662,3.445626168360502,2.030700225719353
9,0.848909090909091,12.649446690301673,11.13409333527513,3.8560002104482916,2.2607904513442394
10,0.8550418291702641,13.886985367303973,12.285803767424689,4.279966533774766,2.488694803114162
11,0.8579221869192495,15.049670406938171,13.384959251542316,4.695363941035975,2.7041045581976175
12,0.8255686041326,16.45469003558674,14.611537072913793,5.194919403831867,2.970602794363902
13,0.8433519819069158,17.79732699797137,15.787721526512565,5.6638456228766065,3.201754811996763
14,0.859470651782499,19.003785177347766,16.893425285689517,6.080995806691941,3.4148098417357646
15,0.849641000991378,20.2424385798653,17.99748467280834,6.569261731340286,3.624845120889502
16,0.849193233376401,21.33479111868531,19.015907401873864,6.993272990964398,3.83536699220925
17,0.8492991351028929,22.459576228445147,20.10390856705315,7.391335324774411,4.037002503037827
18,0.8432659882419649,23.785990297183815,21.41416767174143,7.8800696170271305,4.290305884366186
19,0.8509268641592657,24.901366264141924,22.503176494427414,8.341238350423211,4.507016855800917
20,0.8327750194412873,26.222614208139287,23.739926902817636,8.836266638582046,4.76435212857614
21,0.8398604110120201,27.507908276912136,24.930613490575652,9.324451539550685,5.005444822931139
22,0.8494305443457986,28.65345183248041,26.06348550805721,9.770253372648686,5.1913931220663505
23,0.8506509088727578,29.62879883186211,27.00427478123409,10.206963747699472,5.379224138326354
24,0.8315316664171283,30.69547123117956,28.031195254917527,10.664791969159712,5.549600966259188
25,0.8350819672131148,31.847797820116483,29.12005446657146,11.112765187714277,5.7519061879654485
26,0.8398928252456088,33.05148522455581,30.393369267471943,11.635268410371054,5.987362365993571
27,0.8433206049490364,34.082376267437496,31.356270210679746,12.0071985896434,6.162451929494991
28,0.8355727692536868,35.261141541976556,32.44047378622967,12.467326567190113,6.339090335251944
29,0.8302469135802469,36.424528395174086,33.53719155584207,12.893605497428165,6.538711696596957
30,0.850961681824959,37.63604415532264,34.76107574173859,13.368711872871108,6.815987303170822
31,0.8501867064973861,38.71340887717759,35.894225350387835,13.832147758243346,7.0401175088089865
32,0.8329640055099718,39.68883166715331,36.82979997285719,14.357601490311268,7.235919004078188
33,0.8336223391533126,40.69852388394029,37.873686481758746,14.819715493198917,7.422245250471221
34,0.8410757946210269,41.65242586817691,38.867152048381215,15.232908704696648,7.620214391642304
35,0.8425220290545368,42.69125391009646,39.820515774276664,15.780317514242261,7.828032068835157
36,0.8478832029617245,43.67793703239712,40.75516284022343,16.089418492805187,7.982148010678105
37,0.8421586165772212,44.65963619757206,41.668711641643306,16.505025239721665,8.182442215837064
38,0.8513565833755249,45.670538398187276,42.74728338544757,16.960975996242514,8.357992323848476
39,0.8381758996925673,46.632690323548154,43.786349120001034,17.423184875968822,8.539868690395473
40,0.8369191827879227,47.39749473321896,44.595833541234626,17.804025395193978,8.689885002130925
41,0.8369084509160926,48.11244015243052,45.306457126145126,18.13314927933923,8.836241540814585
