episode,service_level,starvation_count,congestion_count,hotspot_imbalance_mass
0,0.8946330973927068,-11.208974858918582,-7.031849546011422,-12.238359894491886
1,0.9256579542371348,-36.170300635001205,-23.180531826882003,-42.970859213197535
2,0.9348792212111134,-56.6977714250588,-36.94499041498488,-71.32965825541876
3,0.9251267503621439,-75.63641099273336,-49.84586850170546,-98.7701528739544
4,0.9197251147855835,-91.56400787662898,-61.26226751711837,-123.42097160357254
5,0.9241863242759032,-106.23917262943537,-72.21158624354238,-147.96911039523948
6,0.9310208908159243,-119.30421297131758,-81.97107157334773,-170.7253558452377
7,0.9291807596755366,-130.3886563672262,-90.27470469693898,-190.6376396882771
8,0.9224274722313703,-140.32308565945178,-97.82981325020121,-209.6696044019654
9,0.9168283726900917,-149.5379825309816,-104.8936036685185,-227.61701578250901
10,0.9335862235067437,-157.2339878536452,-110.9657820927242,-243.8200118380747
11,0.9367782997423852,-164.2781210839862,-116.55135247416361,-259.1019819896741
12,0.9323761278139144,-170.44164751981734,-121.67083406157792,-273.1020828826525
13,0.9268033731723594,-175.67047245630897,-125.97453289092635,-285.4765313640188
14,0.9230256177050175,-180.6623475351369,-130.24131702821936,-298.14212206507796
15,0.9205813182174516,-185.32697354178555,-134.20503987546064,-310.1583855460243
16,0.9278406192805064,-189.30322620707867,-137.56128530457227,-320.7649271764214
17,0.9241607077929948,-193.2989456922481,-140.95696194878056,-331.7458278237318
18,0.9249461517458969,-196.54490667168002,-143.76085923189248,-341.14988763107
19,0.923095762919422,-199.95336025336914,-146.62786689998865,-350.664701946903
20,0.9327516492870823,-203.31594593752547,-149.46026276653004,-360.4038790909444
21,0.9317693355532012,-205.7661733688468,-151.79225488781427,-368.7870833428039
22,0.9226264788062541,-208.4761919158217,-154.14739000627296,-377.82697115103747
23,0.9219654887129181,-210.9057498581243,-156.28239256998964,-385.6631087444409
24,0.9333715216014954,-213.11849923094425,-158.26082705625353,-393.39689165798177
25,0.9301589216248002,-214.77619449595184,-159.86603143610384,-400.5876124746805
26,0.9260160623022633,-216.07850216363198,-161.13051890032327,-407.0520992029703
27,0.9280088974389804,-217.84930482190265,-162.703338980472,-414.24428252606646
28,0.9224385859796285,-219.19320688886637,-164.08711059463465,-421.1944057656027
29,0.9293653639297239,-220.85097003739594,-165.55636461817673,-428.4411466702011
30,0.9330156446682252,-221.82773870380132,-166.57046283818886,-434.1441238627575
31,0.9258477724611407,-223.08006370577544,-167.8968049392602,-440.67387617656004
32,0.9308099064917994,-223.87490481753017,-168.93869125053476,-446.6142627202232
33,0.9274176310727045,-224.87159208622984,-169.96306892716282,-452.5834170898175
34,0.9249946923053592,-225.8432111260226,-170.7679957304839,-458.6495199436406
35,0.9325133177709942,-226.39059860026236,-171.4026685033819,-463.89981496260305
36,0.9291940990002439,-226.73647317589965,-172.09774627240364,-468.82647390350763
37,0.9248603519730915,-227.2261348711133,-172.80988918342516,-474.02255663359625
38,0.9327857057201103,-227.76013724201894,-173.53738413043442,-478.73784788146895
39,0.9262512829801365,-228.23620159459023,-174.23237534689926,-483.8679700810299
40,0.9242745086343166,-228.5584127963513,-174.64514787162503,-488.3186649637126
41,0.9199208799112896,-228.98772329596187,-175.41856224913076,-493.62899466494974
42,0.9289662293488824,-228.81112631272896,-175.63872031483155,-497.46138469340593
43,0.9292820328419034,-228.8319587818755,-175.9131351012437,-501.33396480515046
44,0.9303209965265301,-228.8828607670664,-176.2448685462377,-505.33222399882425
45,0.9302827670994632,-228.84561090907735,-176.49512428043647,-509.196704255105
46,0.9239713506547994,-228.8603497595757,-176.86077907735623,-512.72400019343
47,0.9259148885445225,-228.82593997853493,-177.20064570091046,-516.4955354030888
48,0.9270083932853717,-229.01870007815793,-177.67289290649325,-520.5500040785129
49,0.9242955110352469,-228.99837212966753,-177.97385071670473,-524.1891067305633
50,0.9304998503442083,-229.584483496835,-178.6466558170481,-528.8756175974098
51,0.9314024390243902,-229.53688679044953,-178.9064398164561,-532.5502814090482
52,0.92647762622637,-229.6044915470948,-179.2071479413587,-536.0062043328925
53,0.9300994726749761,-229.70192983262595,-179.39128167661585,-539.4383246569263
54,0.9347793477934779,-229.7764428255022,-179.6314399916605,-542.9475938318744
55,0.9266654674102057,-229.89524104771192,-180.07717712950216,-546.9264814333173
56,0.9281866064710309,-229.9321959420243,-180.3440066419761,-550.4933026368063
57,0.9333759046402724,-230.0810521438984,-180.71806498877362,-554.1555583996009
58,0.9317219636691187,-229.91364298397664,-180.88487882481135,-557.0010012128869
59,0.9325921200522495,-229.68770718659147,-180.83402487216256,-559.5410977350106
60,0.932058547228704,-229.25478047841457,-180.64518685464,-562.0401394275342
61,0.9221323660581554,-229.3732531118371,-180.86971857093067,-565.2069394863422
62,0.933052251166993,-229.14435620522164,-180.87072532092728,-567.8025023105093
63,0.9292512499247033,-228.90015989959937,-180.8833945027822,-570.5613739913908
64,0.9298420766019241,-228.6672341078078,-180.8171076256013,-573.1180746970072
65,0.9381166460489394,-228.5282421401947,-180.88414383947807,-575.9050795915263
66,0.9307182420775447,-228.75343014390234,-181.1701104068692,-579.1691908274705
67,0.9312688146403982,-228.76670976031392,-181.35266700993094,-582.4298030776233
68,0.9295545583230431,-228.5264697899031,-181.36438475207615,-585.0118733077537
69,0.925182976416373,-228.6779211389972,-181.73043778490208,-588.2129603533157
70,0.9206948640483383,-228.59603651371918,-181.83345968670858,-591.0431506232384
71,0.9275344894953563,-228.5305719478954,-181.98032917125374,-594.0558689062076
72,0.9367099875378315,-228.5419633413996,-182.18920822803545,-596.8842755294589
73,0.9362252663622527,-228.686228948539,-182.4762444237195,-600.2127761103122
74,0.9352103424596184,-228.7124871305836,-182.70200999423253,-602.9257110022985
75,0.924261339991677,-228.77697868813763,-182.87301587805482,-605.9690554105622
76,0.9245715988675309,-228.73815504803787,-182.9734337727885,-608.5775398132121
77,0.9363537971258493,-228.7932888026081,-183.1169665155962,-611.3789200299864
78,0.9267781190926276,-228.92268414698776,-183.41285733987448,-614.357727438488
79,0.928390121539702,-229.01788777283213,-183.6627777787882,-617.2331815157821
80,0.9354177344951307,-229.26844110308434,-184.07032907779416,-620.3963294708192
81,0.9251137397634213,-229.3696927759409,-184.26968215058173,-623.0757708442302
82,0.9364645804880946,-229.4656364547978,-184.44182292172442,-625.8527496120928
83,0.9240785498489426,-229.71384045584753,-184.71987892421888,-628.7560837132596
84,0.9334380099134879,-229.8150158333987,-184.8837812252014,-631.1946646218789
85,0.9280715980418657,-229.87854711041,-185.09015696213132,-634.0492783539684
86,0.928688941401693,-229.93479231563063,-185.2174568822158,-636.6488573868868
87,0.9376657429754774,-229.9086592261647,-185.3010421598762,-639.0591913972366
88,0.931447617331772,-230.17200466506696,-185.60861789438795,-642.0326858689701
89,0.9277493606138107,-230.36899861345216,-185.8637886732733,-644.7508737624797
90,0.9254417598269022,-230.49670699084623,-186.06082193653063,-647.2924568226829
91,0.9329932902207244,-230.57772761388614,-186.19978406704027,-649.5639752596463
92,0.933081456853559,-230.57339492746104,-186.18029737765693,-651.7505302723912
93,0.929463805367924,-230.75634797024543,-186.322061073537,-654.4281450720196
94,0.9382347675598257,-230.76829475667515,-186.46353303176633,-656.6438300879826
95,0.9332686829504818,-230.76789421544368,-186.55269369460188,-658.8122431989477
96,0.9339420787752765,-230.93138250054358,-186.7901575144941,-661.2809471668651
97,0.9262444384723342,-231.02289467740175,-186.83831913409784,-663.4922754995655
98,0.9340112244282179,-231.2709825178347,-187.09423309710976,-666.0710424670433
99,0.9342639132804457,-231.28356167525925,-187.154803274444,-668.2937505243112
100,0.927524728294053,-231.20427417011035,-187.21897547350073,-670.4932798491711
101,0.9219376458620071,-231.2698745284483,-187.391777683629,-673.0099561764588
102,0.9343442094600817,-231.37776674447957,-187.61801162386507,-675.3801368217129
103,0.93168201734776,-231.31630820517353,-187.63908243957164,-677.4874871740333
104,0.9239091559370529,-231.4554087328361,-187.7812048548678,-679.7438266109026
105,0.9324707443599952,-231.62248211188873,-187.91924642849278,-682.1433097910824
106,0.931854959544501,-231.6479814341586,-187.92663274153887,-683.9333980793548
107,0.9271613136923449,-231.6754120450113,-187.95285320329478,-685.8759007942626
108,0.9264883468180172,-231.63476247692017,-187.98101140326062,-687.7914282265194
109,0.9263859162571971,-231.77069312053987,-188.05516869422476,-689.9488341210784
110,0.9242709028072515,-231.86868159965073,-188.18481509757356,-692.0757655421681
111,0.9318709833147271,-231.93640665619753,-188.300137377545,-694.13202682323
112,0.9310365434607225,-232.03787510138162,-188.41516192914983,-695.9900730246173
113,0.9282034185961935,-232.0104742647573,-188.49252916141327,-697.7638922540187
114,0.929649302830929,-231.95309570784144,-188.4733620341764,-699.4712846793536
115,0.9292552378039456,-231.97510083168243,-188.53923406707042,-701.4487111887322
116,0.9352645669765063,-232.14653819141606,-188.6738416657806,-703.4907128329166
117,0.933642579595771,-232.2143838428561,-188.73816043311518,-705.4555293974827
118,0.9299145815097642,-232.28914776664607,-188.86496685997201,-707.2709862348117
119,0.9277967247365349,-232.34369917294953,-188.99247513698455,-709.219048903513
120,0.9290536467751658,-232.39114437656124,-189.1137371460026,-711.1643551916915
121,0.9215512227969759,-232.50359612910492,-189.29610826664583,-713.2568510744626
122,0.9342986751584703,-232.5651396112059,-189.35455335844478,-715.1191966006502
123,0.9259203696480542,-232.5765359635682,-189.4299454349352,-716.924859327705
124,0.9289093884838566,-232.79238382680575,-189.65372818460614,-719.0269206872226
125,0.9376411696477627,-232.77343602083567,-189.71348704799783,-720.653070004508
126,0.9258815063564404,-232.87073557696738,-189.82856037983052,-722.4989561973529
127,0.9289522031141765,-232.88578052185167,-189.901134886156,-724.1412848748469
128,0.9318052263658456,-232.99622647559931,-190.09115260904872,-726.0105002115464
129,0.9286300994797846,-233.1678703917056,-190.2755758426472,-727.754590045893
130,0.9342342342342342,-233.14238540195794,-190.31670392481342,-729.2002571683372
131,0.932627672841196,-233.30069703926011,-190.49844372610585,-731.1367146049677
132,0.9167636265998389,-233.3637885537123,-190.63353444919315,-732.9271173777151
133,0.9344672794454454,-233.39097756064393,-190.73315109644133,-734.5995813597453
134,0.9304896365274857,-233.53277367476704,-190.89794712911853,-736.2502005125918
135,0.9291732885543794,-233.6086789955396,-190.99575204816338,-737.8311798742767
136,0.9340421046290998,-233.7520564899335,-191.1494728196069,-739.6459277641636
137,0.928489942960072,-233.95940218473262,-191.35894422300868,-741.4824088447193
138,0.9345356563275055,-233.967180876729,-191.42631831018906,-743.0705944627163
139,0.9290152174565537,-234.03561981927365,-191.47464676211706,-744.618024915356
140,0.931872091277586,-234.16047043487848,-191.58415337316458,-746.2176220939789
141,0.9353253214253604,-234.0910587631597,-191.61555869693484,-747.5033104185086
142,0.9292561983471075,-234.18827768082528,-191.74168329407377,-749.0746319443704
143,0.925155550211909,-234.07002737276684,-191.75140186644953,-750.393937228968
144,0.9291006565869526,-234.11935597309278,-191.8531549931926,-752.0287868592139
145,0.931146456598214,-234.21346054645656,-191.9946676943415,-753.4921026177509
146,0.932416918429003,-234.25153619720425,-192.0932843473275,-754.9949488658403
147,0.9407513569555407,-234.16704123294872,-192.070894816876,-756.1482524689875
148,0.9227000059393003,-234.30853353747912,-192.19958522857578,-757.7359429689952
149,0.9315002411963338,-234.37305764565994,-192.30333049843148,-759.2474523792905
150,0.9321620889864926,-234.52739629410746,-192.45222464346864,-760.800623747857
151,0.9232403557228276,-234.61288233964194,-192.56875535743956,-762.2424554979588
152,0.9309235485143706,-234.79672343131423,-192.78072524584988,-763.9403743689043
153,0.9242673691142576,-234.84306894115454,-192.85076222832421,-765.3144823011768
154,0.9348664823647356,-235.02123391905317,-193.02445515296117,-767.0009269769098
155,0.9279065577708383,-235.0010662871892,-193.05402784477687,-768.0944300040302
156,0.9224420439373711,-235.08127288896605,-193.18385250527115,-769.4844082660964
157,0.928855421686747,-235.19433802330556,-193.28868297147284,-770.8481983725799
158,0.93011837705955,-235.1938128934019,-193.36366028350398,-772.1567821466156
159,0.9336144578313252,-235.18401045829629,-193.4060333447237,-773.4002546664176
160,0.9319111542074483,-235.13710672415206,-193.42997731355712,-774.5357530437236
161,0.9329507701600724,-235.16771209761257,-193.50639942146165,-775.7462744171863
162,0.9368738390328573,-235.2671324588238,-193.57812781722026,-776.9811399709298
163,0.9286100108030249,-235.29552739378568,-193.61846072221252,-778.03156143077
164,0.935642965204236,-235.40606316765732,-193.73115523778773,-779.3086253188375
165,0.9306674775733617,-235.53956366099206,-193.8275903921531,-780.6499869979142
166,0.9303793663199663,-235.60296558915215,-193.89959622117988,-781.8364799893199
167,0.9321506566548,-235.67684869609178,-193.96476935438358,-782.9250307495344
168,0.9290130868051387,-235.7040229803901,-193.99184100499397,-783.9697828255211
169,0.9315810050825539,-235.7806057826456,-194.08993198056157,-785.1617903322517
170,0.9340817674251065,-235.82747073194514,-194.1619304557768,-786.3123998196138
171,0.9327220802645423,-235.8746828826323,-194.23747870354836,-787.469778812842
172,0.9283348389039446,-235.86193881316697,-194.25786154235175,-788.5361073261622
173,0.9347009272165323,-235.9763620143781,-194.3681144590256,-789.7718554858429
174,0.9334676207083158,-236.02390248516267,-194.42774158928748,-790.8039167360317
175,0.9343522474276431,-236.0993378806815,-194.4946897662189,-791.8731878571868
176,0.9236786469344609,-236.18253451929007,-194.56531190864084,-793.0087567879722
177,0.9263750150439283,-236.2633122005401,-194.63424651529803,-794.0686622888384
178,0.9289300888373889,-236.32770933495573,-194.6698587799991,-795.1456869104416
179,0.9278366020936109,-236.45494277636647,-194.7685338077902,-796.3175382572052
180,0.924578283904756,-236.58941789977467,-194.85238152389442,-797.4310796094177
181,0.9285671588259908,-236.65329041824123,-194.90060253263232,-798.4686165523634
182,0.9309188666706941,-236.742019265153,-194.96469357506075,-799.4893598931445
183,0.9257935416857606,-236.74643047612474,-194.9846922461616,-800.4238526342598
184,0.9303825822058955,-236.83092065173977,-195.0649273761527,-801.5569308767284
185,0.9358143424628894,-236.98404729670767,-195.17496213350952,-802.659838225752
186,0.934553110728901,-237.03465277297298,-195.21107975035042,-803.6407297151237
187,0.9309248988157698,-237.12744438764489,-195.30936840859474,-804.6384708746804
188,0.9207855581833967,-237.19344137573356,-195.3701902013419,-805.6265349581629
189,0.9327890407607865,-237.31139332174573,-195.48499310926073,-806.7112058427755
190,0.9313546377549492,-237.39347959875053,-195.5402442580684,-807.7042154145953
