episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty,projected_starvation_risk
0,0.9106107958855478,-13.776314202819094,-9.231527903278906,-1.549405273618199
1,0.9368677635588056,-45.989333997844696,-31.129253596271614,-4.996734798975737
2,0.9399023794996949,-74.15883075055056,-50.44394049107957,-7.7798236897565864
3,0.9384165116917167,-99.67725665641419,-68.05213945643578,-10.194933701517677
4,0.9318571557507747,-123.50868068054858,-84.8575375153808,-12.338462626573742
5,0.9291882556131261,-146.00550635001176,-100.8564070767224,-14.257474589123982
6,0.9371831071439415,-166.36952774104702,-115.34399073237955,-15.995357102268938
7,0.93967376446645,-184.95098247667164,-128.54584362386277,-17.5498086624436
8,0.9380747641227756,-201.72110010845532,-140.42937892187214,-18.975214858670817
9,0.938348126974575,-217.82806761812188,-151.8651491790047,-20.26024689976381
10,0.9383772991287512,-232.58276469825708,-162.21156978149807,-21.472275952029314
11,0.9361965786133107,-246.3857213547887,-171.9617330114936,-22.592702583782536
12,0.9414344449520329,-259.29485239396405,-181.12982249928558,-23.574357689876486
13,0.9326581378820185,-270.19633200176526,-188.92664400825282,-24.43198155117345
14,0.9392186120162003,-280.92724224995175,-196.66999357380152,-25.268871831719114
15,0.9425471470019342,-292.0297798307766,-204.60146900444553,-26.143756043556127
16,0.9368870705733711,-301.82291910644125,-211.50189279197616,-26.921005834531694
17,0.9404769128086888,-310.7394043407389,-217.8444906635386,-27.582894314261353
18,0.9354664910652818,-319.38304207386096,-223.9846994724083,-28.234463925764825
19,0.9353351495374667,-327.4607188216857,-229.57052842752353,-28.822939540120192
20,0.9353306540007307,-335.4220173352458,-235.16395311405336,-29.375371839798753
21,0.9366673747458502,-342.26680039421814,-239.86439747683428,-29.855179682289435
22,0.9423672302929269,-349.0023443895034,-244.55715809916458,-30.372386582326016
23,0.935483870967742,-355.7972941673379,-249.27344297616605,-30.813397887383836
24,0.9378650767228595,-362.1599449450463,-253.70134024577015,-31.288570508272596
25,0.9404311535459077,-368.46290143838246,-258.0752352552379,-31.69131938902402
26,0.9440147999878689,-373.90486570629935,-261.8057970630522,-32.04833019881136
27,0.9324581258488004,-379.2467389049544,-265.45417763472636,-32.403195560703224
28,0.9367301231802911,-383.98792875212916,-268.7432838658754,-32.695689577195346
29,0.9388172333964704,-388.84013189505373,-271.98148750110323,-32.984110039691146
30,0.9458268377503298,-393.56187305286494,-275.22187525898386,-33.25134820230465
31,0.9403965670316662,-398.6760773324135,-278.70445171903856,-33.55030791911327
32,0.9392248529633539,-402.8198223487372,-281.434019582859,-33.788609412879694
33,0.9441039470458445,-407.12295929158114,-284.418348015736,-34.002702779330605
34,0.9400395076736059,-410.9520479221599,-286.97211191846543,-34.25405548694205
35,0.9400635644039338,-413.9521592449476,-289.0113924209965,-34.37335543864021
36,0.9351529747569352,-417.40421583579234,-291.25418357402503,-34.52068737931609
37,0.940473322895339,-420.6059849851819,-293.2067520463454,-34.7105948084458
38,0.9435620846866712,-424.3605571966334,-295.7147072805666,-34.92026323436153
39,0.940933449091399,-427.33023614861355,-297.6564933813667,-35.13611719763463
40,0.9386151677812097,-430.24782610449927,-299.44911463479815,-35.317119765206094
41,0.9350089766606822,-432.9265182620003,-301.08048220686436,-35.44308312783418
42,0.9389674209791907,-436.1386191345259,-302.9793383816907,-35.64661386963903
43,0.9385320825965775,-438.35111253245066,-304.25862476495945,-35.77288052070768
44,0.9401735058385615,-440.86594091765323,-305.90573096399123,-35.93069234584848
45,0.9383191747572815,-442.8625561845856,-307.16836816637584,-36.05722723706249
46,0.9331955922865014,-444.73422958759727,-308.28407242351904,-36.16196730999947
