reward,td_target,td_error,future_starvation,future_congestion,future_broken_fleet_ratio
-0.2,-0.19915532359409627,-0.19915532359409627,2.0,0.0,0.05228758169934641
-0.30000000000000004,-0.2993742768737084,-0.2993742768737084,3.0,0.0,0.05228758169934641
-0.2,-0.19969375301837927,-0.19969375301837927,2.0,0.0,0.05228758169934641
-0.6000000000000001,-0.5980512432515058,-0.5980512432515058,4.0,2.0,0.05228758169934641
-0.2,-0.19906151427851299,-0.19906151427851299,2.0,0.0,0.05228758169934641
0.0,0.0,0.0,0.0,0.0,0.05228758169934641
-0.2,-0.19921372124257922,-0.19921372124257922,2.0,0.0,0.05228758169934641
-0.1,-0.09992879804899822,-0.09992879804899822,1.0,0.0,0.05228758169934641
-0.1,-0.09962682139180463,-0.09962682139180463,1.0,0.0,0.05228758169934641
-0.1,-0.0998102134963868,-0.0998102134963868,1.0,0.0,0.05359477124183006
-0.1,-0.0997494273625625,-0.0997494273625625,1.0,0.0,0.05359477124183006
0.0,0.0,0.0,0.0,0.0,0.05228758169934641
-0.1,-0.09967766371166227,-0.09967766371166227,0.0,1.0,0.05228758169934641
-0.30000000000000004,-0.2996007474177297,-0.2996007474177297,3.0,0.0,0.05359477124183006
0.0,0.0,0.0,0.0,0.0,0.05359477124183006
-0.1,-0.09986380292073616,-0.09986380292073616,1.0,0.0,0.05359477124183006
-0.4,-0.398656681423737,-0.398656681423737,3.0,1.0,0.054901960784313725
0.0,0.0,0.0,0.0,0.0,0.054901960784313725
-0.30000000000000004,-0.29883191133381803,-0.29883191133381803,3.0,0.0,0.05359477124183006
0.0,0.0,0.0,0.0,0.0,0.05359477124183006
0.0,0.0,0.0,0.0,0.0,0.05359477124183006
0.0,0.0,0.0,0.0,0.0,0.05359477124183006
0.0,0.0,0.0,0.0,0.0,0.05359477124183006
-0.1,-0.09950327041665921,-0.09950327041665921,1.0,0.0,0.05359477124183006
-0.1,-0.09957937506126173,-0.09957937506126173,1.0,0.0,0.054901960784313725
-0.30000000000000004,-0.2989081538386682,-0.2989081538386682,3.0,0.0,0.054901960784313725
0.0,0.0,0.0,0.0,0.0,0.054901960784313725
-0.1,-0.09973353773328253,-0.09973353773328253,1.0,0.0,0.054901960784313725
0.0,0.0,0.0,0.0,0.0,0.054901960784313725
-0.30000000000000004,-0.29818089566661776,-0.29818089566661776,2.0,1.0,0.05620915032679739
-0.2,-0.19957345199876866,-0.19957345199876866,2.0,0.0,0.05620915032679739
-0.1,-0.09975207890467808,-0.09975207890467808,1.0,0.0,0.05751633986928104
-0.1,-0.09986547773086633,-0.09986547773086633,1.0,0.0,0.05751633986928104
-0.2,-0.19931501653045414,-0.19931501653045414,2.0,0.0,0.05751633986928104
-0.1,-0.09980420021263513,-0.09980420021263513,0.0,1.0,0.058823529411764705
-0.1,-0.09964783370792234,-0.09964783370792234,1.0,0.0,0.06143790849673202
-0.7000000000000001,-0.6963029756437096,-0.6963029756437096,6.0,1.0,0.06143790849673202
-0.8,-0.7969977861045102,-0.7969977861045102,4.0,4.0,0.06143790849673202
-0.1,-0.09980932013024842,-0.09980932013024842,1.0,0.0,0.06274509803921569
-0.1,-0.09974751207546262,-0.09974751207546262,1.0,0.0,0.06274509803921569
0.0,0.0,0.0,0.0,0.0,0.06274509803921569
-0.2,-0.19907373313720528,-0.19907373313720528,0.0,2.0,0.06274509803921569
0.0,0.0,0.0,0.0,0.0,0.06274509803921569
-0.30000000000000004,-0.2988697946842368,-0.2988697946842368,3.0,0.0,0.06143790849673202
-0.2,-0.1995955349794973,-0.1995955349794973,0.0,2.0,0.06143790849673202
-0.4,-0.39873122886085305,-0.39873122886085305,4.0,0.0,0.06405228758169934
-1.0,-0.9974185329526538,-0.9974185329526538,6.0,4.0,0.06405228758169934
-0.6000000000000001,-0.5981859362773709,-0.5981859362773709,6.0,0.0,0.06535947712418301
-0.6000000000000001,-0.5990677348058495,-0.5990677348058495,5.0,1.0,0.06535947712418301
-0.8,-0.79814982989282,-0.79814982989282,6.0,2.0,0.06666666666666667
-0.30000000000000004,-0.2995210798357443,-0.2995210798357443,2.0,1.0,0.06797385620915032
-1.2000000000000002,-1.1960712725438198,-1.1960712725438198,8.0,4.0,0.06666666666666667
-0.6000000000000001,-0.5991593970053974,-0.5991593970053974,4.0,2.0,0.06666666666666667
-1.4000000000000001,-1.3957364273788777,-1.3957364273788777,8.0,6.0,0.06666666666666667
-0.2,-0.19980761170973996,-0.19980761170973996,1.0,1.0,0.06666666666666667
-0.5,-0.4987624032103104,-0.4987624032103104,4.0,1.0,0.06666666666666667
-0.5,-0.4984468744094516,-0.4984468744094516,3.0,2.0,0.06405228758169934
-0.2,-0.19949853032317333,-0.19949853032317333,1.0,1.0,0.06535947712418301
-0.2,-0.19973079055813994,-0.19973079055813994,1.0,1.0,0.06535947712418301
-0.7000000000000001,-0.6968163266176453,-0.6968163266176453,5.0,2.0,0.06405228758169934
0.0,0.0,0.0,0.0,0.0,0.06405228758169934
0.0,0.0,0.0,0.0,0.0,0.06405228758169934
-0.30000000000000004,-0.2993605764790033,-0.2993605764790033,2.0,1.0,0.06405228758169934
-0.2,-0.19936592303828515,-0.19936592303828515,0.0,2.0,0.06666666666666667
-0.2,-0.1995093792393739,-0.1995093792393739,2.0,0.0,0.06666666666666667
0.0,0.0,0.0,0.0,0.0,0.06666666666666667
-0.1,-0.09961584989229375,-0.09961584989229375,0.0,1.0,0.06666666666666667
-0.30000000000000004,-0.29885447029461426,-0.29885447029461426,3.0,0.0,0.06666666666666667
0.0,0.0,0.0,0.0,0.0,0.06666666666666667
0.0,0.0,0.0,0.0,0.0,0.06666666666666667
0.0,0.0,0.0,0.0,0.0,0.06666666666666667
0.0,0.0,0.0,0.0,0.0,0.06666666666666667
0.0,0.0,0.0,0.0,0.0,0.06535947712418301
0.0,0.0,0.0,0.0,0.0,0.06535947712418301
0.0,0.0,0.0,0.0,0.0,0.06535947712418301
-0.1,-0.09982429335609405,-0.09982429335609405,0.0,1.0,0.06535947712418301
-0.1,-0.09978641037148063,-0.09978641037148063,0.0,1.0,0.06535947712418301
0.0,0.0,0.0,0.0,0.0,0.06535947712418301
0.0,0.0,0.0,0.0,0.0,0.06535947712418301
-0.30000000000000004,-0.2991482093859892,-0.2991482093859892,0.0,3.0,0.06535947712418301
-0.2,-0.19949269672504585,-0.19949269672504585,1.0,1.0,0.06535947712418301
-0.30000000000000004,-0.2992255598857962,-0.2992255598857962,1.0,2.0,0.06666666666666667
0.0,0.0,0.0,0.0,0.0,0.06666666666666667
0.0,0.0,0.0,0.0,0.0,0.06666666666666667
0.0,0.0,0.0,0.0,0.0,0.06666666666666667
0.0,0.0,0.0,0.0,0.0,0.06535947712418301
-3.7,-3.1616282409251433,-3.1616282409251433,29.0,8.0,0.056878306878306875
-0.5,-0.49710572468637293,-0.49710572468637293,5.0,0.0,0.05751633986928104
-0.30000000000000004,-0.29952394055538556,-0.29952394055538556,3.0,0.0,0.058823529411764705
0.0,0.0,0.0,0.0,0.0,0.058823529411764705
-0.4,-0.399468471029359,-0.399468471029359,4.0,0.0,0.058823529411764705
0.0,0.0,0.0,0.0,0.0,0.058823529411764705
-0.1,-0.09997407943249004,-0.09997407943249004,0.0,1.0,0.058823529411764705
-0.2,-0.1997342355146795,-0.1997342355146795,2.0,0.0,0.058823529411764705
-0.30000000000000004,-0.29952394055538556,-0.29952394055538556,1.0,2.0,0.058823529411764705
-0.6000000000000001,-0.5992337870149792,-0.5992337870149792,3.0,3.0,0.058823529411764705
-0.9,-0.8968707461559613,-0.8968707461559613,5.0,4.0,0.058823529411764705
-1.1,-1.0945604645662061,-1.0945604645662061,4.0,7.0,0.058823529411764705
-0.5,-0.49904442697771956,-0.49904442697771956,1.0,4.0,0.058823529411764705
-0.30000000000000004,-0.29975493559410876,-0.29975493559410876,2.0,1.0,0.058823529411764705
-0.4,-0.3994670216609818,-0.3994670216609818,2.0,2.0,0.058823529411764705
-0.6000000000000001,-0.5986502764605748,-0.5986502764605748,1.0,5.0,0.06013071895424837
0.0,0.0,0.0,0.0,0.0,0.06013071895424837
-0.1,-0.09982377120001701,-0.09982377120001701,1.0,0.0,0.06013071895424837
0.0,0.0,0.0,0.0,0.0,0.06013071895424837
0.0,0.0,0.0,0.0,0.0,0.06013071895424837
-0.1,-0.09982377120001701,-0.09982377120001701,1.0,0.0,0.06013071895424837
-0.1,-0.09979080936523732,-0.09979080936523732,1.0,0.0,0.06013071895424837
-0.1,-0.09995733353051861,-0.09995733353051861,1.0,0.0,0.06013071895424837
-0.2,-0.19964754240003402,-0.19964754240003402,2.0,0.0,0.06013071895424837
-0.2,-0.19958161873047464,-0.19958161873047464,1.0,1.0,0.06013071895424837
0.0,0.0,0.0,0.0,0.0,0.06013071895424837
0.0,0.0,0.0,0.0,0.0,0.06013071895424837
-0.5,-0.4986191949893665,-0.4986191949893665,4.0,1.0,0.06013071895424837
-0.2,-0.19927014448915126,-0.19927014448915126,2.0,0.0,0.06013071895424837
-0.1,-0.0997111639873367,-0.0997111639873367,1.0,0.0,0.06274509803921569
-0.2,-0.19948214074919687,-0.19948214074919687,2.0,0.0,0.06274509803921569
-0.1,-0.09958717451261234,-0.09958717451261234,1.0,0.0,0.06274509803921569
-0.30000000000000004,-0.29924956702448713,-0.29924956702448713,3.0,0.0,0.06274509803921569
-0.4,-0.398699974782084,-0.398699974782084,4.0,0.0,0.06274509803921569
-0.2,-0.1995955349794973,-0.1995955349794973,2.0,0.0,0.06274509803921569
-0.1,-0.0997463029017064,-0.0997463029017064,1.0,0.0,0.06274509803921569
-0.1,-0.09978594641205098,-0.09978594641205098,1.0,0.0,0.06274509803921569
-0.30000000000000004,-0.29923934484759834,-0.29923934484759834,3.0,0.0,0.06274509803921569
0.0,0.0,0.0,0.0,0.0,0.06274509803921569
-0.6000000000000001,-0.5987510568450153,-0.5987510568450153,4.0,2.0,0.06274509803921569
-0.5,-0.4984815192946448,-0.4984815192946448,4.0,1.0,0.06143790849673202
-0.1,-0.09980888539554392,-0.09980888539554392,1.0,0.0,0.06143790849673202
-0.5,-0.49836212310051997,-0.49836212310051997,3.0,2.0,0.06013071895424837
-0.1,-0.09987040599026585,-0.09987040599026585,1.0,0.0,0.06013071895424837
-0.1,-0.09983172320843373,-0.09983172320843373,0.0,1.0,0.06013071895424837
-0.30000000000000004,-0.29947047000984617,-0.29947047000984617,2.0,1.0,0.06013071895424837
-0.5,-0.4986458166970413,-0.4986458166970413,3.0,2.0,0.06013071895424837
-0.2,-0.19934171181754187,-0.19934171181754187,0.0,2.0,0.058823529411764705
-0.30000000000000004,-0.299556262761535,-0.299556262761535,3.0,0.0,0.058823529411764705
-0.2,-0.19962624303076038,-0.19962624303076038,2.0,0.0,0.058823529411764705
0.0,0.0,0.0,0.0,0.0,0.058823529411764705
0.0,0.0,0.0,0.0,0.0,0.06013071895424837
-0.4,-0.3992858104803819,-0.3992858104803819,4.0,0.0,0.06013071895424837
0.0,0.0,0.0,0.0,0.0,0.06013071895424837
-1.0,-0.995915207734637,-0.995915207734637,7.0,3.0,0.06013071895424837
-0.5,-0.49837414603776564,-0.49837414603776564,4.0,1.0,0.06274509803921569
-0.8,-0.7988055619517658,-0.7988055619517658,7.0,1.0,0.06274509803921569
-0.8,-0.798344567341208,-0.798344567341208,5.0,3.0,0.06274509803921569
-1.4000000000000001,-1.395402098867817,-1.395402098867817,7.0,7.0,0.06535947712418301
-0.1,-0.09988974500522228,-0.09988974500522228,0.0,1.0,0.06535947712418301
-0.9,-0.8981037646530957,-0.8981037646530957,8.0,1.0,0.06535947712418301
-0.5,-0.49895716052742434,-0.49895716052742434,4.0,1.0,0.06535947712418301
-0.5,-0.4989342941316722,-0.4989342941316722,5.0,0.0,0.06666666666666667
-1.2000000000000002,-1.1964394525687074,-1.1964394525687074,12.0,0.0,0.06666666666666667
-0.5,-0.4993355887866987,-0.4993355887866987,5.0,0.0,0.06666666666666667
-0.6000000000000001,-0.5971834776689391,-0.5971834776689391,5.0,1.0,0.06666666666666667
-0.1,-0.0998273489913789,-0.0998273489913789,1.0,0.0,0.06928104575163399
-0.4,-0.39927621613006575,-0.39927621613006575,4.0,0.0,0.07058823529411765
-0.1,-0.09980877378966596,-0.09980877378966596,1.0,0.0,0.07058823529411765
-0.4,-0.39860005556113554,-0.39860005556113554,4.0,0.0,0.07058823529411765
-0.1,-0.09976444480756023,-0.09976444480756023,1.0,0.0,0.07058823529411765
-0.5,-0.4985021124531883,-0.4985021124531883,4.0,1.0,0.07058823529411765
0.0,0.0,0.0,0.0,0.0,0.0718954248366013
0.0,0.0,0.0,0.0,0.0,0.0718954248366013
-0.4,-0.39886224497225314,-0.39886224497225314,4.0,0.0,0.0718954248366013
-0.6000000000000001,-0.5976944257505156,-0.5976944257505156,6.0,0.0,0.0718954248366013
-0.2,-0.19938708249876852,-0.19938708249876852,1.0,1.0,0.0718954248366013
0.0,0.0,0.0,0.0,0.0,0.0718954248366013
-0.2,-0.1996486748448624,-0.1996486748448624,2.0,0.0,0.0718954248366013
-0.30000000000000004,-0.2986934205511665,-0.2986934205511665,3.0,0.0,0.0718954248366013
-0.2,-0.1993872285067717,-0.1993872285067717,2.0,0.0,0.0718954248366013
-0.30000000000000004,-0.2990818415921739,-0.2990818415921739,3.0,0.0,0.07058823529411765
-0.30000000000000004,-0.2983648091677681,-0.2983648091677681,3.0,0.0,0.07058823529411765
-0.1,-0.0996576770520462,-0.0996576770520462,1.0,0.0,0.07058823529411765
-0.1,-0.09969976574011086,-0.09969976574011086,1.0,0.0,0.07058823529411765
0.0,0.0,0.0,0.0,0.0,0.07058823529411765
0.0,0.0,0.0,0.0,0.0,0.07058823529411765
0.0,0.0,0.0,0.0,0.0,0.07058823529411765
0.0,0.0,0.0,0.0,0.0,0.06928104575163399
-0.2,-0.19949519791774717,-0.19949519791774717,2.0,0.0,0.06666666666666667
-0.1,-0.09992654534425612,-0.09992654534425612,1.0,0.0,0.06666666666666667
-0.2,-0.19947078601797008,-0.19947078601797008,2.0,0.0,0.05555555555555555
-2.6,-2.2287449414239138,-2.2287449414239138,24.0,2.0,0.06405228758169934
-0.5,-0.49791346633133904,-0.49791346633133904,5.0,0.0,0.06535947712418301
-0.4,-0.39906478017470853,-0.39906478017470853,4.0,0.0,0.06535947712418301
0.0,0.0,0.0,0.0,0.0,0.06535947712418301
-0.1,-0.09985316621446108,-0.09985316621446108,1.0,0.0,0.06535947712418301
-0.1,-0.09984131351846184,-0.09984131351846184,1.0,0.0,0.06535947712418301
-0.30000000000000004,-0.2997296717031375,-0.2997296717031375,2.0,1.0,0.06535947712418301
0.0,0.0,0.0,0.0,0.0,0.06666666666666667
-0.5,-0.4992065675923092,-0.4992065675923092,5.0,0.0,0.06666666666666667
-0.2,-0.19981978113542498,-0.19981978113542498,2.0,0.0,0.06666666666666667
-0.2,-0.1998584627590738,-0.1998584627590738,0.0,2.0,0.06666666666666667
-0.7000000000000001,-0.6989498375210337,-0.6989498375210337,4.0,3.0,0.06797385620915032
-0.1,-0.09992046576942447,-0.09992046576942447,1.0,0.0,0.06797385620915032
-0.4,-0.39963956227084996,-0.39963956227084996,2.0,2.0,0.06797385620915032
-0.30000000000000004,-0.2997077410208853,-0.2997077410208853,1.0,2.0,0.06666666666666667
-0.2,-0.19984093153884894,-0.19984093153884894,0.0,2.0,0.06666666666666667
-0.5,-0.49954945283856245,-0.49954945283856245,5.0,0.0,0.06666666666666667
